"POINTID","Coarse","Clay","Sand","Silt","geometry"
42003148,18,26,13,61,c(8.259985642, 51.42980184)
42022524,6,15,24,61,c(8.470733352, 45.81774759)
42023304,5,4,63,33,c(8.234239187, 52.83177567)
42062512,13,11,40,49,c(8.525049943, 45.71038672)
42081806,72,18,53,30,c(8.696954311, 39.33490583)
42081954,1,20,37,43,c(8.66963001, 40.67462999)
42101926,1,25,21,53,c(8.69837001, 40.42162854)
42102376,16,12,36,52,c(8.607346021, 44.48551743)
42162524,8,14,42,44,c(8.650610677, 45.8201851)
42181942,9,12,68,20,c(8.789418243, 40.5675884)
42181974,2,13,47,40,c(8.783867025, 40.85705031)
42182424,4,25,13,63,c(8.69773387, 44.91949694)
42182536,22,7,47,46,c(8.673675409, 45.92859406)
42222534,60,9,46,45,c(8.725596988, 45.91120956)
42222540,11,6,42,52,c(8.72432767, 45.96525094)
42262512,23,8,48,44,c(8.781519236, 45.71364384)
42281988,2,13,57,30,c(8.89971104, 40.98504724)
42282538,20,11,50,39,c(8.802026996, 45.94813521)
42303596,4,7,60,33,c(8.562108389, 55.46058794)
42322388,9,26,13,61,c(8.881191479, 44.59703232)
42342404,3,18,43,39,c(8.90352871, 44.74153797)
42381944,2,21,43,36,c(9.02418106, 40.5882901)
42382412,17,23,18,59,c(8.952592299, 44.81416937)
42401860,3,25,38,37,c(9.058905504, 39.8282414)
42403110,18,22,25,53,c(8.843702625, 51.09543608)
42442000,1,11,61,28,c(9.087412915, 41.09548724)
42442386,3,31,18,52,c(9.032335321, 44.58051028)
42442428,20,26,15,58,c(9.025796141, 44.95912044)
42463294,12,7,41,52,c(8.889285897, 52.74975254)
42502430,24,26,15,59,c(9.101411774, 44.97782509)
42522422,33,45,8,47,c(9.127847273, 44.90593011)
42522552,24,8,44,48,c(9.109079637, 46.07726709)
42561800,13,37,24,40,c(9.251039796, 39.28640192)
42563034,12,20,15,65,c(9.085540448, 50.41433755)
42621864,14,18,48,34,c(9.314115252, 39.8665902)
42621978,15,8,65,27,c(9.302946933, 40.89825239)
42622382,4,35,10,55,c(9.259000681, 44.54629965)
42642402,53,25,25,50,c(9.281827221, 44.72679075)
42662386,7,24,25,52,c(9.308794803, 44.5827099)
42702102,9,11,58,30,c(9.386453044, 42.01983525)
42703082,12,21,18,61,c(9.275862842, 50.84722932)
42722546,25,9,58,33,c(9.367936068, 46.02506714)
42722554,8,12,33,55,c(9.367093475, 46.09712597)
42723644,1,3,87,10,c(9.217212729, 55.89773417)
42742164,22,14,25,61,c(9.429309363, 42.58016243)
42762108,12,16,55,29,c(9.458150639, 42.0744604)
42763476,6,11,57,32,c(9.307475697, 54.38844506)
42782380,41,28,12,60,c(9.460114596, 44.52950168)
42802396,5,33,15,52,c(9.483908816, 44.67388846)
42862532,16,18,15,67,c(9.54956944, 45.89987209)
42882534,32,23,14,63,c(9.575166996, 45.91799478)
42882542,31,17,49,35,c(9.574602441, 45.99005998)
42882682,22,19,16,65,c(9.564397972, 47.2507092)
42902492,17,31,24,45,c(9.60366856, 45.5396978)
42943458,7,5,73,23,c(9.586090742, 54.22793817)
42982530,32,19,32,49,c(9.70409907, 45.88239682)
42982824,30,34,6,60,c(9.688718227, 48.52898841)
42983494,7,14,49,37,c(9.644648489, 54.55162375)
43022740,11,16,36,48,c(9.746654855, 47.77331833)
43062470,10,20,39,41,c(9.808914193, 45.34201945)
43202710,14,17,33,49,c(9.98673564, 47.50361239)
43222370,5,28,16,56,c(10.01253571, 44.44072765)
43222514,30,36,10,54,c(10.01283134, 45.7386618)
43222546,31,16,28,57,c(10.01289953, 46.02694077)
43242350,11,24,18,58,c(10.03748815, 44.26035909)
43242524,33,14,26,60,c(10.03855764, 45.82874833)
43262564,21,19,27,54,c(10.06469154, 46.18905642)
43322692,28,17,22,61,c(10.14545305, 47.34149985)
43323456,8,19,44,38,c(10.16855851, 54.210545)
43342544,20,23,19,58,c(10.16763792, 46.00879374)
43342562,7,15,29,56,c(10.16814159, 46.17092951)
43362694,32,13,30,57,c(10.19841354, 47.35941868)
43382354,2,14,36,50,c(10.21256675, 44.29622267)
43402370,37,23,22,55,c(10.23817775, 44.44045576)
43402550,32,11,29,60,c(10.24525359, 46.06269076)
43422344,5,35,13,52,c(10.26216766, 44.20592089)
43442450,4,31,13,56,c(10.2920461, 45.1615392)
43442464,34,23,40,38,c(10.29271122, 45.28771392)
43443464,5,16,38,47,c(10.35304695, 54.28204423)
43542330,3,19,38,43,c(10.41106836, 44.07916255)
43542718,11,14,25,61,c(10.43832919, 47.57473671)
43562354,3,37,17,46,c(10.43763419, 44.29551783)
43562362,3,36,10,55,c(10.4381889, 44.36766245)
43562470,14,31,17,52,c(10.44586315, 45.34124999)
43562480,11,30,29,41,c(10.44659166, 45.43136403)
43562570,4,17,19,64,c(10.45329075, 46.24215653)
43562686,12,6,63,31,c(10.46232067, 47.28660578)
43602314,2,25,20,55,c(10.48458864, 43.9345147)
43602512,23,24,19,57,c(10.50025052, 45.7194637)
43622348,3,24,14,61,c(10.51216942, 44.24106382)
43622446,2,26,26,47,c(10.52026149, 45.12460488)
43622622,31,12,39,49,c(10.53567093, 46.71007188)
43622824,12,18,33,48,c(10.5548872, 48.52803778)
43643304,3,2,79,18,c(10.63814977, 52.84306936)
43662282,3,56,8,36,c(10.55635614, 43.64544366)
43662342,3,18,25,57,c(10.56160365, 44.18669252)
43662688,29,9,32,59,c(10.59461326, 47.30396617)
43742350,3,31,14,55,c(10.66227597, 44.25825215)
43762208,9,27,37,36,c(10.67229137, 42.97684773)
43762610,11,15,39,46,c(10.71711432, 46.60095776)
43782452,45,15,46,38,c(10.72398494, 45.177479)
43782552,12,13,50,38,c(10.7359874, 46.07844879)
43782700,26,38,10,53,c(10.75473405, 47.41099162)
43783280,4,3,84,14,c(10.84175334, 52.62612461)
43802410,7,29,14,57,c(10.74432447, 44.79873392)
43802576,3,14,45,41,c(10.76487203, 46.29442355)
43802702,32,13,29,58,c(10.78148522, 47.42880562)
43822560,7,11,51,38,c(10.78868401, 46.15013477)
43842504,11,16,12,72,c(10.80701622, 45.64549101)
43882346,7,25,31,44,c(10.836677, 44.22091509)
43902514,7,27,10,63,c(10.88532601, 45.73496855)
43902582,10,17,46,37,c(10.8954023, 46.347452)
43903000,17,22,22,56,c(10.96450215, 50.10821883)
43922326,4,26,14,61,c(10.88383689, 44.0401221)
43942616,8,7,47,45,c(10.95275409, 46.65316002)
43943284,4,9,58,33,c(11.07888778, 52.66016917)
43962218,3,39,16,46,c(10.91814258, 43.06520927)
43962530,9,21,32,47,c(10.9648519, 45.87843078)
43962560,6,22,23,55,c(10.96967729, 46.14864441)
43982338,4,34,10,55,c(10.9603312, 44.14768514)
43982510,3,17,16,67,c(10.98731141, 45.69802731)
43982594,13,13,45,42,c(11.00122559, 46.45459351)
44002494,44,20,25,55,c(11.01029211, 45.55363768)
44002614,10,11,46,43,c(11.03070488, 46.63443103)
44042578,8,17,36,46,c(11.07633499, 46.30975839)
44062500,16,21,20,58,c(11.08808544, 45.60693326)
44062504,9,25,13,63,c(11.0888012, 45.64296961)
44062508,61,17,40,43,c(11.08951819, 45.67900513)
44062554,3,9,40,51,c(11.09785282, 46.09335436)
44062954,7,21,53,27,c(11.17794045, 49.69254892)
44102254,7,48,16,36,c(11.09554428, 43.38842188)
44102326,22,26,26,48,c(11.10788329, 44.03796458)
44102336,7,58,6,35,c(11.10962635, 44.12815271)
44122502,16,17,23,60,c(11.16526398, 45.62413413)
44122636,9,5,60,35,c(11.19169091, 46.83088078)
44142458,11,18,41,41,c(11.18233693, 45.22740678)
44162474,3,20,17,63,c(11.21091062, 45.37129029)
44162604,2,13,35,52,c(11.23732966, 46.54219391)
44162612,27,15,42,43,c(11.23900455, 46.61422231)
44182314,26,32,16,52,c(11.20518509, 43.9286183)
44182430,18,50,2,47,c(11.22760465, 44.97448953)
44182520,19,12,38,50,c(11.24577225, 45.78541032)
44182560,3,11,49,40,c(11.2540744, 46.1456826)
44182596,4,16,36,47,c(11.2616702, 46.46985984)
44182610,3,20,33,47,c(11.2646564, 46.595912)
44202580,9,23,28,50,c(11.28421908, 46.32548081)
44222668,7,10,33,56,c(11.329884, 47.11739919)
44242194,16,19,40,40,c(11.25627121, 42.84490671)
44242536,5,20,26,54,c(11.32632459, 45.92859406)
44242544,4,22,20,57,c(11.32808763, 46.00064705)
44242554,16,19,36,45,c(11.3303, 46.09070875)
44242558,11,16,51,33,c(11.33118763, 46.12673203)
44262312,22,26,22,53,c(11.30415725, 43.90937134)
44262334,22,33,21,46,c(11.30866592, 44.10778696)
44262538,6,20,24,56,c(11.35252233, 45.94628339)
44262574,5,6,77,18,c(11.36066611, 46.27049075)
44262618,5,10,44,46,c(11.37079401, 46.66665852)
44282614,33,12,49,39,c(11.39595259, 46.63031169)
44282656,18,4,75,22,c(11.4059735, 47.00839286)
44302484,3,11,63,26,c(11.39159915, 45.4591877)
44302532,3,14,28,58,c(11.40264035, 45.89157612)
44302538,5,20,16,65,c(11.40403658, 45.94561625)
44302680,19,14,24,62,c(11.4381661, 47.22405776)
44322588,7,21,41,38,c(11.4417863, 46.39553429)
44322650,18,9,41,51,c(11.45702478, 46.95369155)
44342162,26,44,20,36,c(11.37156822, 42.55441807)
44342284,39,18,36,46,c(11.39739115, 43.65550131)
44342324,32,25,21,54,c(11.40614363, 44.01629589)
44342460,6,44,13,43,c(11.43702069, 45.2422654)
44342532,23,4,65,31,c(11.45410224, 45.89088485)
44342594,23,4,75,21,c(11.46924154, 46.44920443)
44342600,5,16,47,38,c(11.47072837, 46.50322539)
44382300,23,34,15,51,c(11.45045294, 43.79914556)
44382364,20,29,19,52,c(11.46512215, 44.37629576)
44382516,3,24,14,62,c(11.5015855, 45.74605692)
44382616,4,18,31,51,c(11.52690187, 46.64654503)
44382648,18,6,57,37,c(11.53523869, 46.9346)
44382670,26,13,27,60,c(11.54103862, 47.13261103)
44382684,29,8,47,45,c(11.54475892, 47.25860702)
44402664,21,9,48,42,c(11.56575983, 47.07823314)
44422522,4,29,26,45,c(11.55444825, 45.79936072)
44422536,3,20,15,65,c(11.55805511, 45.9254529)
44442622,36,14,53,33,c(11.60681761, 46.69941824)
44462354,4,43,7,51,c(11.56280108, 44.28467521)
44462630,6,13,46,41,c(11.6351581, 46.77103886)
44482340,28,20,28,52,c(11.58429498, 44.15806202)
44482636,11,7,56,37,c(11.66301037, 46.82464674)
44502344,5,28,15,57,c(11.61025297, 44.19374527)
44502524,11,22,22,57,c(11.65774109, 45.81582004)
44503370,4,5,79,16,c(11.94049283, 53.42235353)
44522288,5,11,44,45,c(11.62093697, 43.68831811)
44522536,9,22,21,56,c(11.68678322, 45.92348977)
44522550,6,24,27,50,c(11.69071146, 46.04956663)
44522630,29,9,39,52,c(11.71362182, 46.76982025)
44542476,4,45,6,50,c(11.69570498, 45.38263781)
44542560,11,6,55,40,c(11.71937941, 46.13920223)
44562180,3,40,15,45,c(11.64298961, 42.71295643)
44562552,17,7,52,42,c(11.74290037, 46.06674538)
44562702,16,1,85,14,c(11.78789624, 47.41693905)
44582304,2,22,25,53,c(11.69938714, 43.83143502)
44582530,2,25,15,60,c(11.76226296, 45.86820256)
44582712,16,19,26,55,c(11.81752698, 47.50647746)
44602536,4,18,24,58,c(11.78975944, 45.92180714)
44622438,9,42,13,45,c(11.78660867, 45.03858143)
44622568,4,15,29,56,c(11.8252036, 46.20951894)
44622708,22,9,44,46,c(11.86927424, 47.46959154)
44642516,23,18,51,31,c(11.83516489, 45.74081093)
44662460,5,22,29,49,c(11.84383773, 45.23592608)
44662618,3,27,25,48,c(11.89283066, 46.6587435)
44662698,30,11,31,58,c(11.91895201, 47.37869559)
44682296,4,23,20,57,c(11.82111723, 43.7571649)
44682624,24,9,34,57,c(11.92088252, 46.71228725)
44702230,2,20,47,34,c(11.82716817, 43.16131844)
44702302,3,45,12,43,c(11.84761294, 43.81083737)
44702330,36,30,20,50,c(11.85572937, 44.06333626)
44702554,19,14,43,43,c(11.92421984, 46.08164709)
44722578,3,6,55,40,c(11.95787636, 46.2972616)
44742346,30,34,11,55,c(11.91033563, 44.20669094)
44742588,14,22,18,60,c(11.98713145, 46.38680957)
44742594,7,20,30,50,c(11.98913859, 46.44082248)
44742732,28,25,12,62,c(12.0367916, 47.68266095)
44763232,6,7,75,18,c(12.26622001, 52.17604985)
44763294,3,2,83,15,c(12.2949321, 52.73291642)
44782274,8,28,16,56,c(11.93832389, 43.55647137)
44782314,13,9,53,38,c(11.95042965, 43.91722782)
44782634,13,10,48,42,c(12.05498838, 46.79987996)
44782720,22,14,32,54,c(12.08564496, 47.57370662)
44802538,6,16,47,38,c(12.04785241, 45.93517375)
44802636,21,2,85,13,c(12.08186335, 46.81737776)
44822290,4,33,21,45,c(11.99262954, 43.69984002)
44822704,15,5,69,26,c(12.13281706, 47.42873932)
44842244,8,13,45,42,c(12.00307993, 43.28441752)
44862290,23,34,17,49,c(12.04211544, 43.69886974)
44862300,15,25,28,48,c(12.0452971, 43.7890547)
44862326,9,46,5,49,c(12.05363138, 44.02350525)
44862602,6,20,22,58,c(12.14797108, 46.50982643)
44862606,9,33,11,56,c(12.14942211, 46.54583016)
44862714,18,15,33,52,c(12.18957868, 47.51765133)
44882324,7,45,10,46,c(12.07786102, 44.00497502)
44882582,16,12,42,46,c(12.1666895, 46.32927427)
44882626,22,15,32,53,c(12.1828443, 46.72531106)
44882726,14,14,30,56,c(12.22074192, 47.62506295)
44902434,6,36,10,54,c(12.13986034, 44.99590612)
44922210,7,13,42,45,c(12.09044723, 42.97567)
44922300,6,15,32,53,c(12.11963861, 43.78755195)
44923048,23,22,18,60,c(12.41147915, 50.51854369)
44923314,4,10,61,29,c(12.54208499, 52.9077478)
44982258,4,37,23,40,c(12.17973775, 43.40719731)
45002584,5,4,70,25,c(12.32307424, 46.34401404)
45002638,15,9,43,48,c(12.34438732, 46.8300065)
45004612,13,8,37,55,c(13.71334028, 64.57145989)
45022322,6,31,19,51,c(12.25126135, 43.98329577)
45022334,3,21,25,54,c(12.25550654, 44.09148312)
45042542,13,18,34,47,c(12.3583597, 45.96479108)
45042620,22,23,22,54,c(12.38942439, 46.66687831)
45062234,3,30,13,58,c(12.26981842, 43.18855457)
45062550,4,25,23,53,c(12.38729114, 46.03623942)
45062554,3,27,14,59,c(12.38888137, 46.07224928)
45082578,53,6,50,44,c(12.42439433, 46.28770714)
45102292,15,36,15,50,c(12.33972548, 43.71058364)
45102558,4,23,6,71,c(12.44212834, 46.10708828)
45102682,29,3,73,23,c(12.49400769, 47.2229502)
45102684,15,6,34,59,c(12.49486781, 47.24094208)
45102688,9,7,34,59,c(12.49659032, 47.27692529)
45142274,23,32,12,56,c(12.38255181, 43.54712339)
45144632,21,7,39,54,c(14.02909, 64.74466686)
45182714,32,9,50,41,c(12.61393798, 47.50830875)
45182728,43,37,14,49,c(12.62031964, 47.63422172)
45202610,67,12,33,55,c(12.59379844, 46.57205528)
45202708,28,12,35,52,c(12.63770525, 47.45370555)
45222530,27,43,7,50,c(12.58502771, 45.85137334)
45222560,51,19,33,48,c(12.59794419, 46.12143049)
45222584,36,6,60,33,c(12.60839865, 46.33744271)
45222602,5,17,17,66,c(12.61631129, 46.49943282)
45222700,31,14,42,44,c(12.66050229, 47.38110711)
45224612,29,5,56,39,c(14.16866962, 64.56026454)
45242168,2,26,40,34,c(12.46568803, 42.5878859)
45242316,9,11,40,49,c(12.52235815, 43.92288382)
45242528,31,36,10,55,c(12.60986753, 45.83273957)
45242636,17,11,33,55,c(12.65759174, 46.80472927)
45262146,32,27,17,56,c(12.48175021, 42.38871578)
45262260,4,25,13,61,c(12.52512969, 43.41732303)
45262548,55,14,44,42,c(12.64431735, 46.01214568)
45262560,32,21,30,50,c(12.64960693, 46.12015995)
45282264,22,31,18,51,c(12.55132349, 43.45278779)
45282274,37,36,15,49,c(12.55527051, 43.54296919)
45282846,13,22,21,56,c(12.81144063, 48.69182649)
45302182,6,10,52,38,c(12.54388897, 42.71243139)
45302242,7,38,13,49,c(12.56724805, 43.25375102)
45302556,45,20,24,56,c(12.69946685, 46.08286149)
45322594,15,9,39,52,c(12.74267578, 46.4241947)
45342564,28,18,29,53,c(12.75476383, 46.15354495)
45344602,14,8,50,42,c(14.40272466, 64.46357012)
45362624,18,8,51,41,c(12.80882935, 46.69278579)
45382258,2,37,4,59,c(12.67201583, 43.39553955)
45382662,23,9,47,44,c(12.85336413, 47.03394887)
45384674,12,11,35,54,c(14.59137052, 65.10964955)
45402228,4,23,20,57,c(12.68423239, 43.12431705)
45402624,18,6,48,46,c(12.86104179, 46.69141074)
45404744,4,40,8,52,c(14.74338585, 65.73905999)
45421632,14,25,40,35,c(12.48886939, 37.73316501)
45422594,23,17,39,44,c(12.87255002, 46.42079289)
45422604,30,20,30,49,c(12.87739452, 46.51077146)
45442740,21,21,25,54,c(12.97206578, 47.73328877)
45462576,37,22,19,59,c(12.91567196, 46.25741888)
45482268,2,38,16,46,c(12.79937305, 43.48242964)
45482556,11,27,20,53,c(12.93175598, 46.0767269)
45482700,34,20,27,52,c(13.00433319, 47.37215918)
45484756,38,15,34,51,c(14.93618847, 65.84215608)
45502702,25,16,33,51,c(13.03182701, 47.38941082)
45504628,17,6,53,40,c(14.77220618, 64.68817536)
45522538,27,28,25,46,c(12.97445896, 45.91329756)
45542596,36,16,30,54,c(13.02939839, 46.43449758)
45542620,17,15,22,62,c(13.04170233, 46.65041528)
45544708,29,11,41,48,c(14.98472267, 65.40594492)
45544744,8,9,44,47,c(15.04554033, 65.73017076)
45564742,8,7,46,47,c(15.08523785, 65.71084277)
45564752,28,10,35,55,c(15.10254776, 65.80091196)
45582602,17,14,17,69,c(13.08446999, 46.48699717)
45582696,25,18,27,55,c(13.13437631, 47.33246067)
45582902,24,6,62,32,c(13.25134888, 49.18394604)
45583334,5,3,85,12,c(13.53658526, 53.06248839)
45584738,18,8,42,50,c(15.12140868, 65.67349386)
45602244,14,37,31,32,c(12.93635834, 43.26187514)
45602270,2,38,17,45,c(12.94814356, 43.49631905)
45602672,14,4,63,33,c(13.14775102, 47.11587638)
45604678,9,9,52,39,c(15.06191422, 65.13192896)
45624636,22,7,46,48,c(15.03443857, 64.75258206)
45642292,16,47,6,47,c(13.00768001, 43.69322388)
45642552,21,32,18,49,c(13.13610484, 46.03485482)
45642656,12,8,48,44,c(13.19161038, 46.97044528)
45642688,23,14,15,70,c(13.20920368, 47.25821271)
45662196,5,30,28,42,c(12.98804239, 42.82680654)
45662602,43,34,8,58,c(13.18847735, 46.48395651)
45684700,9,7,59,34,c(15.26899215, 65.32462155)
45702592,12,10,47,43,c(13.23502598, 46.39243899)
45722612,22,5,70,25,c(13.27199429, 46.57156268)
45722614,17,13,33,54,c(13.27310089, 46.58955263)
45762596,43,9,34,57,c(13.31511922, 46.42604175)
45764738,3,10,48,42,c(15.50874234, 65.66108785)
45764748,4,7,45,48,c(15.52744743, 65.75110304)
45782694,29,11,29,60,c(13.39739192, 47.30654331)
45784742,4,6,58,35,c(15.55928053, 65.69565706)
45802088,16,11,29,60,c(13.10800963, 41.84703501)
45802206,11,21,47,32,c(13.1634238, 42.91184327)
45802574,51,13,32,55,c(13.35465272, 46.22651532)
45802578,32,32,17,52,c(13.3568997, 46.26250033)
45804726,12,6,39,54,c(15.57216531, 65.55020984)
45822588,41,14,21,65,c(13.38846851, 46.35164145)
45822886,17,9,61,30,c(13.56971658, 49.03021862)
45842658,11,7,50,43,c(13.45515561, 46.98036456)
45842740,43,28,16,56,c(13.50451974, 47.7175344)
45842920,15,11,53,35,c(13.61947412, 49.3347164)
45861662,17,6,67,27,c(12.995892, 37.99095987)
45862112,54,24,22,55,c(13.19125365, 42.06142645)
45862158,2,30,26,44,c(13.21324504, 42.47654386)
45862576,18,18,38,44,c(13.43342061, 46.24204157)
45862878,12,9,50,41,c(13.61907697, 48.95660484)
45882564,30,38,13,50,c(13.45237068, 46.13325572)
45882610,34,14,42,44,c(13.47913314, 46.54702765)
45882676,6,7,48,45,c(13.51848206, 47.1405132)
45902110,19,26,28,46,c(13.23841363, 42.04183523)
45902624,14,6,54,40,c(13.51347386, 46.67208777)
45922208,3,26,36,38,c(13.31084339, 42.92522069)
45922694,25,12,27,61,c(13.58221638, 47.30060871)
45923158,5,15,47,38,c(13.90199217, 51.46754086)
45962662,12,14,28,58,c(13.6150654, 47.01118125)
45962734,27,38,9,53,c(13.66035556, 47.65838088)
46021624,28,38,23,38,c(13.16071357, 37.64053072)
46022134,42,34,14,52,c(13.39482093, 42.25366115)
46022620,28,9,44,46,c(13.66750419, 46.63089403)
46022632,10,10,38,52,c(13.67497545, 46.73879624)
46022704,30,8,42,51,c(13.72063914, 47.38606036)
46024734,20,5,61,34,c(16.05940055, 65.60560199)
46042706,18,13,22,65,c(13.74837926, 47.40312874)
46044840,26,10,43,47,c(16.32957597, 66.55755398)
46062232,5,21,24,54,c(13.49445163, 43.13591329)
46062628,8,9,44,46,c(13.72468177, 46.70103584)
46081642,16,42,13,45,c(13.23580493, 37.80149623)
46082678,13,17,27,56,c(13.78295124, 47.14962803)
46102154,81,15,44,41,c(13.50181846, 42.43080106)
46102520,35,33,12,55,c(13.70927275, 45.72787631)
46103060,12,18,49,32,c(14.08239089, 50.5792987)
46122128,48,21,19,60,c(13.51234669, 42.19538671)
46122668,15,7,53,39,c(13.82901252, 47.05789194)
46122678,11,10,38,51,c(13.83559313, 47.14777814)
46122858,10,15,39,46,c(13.95920146, 48.76495352)
46142604,28,30,14,55,c(13.81356522, 46.4815812)
46142734,27,29,15,56,c(13.89956238, 47.65010797)
46164762,5,7,51,42,c(16.42025361, 65.84605941)
46182544,10,16,17,67,c(13.82695676, 45.94013037)
46182646,31,13,42,44,c(13.89316375, 46.85732008)
46202116,74,29,19,52,c(13.6023499, 42.08370133)
46202440,1,31,11,57,c(13.78767817, 45.00344896)
46202640,28,15,39,46,c(13.91533465, 46.80243622)
46202682,11,9,43,48,c(13.94357916, 47.17995188)
46222554,58,23,17,60,c(13.88486528, 46.02820767)
46222770,20,27,28,45,c(14.03122723, 47.96968629)
46242196,0,36,14,50,c(13.69455563, 42.80356297)
46242712,11,11,26,63,c(14.01701647, 47.44761372)
46262116,69,27,21,52,c(13.674544, 42.08108822)
46262642,28,16,43,41,c(13.99513148, 46.81753637)
46262660,17,8,52,40,c(14.00742325, 46.97932748)
46262786,7,18,19,63,c(14.09626199, 48.11142956)
46282726,24,10,45,45,c(14.0798686, 47.57143692)
46302152,52,21,18,61,c(13.74271535, 42.40408067)
46302542,42,18,18,64,c(13.98001032, 45.91647508)
46302682,18,7,48,45,c(14.07524146, 47.1750839)
46321622,46,27,26,46,c(13.49688828, 37.61057219)
46342650,27,14,36,51,c(14.10533046, 46.88551226)
46343340,3,9,72,19,c(14.67391966, 53.0777178)
46362660,18,9,45,46,c(14.13857867, 46.97438527)
46362688,12,7,46,47,c(14.15852243, 47.22600082)
46364808,12,9,36,55,c(16.9620099, 66.24215612)
46382502,28,28,11,62,c(14.05603727, 45.55280462)
46382686,11,7,54,40,c(14.18343475, 47.20701685)
46402522,21,14,48,39,c(14.09502878, 45.73171359)
46402652,22,7,40,53,c(14.18531001, 46.90046971)
46402674,25,13,46,42,c(14.20110096, 47.09817091)
46402688,13,13,35,53,c(14.21122967, 47.22396819)
46422690,16,9,46,45,c(14.23904299, 47.24091212)
46442642,18,9,43,48,c(14.23047478, 46.80855783)
46442684,18,7,53,40,c(14.26099676, 47.18597053)
46442692,10,7,49,44,c(14.26687474, 47.25784865)
46442702,9,8,47,45,c(14.27425151, 47.34769189)
46442710,13,5,56,38,c(14.28017647, 47.41956298)
46462636,18,8,47,45,c(14.25227846, 46.7536063)
46462726,26,9,41,50,c(14.31861299, 47.56224935)
46462834,25,10,57,33,c(14.40180412, 48.53211737)
46502082,83,20,28,51,c(13.94339543, 41.76335642)
46502658,20,17,32,52,c(14.32068033, 46.94922795)
46502720,16,6,55,38,c(14.36709679, 47.50624219)
46522674,18,15,24,61,c(14.35882195, 47.09193694)
46542526,37,15,23,62,c(14.27723436, 45.76060084)
46562110,70,27,19,53,c(14.03183892, 42.01312109)
46562646,14,16,23,62,c(14.39031807, 46.83823007)
46562692,11,8,55,37,c(14.42507064, 47.25151561)
46562722,15,15,36,50,c(14.44811846, 47.52099275)
46563276,4,5,79,17,c(14.93626153, 52.49097397)
46582098,30,37,12,51,c(14.04867533, 41.90389726)
46582152,4,40,8,52,c(14.08133203, 42.39095868)
46602676,18,5,60,34,c(14.46548297, 47.10562096)
46602700,12,10,41,49,c(14.48398337, 47.32121487)
46622044,27,26,16,58,c(14.06431789, 41.41466873)
46622648,20,21,25,54,c(14.47030854, 46.8529766)
46622668,13,15,32,53,c(14.48561227, 47.03266438)
46622720,23,10,24,66,c(14.52603893, 47.49975789)
46641574,25,39,24,37,c(13.83215626, 37.16134844)
46642626,18,13,45,42,c(14.47969435, 46.65421303)
46642712,13,12,25,63,c(14.54620905, 47.42680461)
46642736,21,16,25,59,c(14.56522667, 47.64234548)
46661588,33,57,9,35,c(13.86149354, 37.28742601)
46662682,15,9,46,46,c(14.54903322, 47.15623747)
46662920,11,9,53,38,c(14.74549783, 49.29280603)
46664834,16,7,56,38,c(17.68915747, 66.44710645)
46682546,38,21,14,65,c(14.47146139, 45.93301816)
46682698,16,5,57,38,c(14.58797894, 47.29884348)
46702080,10,19,23,58,c(14.181492, 41.73559398)
46702502,51,20,20,60,c(14.46467252, 45.53633103)
46702596,5,4,76,20,c(14.53487373, 46.38134572)
46702674,26,9,44,48,c(14.59533803, 47.08215585)
46703430,6,11,58,32,c(15.30918817, 53.86200461)
46722040,1,31,9,60,c(14.18087238, 41.37364047)
46722638,17,12,32,55,c(14.59328973, 46.75763449)
46722642,10,6,50,44,c(14.59641469, 46.79357148)
46723074,5,13,57,29,c(14.96926449, 50.67045395)
46762094,18,20,25,54,c(14.26203634, 41.85886464)
46762518,46,15,22,63,c(14.55321654, 45.67692522)
46762666,17,9,47,44,c(14.66775444, 47.00692296)
46762724,8,18,26,56,c(14.71470133, 47.52781882)
46782088,3,28,22,50,c(14.28221508, 41.80371807)
46782664,11,8,53,39,c(14.69238373, 46.98782248)
46782690,16,13,32,55,c(14.71337834, 47.22134535)
46801652,36,35,12,53,c(14.05185749, 37.86107736)
46802588,13,22,17,60,c(14.65826068, 46.30388672)
46802648,14,7,53,40,c(14.70573746, 46.84296037)
46802984,16,24,21,55,c(14.99640473, 49.85854898)
46803376,6,8,66,26,c(15.39893671, 53.3716589)
46805054,28,10,39,51,c(18.67289935, 68.40685039)
46842048,20,19,21,60,c(14.32859915, 41.43973712)
46842602,12,22,15,63,c(14.72113137, 46.42741325)
46842660,9,10,46,44,c(14.76779589, 46.94845087)
46842692,8,8,61,32,c(14.79405411, 47.23584343)
46842710,7,12,26,62,c(14.80898806, 47.39747867)
46862694,13,8,50,42,c(14.82206474, 47.25263588)
46882468,2,26,27,48,c(14.66846281, 45.22066291)
46882520,43,10,41,49,c(14.70832948, 45.68818828)
46882592,38,12,28,59,c(14.76501711, 46.33526492)
46882664,10,10,40,50,c(14.82350227, 46.98204967)
46922466,4,31,17,52,c(14.71769698, 45.20041222)
46922908,10,14,41,45,c(15.09093555, 49.16953738)
46942670,11,8,43,49,c(14.9071984, 47.0323917)
46942692,6,13,38,49,c(14.92578404, 47.2299427)
46942710,25,14,33,53,c(14.94112525, 47.39155674)
46942756,24,27,7,67,c(14.98089168, 47.80449646)
46943130,7,17,31,51,c(15.33716379, 51.15849307)
46962070,3,24,33,43,c(14.48583103, 41.63190651)
46962676,7,11,33,56,c(14.93852025, 47.08507624)
46963410,10,10,62,28,c(15.67911102, 53.66517896)
