"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","geometry"
28422262,"PT","PT1","PT11","PT11B",c(-7.939491123, 41.86729019)
28422316,"ES","ES1","ES11","ES113",c(-8.083344728, 42.33940147)
28422424,"ES","ES1","ES11","ES111",c(-8.380353098, 43.28205369)
28441714,"ES","ES6","ES61","ES615",c(-6.613326416, 37.05059283)
28441774,"ES","ES6","ES61","ES615",c(-6.743347982, 37.58107022)
28442146,"PT","PT1","PT11","PT11D",c(-7.617304245, 40.85554796)
28442182,"PT","PT1","PT11","PT11D",c(-7.708574104, 41.17111856)
28442408,"ES","ES1","ES11","ES111",c(-8.311575272, 43.14690911)
28442422,"ES","ES1","ES11","ES111",c(-8.350717522, 43.26900199)
28461956,"ES","ES4","ES43","ES431",c(-7.133149295, 39.19025863)
28462070,"PT","PT1","PT16","PT16J",c(-7.405762148, 40.19271441)
28462190,"PT","PT1","PT11","PT11D",c(-7.705738263, 41.24542589)
28462348,"ES","ES1","ES11","ES114",c(-8.122472454, 42.62757958)
28481804,"ES","ES6","ES61","ES615",c(-6.765053017, 37.85398572)
28481832,"ES","ES6","ES61","ES615",c(-6.827245095, 38.10119974)
28482206,"PT","PT1","PT11","PT11D",c(-7.723445629, 41.38981111)
28482290,"ES","ES1","ES11","ES113",c(-7.942907931, 42.12500151)
28482326,"ES","ES1","ES11","ES113",c(-8.039181389, 42.43969812)
28482350,"ES","ES1","ES11","ES114",c(-8.104121913, 42.64936731)
28482368,"ES","ES1","ES11","ES114",c(-8.153230881, 42.80655165)
28482386,"ES","ES1","ES11","ES111",c(-8.202689467, 42.96367802)
28482404,"ES","ES1","ES11","ES111",c(-8.252501044, 43.12074637)
28501736,"ES","ES6","ES61","ES615",c(-6.59463209, 37.25693209)
28502024,"PT","PT1","PT16","PT16H",c(-7.248743873, 39.79667943)
28502140,"PT","PT1","PT16","PT16G",c(-7.532788549, 40.81544716)
28502190,"PT","PT1","PT11","PT11D",c(-7.659150248, 41.25383347)
28502212,"PT","PT1","PT11","PT11B",c(-7.715523427, 41.44658272)
28502280,"ES","ES1","ES11","ES113",c(-7.892831414, 42.04180912)
28502334,"ES","ES1","ES11","ES113",c(-8.037016409, 42.51390269)
28521972,"ES","ES4","ES43","ES431",c(-7.102740715, 39.34326421)
28522026,"PT","PT1","PT16","PT16H",c(-7.230723305, 39.81835065)
28522106,"PT","PT1","PT16","PT16J",c(-7.425186888, 40.5212293)
28522236,"PT","PT1","PT11","PT11B",c(-7.754130756, 41.66098417)
28522268,"ES","ES1","ES11","ES113",c(-7.837662302, 41.94107921)
28541796,"ES","ES6","ES61","ES615",c(-6.680874124, 37.79515704)
28541964,"ES","ES4","ES43","ES431",c(-7.061361194, 39.27687788)
28542018,"PT","PT1","PT16","PT16H",c(-7.188806116, 39.75207571)
28542066,"PT","PT1","PT16","PT16J",c(-7.304286947, 40.17403883)
28542144,"PT","PT1","PT11","PT11D",c(-7.496487261, 40.85885734)
28542166,"PT","PT1","PT11","PT11D",c(-7.551740486, 41.05181635)
28542192,"PT","PT1","PT11","PT11D",c(-7.617644148, 41.27974826)
28542210,"PT","PT1","PT11","PT11B",c(-7.663657682, 41.43747713)
28542220,"PT","PT1","PT11","PT11B",c(-7.68935918, 41.52507947)
28542246,"PT","PT1","PT11","PT11B",c(-7.756650142, 41.75276262)
28542282,"ES","ES1","ES11","ES113",c(-7.850950023, 42.06781836)
28542300,"ES","ES1","ES11","ES113",c(-7.898597983, 42.22526001)
28542318,"ES","ES1","ES11","ES113",c(-7.94658216, 42.38264415)
28542382,"ES","ES1","ES11","ES111",c(-8.119963987, 42.94176579)
28542426,"ES","ES1","ES11","ES111",c(-8.241730232, 43.32573872)
28562034,"PT","PT1","PT16","PT16H",c(-7.204226345, 39.89685605)
28562254,"PT","PT1","PT11","PT11B",c(-7.753991213, 41.82702424)
28562290,"ES","ES1","ES11","ES113",c(-7.848472302, 42.14205449)
28562308,"ES","ES1","ES11","ES113",c(-7.896212439, 42.29948352)
28562376,"ES","ES1","ES11","ES111",c(-8.079635057, 42.8936967)
28562440,"ES","ES1","ES11","ES111",c(-8.256824219, 43.45220507)
28581744,"ES","ES6","ES61","ES615",c(-6.523714328, 37.34330231)
28582198,"PT","PT1","PT11","PT11D",c(-7.586287699, 41.34070601)
28582414,"ES","ES1","ES11","ES111",c(-8.160282865, 43.22973941)
28601668,"ES","ES6","ES61","ES612",c(-6.340807857, 36.67438127)
28601988,"ES","ES4","ES43","ES432",c(-7.049549781, 39.50027792)
28602150,"PT","PT1","PT11","PT11D",c(-7.441954018, 40.92394705)
28602222,"PT","PT1","PT11","PT11B",c(-7.624298224, 41.55520217)
28602240,"PT","PT1","PT11","PT11B",c(-7.670681309, 41.71287308)
28602250,"PT","PT1","PT11","PT11B",c(-7.696589842, 41.80044333)
28602258,"PT","PT1","PT11","PT11B",c(-7.717389199, 41.87048683)
28602334,"ES","ES1","ES11","ES113",c(-7.918251953, 42.53533642)
28602366,"ES","ES1","ES11","ES114",c(-8.004631809, 42.81496758)
28621768,"ES","ES6","ES61","ES615",c(-6.531285893, 37.56334644)
28621900,"ES","ES4","ES43","ES431",c(-6.82374795, 38.72895988)
28622128,"PT","PT1","PT16","PT16J",c(-7.364110987, 40.73500756)
28622164,"PT","PT1","PT11","PT11D",c(-7.453782574, 41.05091337)
28622188,"PT","PT1","PT11","PT11D",c(-7.514255471, 41.26139044)
28622242,"PT","PT1","PT11","PT11B",c(-7.652383136, 41.73459301)
28622326,"ES","ES1","ES11","ES113",c(-7.873089943, 42.46966459)
28641812,"ES","ES6","ES61","ES615",c(-6.604965189, 37.95615197)
28642024,"PT","PT1","PT16","PT16H",c(-7.089041269, 39.8251605)
28642160,"PT","PT1","PT11","PT11D",c(-7.420534293, 41.01996652)
28642168,"PT","PT1","PT11","PT11D",c(-7.440574931, 41.09014788)
28642186,"PT","PT1","PT11","PT11D",c(-7.485892281, 41.24801479)
28642190,"PT","PT1","PT11","PT11D",c(-7.496005502, 41.28308859)
28642240,"PT","PT1","PT11","PT11B",c(-7.62374721, 41.72127372)
28642250,"PT","PT1","PT11","PT11B",c(-7.649593597, 41.80885799)
28642352,"ES","ES1","ES11","ES114",c(-7.919064369, 42.70121206)
28642366,"ES","ES1","ES11","ES112",c(-7.95689899, 42.82354891)
28661678,"ES","ES6","ES61","ES612",c(-6.296082763, 36.77450182)
28661894,"ES","ES4","ES43","ES431",c(-6.765229741, 38.68398208)
28662074,"PT","PT1","PT16","PT16H",c(-7.185955982, 40.26888581)
28662146,"PT","PT1","PT16","PT16J",c(-7.362426783, 40.90124972)
28662242,"PT","PT1","PT11","PT11B",c(-7.605430977, 41.74298548)
28662272,"ES","ES1","ES11","ES113",c(-7.683239196, 42.00569604)
28662332,"ES","ES1","ES11","ES112",c(-7.841613898, 42.53064264)
28681916,"ES","ES4","ES43","ES431",c(-6.792622865, 38.88197385)
28681964,"ES","ES4","ES43","ES431",c(-6.902822627, 39.30501723)
28682136,"PT","PT1","PT16","PT16J",c(-7.314469231, 40.81759138)
28682284,"ES","ES1","ES11","ES113",c(-7.691005962, 42.11495355)
28682298,"ES","ES1","ES11","ES113",c(-7.727756212, 42.23747813)
28682348,"ES","ES1","ES11","ES112",c(-7.860664122, 42.67478499)
28682428,"ES","ES1","ES11","ES111",c(-8.07884154, 43.37356118)
28702278,"ES","ES1","ES11","ES113",c(-7.651721458, 42.06664027)
28721676,"ES","ES6","ES61","ES612",c(-6.226268618, 36.76826601)
28721752,"ES","ES6","ES61","ES615",c(-6.386409578, 37.44122982)
28721896,"ES","ES4","ES43","ES431",c(-6.702347735, 38.71349386)
28721932,"ES","ES4","ES43","ES431",c(-6.783998842, 39.03098603)
28721946,"ES","ES4","ES43","ES431",c(-6.816049274, 39.1543935)
28722000,"ES","ES4","ES43","ES432",c(-6.941258418, 39.63007069)
28722138,"PT","PT1","PT16","PT16J",c(-7.273082493, 40.84336641)
28722166,"PT","PT1","PT11","PT11D",c(-7.342565209, 41.08913568)
28722202,"PT","PT1","PT11","PT11D",c(-7.433006097, 41.4049234)
28722216,"PT","PT1","PT11","PT11B",c(-7.468518101, 41.52766857)
28722300,"ES","ES1","ES11","ES113",c(-7.685689173, 42.26342012)
28722310,"ES","ES1","ES11","ES113",c(-7.712019833, 42.3509274)
28741666,"ES","ES6","ES61","ES612",c(-6.183666264, 36.68345301)
28741750,"ES","ES6","ES61","ES615",c(-6.360060897, 37.42739331)
28742016,"ES","ES4","ES43","ES432",c(-6.956036513, 39.77493474)
28742034,"PT","PT1","PT16","PT16H",c(-6.998544636, 39.93334093)
28742116,"PT","PT1","PT16","PT16J",c(-7.195904483, 40.65425184)
28742142,"PT","PT1","PT16","PT16J",c(-7.259780329, 40.88258801)
28742214,"PT","PT1","PT11","PT11B",c(-7.440031191, 41.5142878)
28742296,"ES","ES1","ES11","ES113",c(-7.651527299, 42.23262181)
28742340,"ES","ES1","ES11","ES112",c(-7.767835052, 42.61758521)
28742344,"ES","ES1","ES11","ES112",c(-7.778508469, 42.65256509)
28742394,"ES","ES1","ES11","ES112",c(-7.913356849, 43.08957739)
28742448,"ES","ES1","ES11","ES111",c(-8.062026983, 43.56105831)
28761726,"ES","ES6","ES61","ES618",c(-6.287094239, 37.21880884)
28761906,"ES","ES4","ES43","ES431",c(-6.679916707, 38.80960861)
28762036,"PT","PT1","PT16","PT16H",c(-6.980413823, 39.95496662)
28762162,"PT","PT1","PT11","PT11D",c(-7.286104566, 41.06226224)
28762194,"PT","PT1","PT11","PT11D",c(-7.366115775, 41.34303938)
28762198,"PT","PT1","PT11","PT11D",c(-7.37618672, 41.37812398)
28762288,"ES","ES1","ES11","ES113",c(-7.606958963, 42.1667904)
28762374,"ES","ES1","ES11","ES112",c(-7.835185497, 42.91908519)
28781620,"ES","ES6","ES61","ES612",c(-6.045834574, 36.28307763)
28781686,"ES","ES6","ES61","ES612",c(-6.181351037, 36.86832789)
28782006,"ES","ES4","ES43","ES432",c(-6.886972689, 39.69492019)
28782100,"PT","PT1","PT16","PT16J",c(-7.110788386, 40.52181333)
28782118,"PT","PT1","PT16","PT16J",c(-7.154566217, 40.67997882)
28782132,"PT","PT1","PT16","PT16J",c(-7.188824358, 40.80295743)
28782172,"PT","PT1","PT11","PT11D",c(-7.287723511, 41.15413688)
28782204,"PT","PT1","PT11","PT11E",c(-7.367945628, 41.43488001)
28782280,"ES","ES1","ES11","ES113",c(-7.562503624, 42.100931)
28782298,"ES","ES1","ES11","ES113",c(-7.609432384, 42.2585327)
28782334,"ES","ES1","ES11","ES112",c(-7.704288061, 42.57356682)
28782352,"ES","ES1","ES11","ES112",c(-7.752221358, 42.73099918)
28782384,"ES","ES1","ES11","ES112",c(-7.838280925, 43.01073938)
28782402,"ES","ES1","ES11","ES112",c(-7.887170432, 43.16801467)
28801616,"ES","ES6","ES61","ES612",c(-6.015987689, 36.25135201)
28801634,"ES","ES6","ES61","ES612",c(-6.052527908, 36.41106634)
28802056,"ES","ES4","ES43","ES432",c(-6.982095487, 40.13897956)
28802092,"PT","PT1","PT16","PT16J",c(-7.068386658, 40.45555349)
28802368,"ES","ES1","ES11","ES112",c(-7.771216499, 42.87513622)
28802416,"ES","ES1","ES11","ES112",c(-7.901381561, 43.29458066)
28821646,"ES","ES6","ES61","ES612",c(-6.055204922, 36.52129088)
28821992,"ES","ES4","ES43","ES432",c(-6.808811671, 39.5796084)
28822078,"PT","PT1","PT16","PT16J",c(-7.011686302, 40.33650777)
28822118,"PT","PT1","PT16","PT16J",c(-7.108326512, 40.68811571)
28822226,"PT","PT1","PT11","PT11B",c(-7.376778635, 41.63607008)
28822420,"ES","ES1","ES11","ES112",c(-7.888268426, 43.33379345)
28822438,"ES","ES1","ES11","ES111",c(-7.937742733, 43.49098228)
28822448,"ES","ES1","ES11","ES111",c(-7.965382362, 43.57828497)
28822460,"ES","ES1","ES11","ES111",c(-7.998696078, 43.68302514)
28841702,"ES","ES6","ES61","ES618",c(-6.148815187, 37.02152485)
28842188,"PT","PT1","PT11","PT11E",c(-7.257711759, 41.30686838)
28842200,"PT","PT1","PT11","PT11E",c(-7.287754038, 41.41215899)
28842290,"ES","ES1","ES11","ES113",c(-7.517581542, 42.20104377)
28842314,"ES","ES1","ES11","ES112",c(-7.580243026, 42.41117609)
28842386,"ES","ES1","ES11","ES112",c(-7.771814422, 43.04097366)
28861884,"ES","ES4","ES43","ES431",c(-6.518251844, 38.63507557)
28862140,"PT","PT1","PT16","PT16J",c(-7.115728921, 40.88952602)
28862248,"PT","PT1","PT11","PT11B",c(-7.385803515, 41.8372148)
28862294,"ES","ES1","ES11","ES113",c(-7.504314867, 42.2402476)
28882080,"PT","PT1","PT16","PT16J",c(-6.947443508, 40.3661851)
28882296,"ES","ES1","ES11","ES113",c(-7.485837328, 42.26193318)
28882332,"ES","ES1","ES11","ES112",c(-7.580042734, 42.57710793)
28882422,"ES","ES1","ES11","ES112",c(-7.821491718, 43.36406399)
28901658,"ES","ES6","ES61","ES612",c(-5.992368545, 36.64281418)
28901850,"ES","ES4","ES43","ES431",c(-6.398400661, 38.34255565)
28901914,"ES","ES4","ES43","ES431",c(-6.540253076, 38.9076952)
28902018,"ES","ES4","ES43","ES432",c(-6.778119257, 39.82452511)
28902084,"PT","PT1","PT16","PT16J",c(-6.933982987, 40.40538675)
28902094,"PT","PT1","PT16","PT16J",c(-6.957941428, 40.49333039)
28902148,"PT","PT1","PT16","PT16J",c(-7.088910136, 40.96792769)
28902174,"PT","PT1","PT11","PT11D",c(-7.152942799, 41.19625808)
28902202,"PT","PT1","PT11","PT11E",c(-7.222622029, 41.44202201)
28902396,"ES","ES1","ES11","ES112",c(-7.726847656, 43.14110222)
28921674,"ES","ES6","ES61","ES612",c(-6.003230649, 36.78847971)
28921678,"ES","ES6","ES61","ES612",c(-6.011439937, 36.82394847)
28921702,"ES","ES6","ES61","ES618",c(-6.060947078, 37.03670128)
28921890,"ES","ES4","ES43","ES431",c(-6.464186566, 38.69974729)
28921962,"ES","ES4","ES43","ES432",c(-6.626206372, 39.33502044)
28922052,"ES","ES4","ES43","ES432",c(-6.834987103, 40.12784697)
28922062,"ES","ES4","ES43","ES432",c(-6.85862645, 40.21585232)
28922200,"PT","PT1","PT11","PT11E",c(-7.194236448, 41.42856531)
28922268,"ES","ES1","ES11","ES113",c(-7.366290708, 42.02492812)
28922404,"ES","ES1","ES11","ES112",c(-7.724443416, 43.21526513)
28941636,"ES","ES6","ES61","ES612",c(-5.90403163, 36.45512909)
28941672,"ES","ES6","ES61","ES612",c(-5.977236243, 36.77450891)
28941694,"ES","ES6","ES61","ES618",c(-6.022445377, 36.96957192)
28941730,"ES","ES6","ES61","ES618",c(-6.097209413, 37.28858078)
28941888,"ES","ES4","ES43","ES431",c(-6.437274992, 38.68597704)
28942306,"ES","ES1","ES11","ES113",c(-7.440723215, 42.36200421)
28942378,"ES","ES1","ES11","ES112",c(-7.630526801, 42.99215988)
28961740,"ES","ES6","ES61","ES618",c(-6.096078098, 37.38095128)
28961916,"ES","ES4","ES43","ES431",c(-6.477087825, 38.93706228)
28961938,"ES","ES4","ES43","ES431",c(-6.526486796, 39.13119642)
28962042,"ES","ES4","ES43","ES432",c(-6.765611529, 40.0477875)
28962222,"PT","PT1","PT11","PT11E",c(-7.2024936, 41.62979351)
28962240,"PT","PT1","PT11","PT11B",c(-7.247870435, 41.78768818)
28962348,"ES","ES1","ES11","ES112",c(-7.526929234, 42.73388883)
28962388,"ES","ES1","ES11","ES112",c(-7.633329548, 43.0838252)
28962406,"ES","ES1","ES11","ES112",c(-7.68176274, 43.24120678)
28962438,"ES","ES1","ES11","ES111",c(-7.768727579, 43.52085848)
28981598,"ES","ES6","ES61","ES612",c(-5.78437054, 36.12518816)
28981732,"ES","ES6","ES61","ES618",c(-6.057283997, 37.31387783)
28982012,"ES","ES4","ES43","ES432",c(-6.672839732, 39.78753259)
28982044,"ES","ES4","ES43","ES432",c(-6.747380246, 40.06937079)
29001674,"ES","ES6","ES61","ES612",c(-5.915621028, 36.80351219)
29001728,"ES","ES6","ES61","ES618",c(-6.026896833, 37.2822212)
29001862,"ES","ES4","ES43","ES431",c(-6.312725995, 38.46791574)
29001908,"ES","ES4","ES43","ES431",c(-6.414156402, 38.87422328)
29002312,"ES","ES1","ES11","ES113",c(-7.385102902, 42.42701396)
29002366,"ES","ES1","ES11","ES112",c(-7.52675981, 42.8997741)
29002376,"ES","ES1","ES11","ES112",c(-7.553325605, 42.98726747)
29002384,"ES","ES1","ES11","ES112",c(-7.57465414, 43.05724983)
29002402,"ES","ES1","ES11","ES112",c(-7.622891612, 43.21467001)
29002406,"ES","ES1","ES11","ES112",c(-7.633657985, 43.24964473)
29021648,"ES","ES6","ES61","ES612",c(-5.840977587, 36.57656968)
29021660,"ES","ES6","ES61","ES612",c(-5.865255503, 36.68305592)
29021666,"ES","ES6","ES61","ES612",c(-5.877434135, 36.73628946)
29022110,"PT","PT1","PT16","PT16J",c(-6.857765868, 40.65812421)
29022146,"PT","PT1","PT16","PT16J",c(-6.944660675, 40.97462072)
29022398,"ES","ES1","ES11","ES112",c(-7.588111904, 43.18389723)
29022422,"ES","ES1","ES11","ES112",c(-7.65278511, 43.39373837)
29041604,"ES","ES6","ES61","ES612",c(-5.73112493, 36.18960337)
29041690,"ES","ES6","ES61","ES618",c(-5.904463924, 36.95290901)
29041708,"ES","ES6","ES61","ES618",c(-5.941434124, 37.11250501)
29041862,"ES","ES4","ES43","ES431",c(-6.267904048, 38.47561594)
29041870,"ES","ES4","ES43","ES431",c(-6.285375606, 38.54631399)
29041888,"ES","ES4","ES43","ES431",c(-6.324876952, 38.70534404)
29041898,"ES","ES4","ES43","ES431",c(-6.346936692, 38.79366983)
29042132,"PT","PT1","PT16","PT16J",c(-6.887533901, 40.85558051)
29042158,"PT","PT1","PT11","PT11D",c(-6.950622623, 41.08410286)
29042168,"PT","PT1","PT11","PT11D",c(-6.975055937, 41.17196535)
29042294,"ES","ES1","ES11","ES113",c(-7.291161025, 42.27757179)
29042302,"ES","ES1","ES11","ES113",c(-7.311760102, 42.34767765)
29042356,"ES","ES1","ES11","ES112",c(-7.452511062, 42.82060669)
29042420,"ES","ES1","ES11","ES112",c(-7.623265414, 43.38047049)
29042438,"ES","ES1","ES11","ES112",c(-7.672078769, 43.53780598)
29061990,"ES","ES4","ES43","ES432",c(-6.531026492, 39.60937688)
29062002,"ES","ES4","ES43","ES432",c(-6.558504854, 39.71516222)
29062134,"PT","PT1","PT16","PT16J",c(-6.869164101, 40.87717456)
29062458,"ES","ES1","ES11","ES112",c(-7.70249205, 43.71679564)
29081716,"ES","ES6","ES61","ES618",c(-5.913899227, 37.19093008)
29081976,"ES","ES4","ES43","ES432",c(-6.476387604, 39.48983509)
29082210,"PT","PT1","PT11","PT11E",c(-7.031841889, 41.54891968)
29082220,"PT","PT1","PT11","PT11E",c(-7.056708756, 41.636707)
29082238,"PT","PT1","PT11","PT11E",c(-7.101713074, 41.79468135)
29082270,"ES","ES1","ES11","ES113",c(-7.182503372, 42.0753887)
29082288,"ES","ES1","ES11","ES113",c(-7.228393409, 42.23321012)
29082342,"ES","ES1","ES11","ES112",c(-7.368023646, 42.70634398)
29082382,"ES","ES1","ES11","ES112",c(-7.473387089, 43.05649378)
29082418,"ES","ES1","ES11","ES112",c(-7.569654223, 43.37139568)
29101954,"ES","ES4","ES43","ES432",c(-6.403980721, 39.29965161)
29102034,"ES","ES4","ES43","ES432",c(-6.586578765, 40.00501396)
29102206,"PT","PT1","PT11","PT11E",c(-6.998495697, 41.51784815)
29102286,"ES","ES1","ES11","ES113",c(-7.199600359, 42.21977986)
29102326,"ES","ES1","ES11","ES112",c(-7.302535454, 42.57033853)
29122050,"ES","ES4","ES43","ES432",c(-6.600808125, 40.1498963)
29122076,"ES","ES4","ES41","ES415",c(-6.661643553, 40.37884915)
29122112,"ES","ES4","ES41","ES415",c(-6.74687852, 40.69567099)
29122266,"ES","ES1","ES11","ES113",c(-7.125117392, 42.04848211)
29122288,"ES","ES1","ES11","ES113",c(-7.181021443, 42.24141281)
29122342,"ES","ES1","ES11","ES112",c(-7.3203035, 42.71462237)
29122396,"ES","ES1","ES11","ES112",c(-7.462585722, 43.18733759)
29122450,"ES","ES1","ES11","ES112",c(-7.607956372, 43.65955772)
29141956,"ES","ES4","ES43","ES432",c(-6.363106919, 39.32505941)
29142064,"ES","ES4","ES41","ES415",c(-6.610489806, 40.27713752)
29142088,"ES","ES4","ES41","ES415",c(-6.66685274, 40.48844081)
29142114,"ES","ES4","ES41","ES415",c(-6.728497886, 40.71724237)
29142340,"ES","ES1","ES11","ES112",c(-7.291233993, 42.70123429)
29142438,"ES","ES1","ES11","ES112",c(-7.551197859, 43.55886276)
29161684,"ES","ES6","ES61","ES612",c(-5.760540073, 36.92206541)
29161738,"ES","ES6","ES61","ES618",c(-5.871087707, 37.40091942)
29161918,"ES","ES4","ES43","ES431",c(-6.255847438, 38.99344449)
29162146,"ES","ES4","ES41","ES415",c(-6.781966353, 41.00267893)
29162260,"ES","ES1","ES11","ES113",c(-7.062748973, 42.0039924)
29162278,"ES","ES1","ES11","ES113",c(-7.108231422, 42.1618939)
29181638,"ES","ES6","ES61","ES612",c(-5.646238452, 36.51743459)
29181758,"ES","ES6","ES61","ES618",c(-5.890443596, 37.58189481)
29181908,"ES","ES4","ES43","ES431",c(-6.211235434, 38.9089554)
29182100,"ES","ES4","ES41","ES415",c(-6.649004014, 40.60197479)
29182186,"PT","PT1","PT11","PT11E",c(-6.855703558, 41.35827993)
29182286,"ES","ES1","ES11","ES113",c(-7.104859374, 42.23613532)
29182322,"ES","ES1","ES11","ES112",c(-7.196965045, 42.55175059)
29182358,"ES","ES1","ES11","ES112",c(-7.290385551, 42.86714733)
29201666,"ES","ES6","ES61","ES612",c(-5.68036453, 36.76972938)
29201738,"ES","ES6","ES61","ES618",c(-5.826902789, 37.40839424)
29202138,"ES","ES4","ES41","ES415",c(-6.716263901, 40.94028611)
29202218,"PT","PT1","PT11","PT11E",c(-6.910904605, 41.64340585)
29202350,"ES","ES1","ES11","ES112",c(-7.245611181, 42.80119771)
29221700,"ES","ES6","ES61","ES618",c(-5.727088615, 37.07514259)
29221704,"ES","ES6","ES61","ES618",c(-5.735218825, 37.11062615)
29221852,"ES","ES4","ES43","ES431",c(-6.044577545, 38.4215674)
29221982,"ES","ES4","ES43","ES432",c(-6.330673333, 39.56996583)
29222168,"PT","PT1","PT11","PT11D",c(-6.765225705, 41.20807248)
29222204,"PT","PT1","PT11","PT11E",c(-6.852970121, 41.52445163)
29222266,"ES","ES4","ES41","ES419",c(-7.006988671, 42.0688161)
29222276,"ES","ES1","ES11","ES113",c(-7.03218093, 42.15655632)
29222392,"ES","ES1","ES11","ES112",c(-7.331767882, 43.17311481)
29242332,"ES","ES1","ES11","ES112",c(-7.151251635, 42.65168689)
29242340,"ES","ES1","ES11","ES112",c(-7.171900615, 42.7217973)
29242344,"ES","ES1","ES11","ES112",c(-7.182249589, 42.75684848)
29261662,"ES","ES6","ES61","ES612",c(-5.606641389, 36.74526991)
29261670,"ES","ES6","ES61","ES612",c(-5.622648575, 36.81629604)
29261730,"ES","ES6","ES61","ES618",c(-5.744200879, 37.34863645)
29261832,"ES","ES4","ES43","ES431",c(-5.957074641, 38.25218456)
29262144,"ES","ES4","ES41","ES415",c(-6.660892231, 41.00496435)
29262270,"ES","ES4","ES41","ES419",c(-6.969757339, 42.1120145)
29262306,"ES","ES1","ES11","ES113",c(-7.06082529, 42.427826)
29262336,"ES","ES1","ES11","ES112",c(-7.137705641, 42.69083645)
29262342,"ES","ES1","ES11","ES112",c(-7.153191141, 42.74342044)
29281750,"ES","ES6","ES61","ES618",c(-5.763180488, 37.52966525)
29281840,"ES","ES4","ES43","ES431",c(-5.951734048, 38.32674739)
29281846,"ES","ES4","ES43","ES431",c(-5.96452855, 38.37983676)
29282026,"ES","ES4","ES43","ES432",c(-6.36200049, 39.96966888)
29282088,"ES","ES4","ES41","ES415",c(-6.505275509, 40.51600911)
29282160,"ES","ES4","ES41","ES415",c(-6.675975109, 41.14965817)
29282182,"PT","PT1","PT11","PT11E",c(-6.729083303, 41.34309981)
29282340,"ES","ES1","ES11","ES112",c(-7.12414695, 42.72998333)
29301690,"ES","ES6","ES61","ES618",c(-5.61891898, 37.00118306)
29301726,"ES","ES6","ES61","ES618",c(-5.691872663, 37.32057666)
29302094,"ES","ES4","ES41","ES415",c(-6.49621084, 40.57276698)
29302234,"PT","PT1","PT11","PT11E",c(-6.832883439, 41.80401539)
29302338,"ES","ES1","ES11","ES112",c(-7.095117011, 42.71653714)
29321682,"ES","ES6","ES61","ES618",c(-5.580878747, 36.93384941)
29321686,"ES","ES6","ES61","ES618",c(-5.588903542, 36.96935643)
29322088,"ES","ES4","ES41","ES415",c(-6.459088111, 40.52383718)
29322114,"ES","ES4","ES41","ES415",c(-6.520030077, 40.75278835)
29322312,"ES","ES1","ES11","ES113",c(-7.00475849, 42.49263551)
29322340,"ES","ES1","ES11","ES112",c(-7.076381715, 42.73814694)
29322406,"ES","ES1","ES11","ES112",c(-7.248382244, 43.31633524)
29322442,"ES","ES1","ES11","ES112",c(-7.344123942, 43.63140426)
