"POINTID_2015","POINTID_2018","SURVEY_DATE","Revisited_point","Elevation","Coarse","Clay","Sand","Silt","pH_CaCl2_2015","pH_CaCl2_2018","pH_H20","pH_H2O","EC_2015","EC_2018","OC_2015","OC_2018","OC..20.30.cm.","CaCO3_2015","CaCO3_2018","CaCO3..20.30.cm.","P_2015","P_2018","N_2015","N_2018","K_2015","K_2018","LC_2015","LC_2018","LU_2015","LU_2018","NUTS_0_2015","NUTS_0_2018","NUTS_1_2015","NUTS_1_2018","NUTS_2_2015","NUTS_2_2018","NUTS_3_2015","NUTS_3_2018","Soil_Stones","Depth","Ox_Al","Ox_Fe","Elev","TH_LAT","TH_LONG"
29042168,29042168,"18-08-18","No",339,NA,NA,NA,NA,3.7,4,4.37,4.45,8.85,4.42,95.4,"91.6","",0,NA,NA,33.2,"16.1",7.8,"6.4",39.9,"48.7","D10","D10","U120","U120","PT","PT","PT1","PT1","PT11","PT11","PT11D","PT11D",2,"0-10 cm",NA,NA,929,41.17196535,-6.975055937
29042294,29042294,"16-07-18","No",860,11,11,41,48,3.5,3.5,4,4.24,7.78,9.8,109.2,"134.5","",0,"1",NA,18.2,"18",6.8,"7.8",49.4,"89.4","C22","C22","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",2,"0-20 cm",NA,NA,1557,42.27757179,-7.291161025
29042302,29042302,"16-07-18","No",711,NA,NA,NA,NA,4,3.7,4.6,4.75,5.15,4.06,47.5,"46.2","",0,NA,NA,13.4,"16.2",4.6,"4.3",76.3,"94.3","D10","E10","U420","U111","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",2,"0-20 cm",NA,NA,922,42.34767765,-7.311760102
29042356,29042356,"03-05-18","No",646,NA,NA,NA,NA,3.9,3.7,4.12,3.99,35,32,47,"58.1","",1,NA,NA,53.5,"32.2",3.5,"4",134.4,"154.3","C10","C10","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",2,"0-20 cm",NA,NA,582,42.82060669,-7.452511062
29042420,29042420,"06-08-18","No",1038,NA,NA,NA,NA,4.2,4,4.88,4.47,5.79,10.47,31.4,"34.8","",0,"1",NA,87.1,"82.7",3,"3.2",96.1,"108.5","D20","D20","U410","U420","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",2,"0-20 cm",NA,NA,570,43.38047049,-7.623265414
29042438,29042438,"16-06-18","No",491,NA,NA,NA,NA,3.8,3.6,4.74,3.98,25.4,24.3,101.5,"81.8","",1,NA,NA,25.1,"14.4",6.7,"5.6",132.1,"60.3","C22","C22","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",4,"0-20 cm",NA,NA,541,43.53780598,-7.672078769
29061990,29061990,"21-05-18","No",213,NA,NA,NA,NA,4.7,6.5,5.27,6.68,5.76,69.1,11.4,"14","",0,"2",NA,14.5,"14.6",1.2,"1.5",85,"117.1","E20","E20","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",1,"0-10 cm",NA,NA,457,39.60937688,-6.531026492
29062002,29062002,"16-05-18","No",302,28,10,48,42,5.7,6.1,6.02,6.71,6.27,8.09,16,"20.7","",0,NA,NA,29.5,"30",1.8,"2.3",156.2,"371","E10","E20","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",3,"0-20 cm",NA,NA,402,39.71516222,-6.558504854
29062134,29062134,"13-06-18","No",492,NA,NA,NA,NA,4.7,4.4,5.13,5.03,2.8,7.11,6.7,"10.6","",0,NA,NA,7.2,"< LOD",0.9,"1.3",50.6,"52.3","E30","E30","U112","U112","PT","PT","PT1","PT1","PT16","PT16","PT16J","PT16J",1,"0-20 cm",NA,NA,715,40.87717456,-6.869164101
29062458,29062458,"17-06-18","No",698,NA,NA,NA,NA,4.2,3.8,5.17,4.54,18.29,15.04,71,"125.1","",3,"1",NA,13.6,"< LOD",4.7,"6.7",91.1,"96.4","C10","C10","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES111","ES112",1,"0-20 cm",NA,NA,122,43.71679564,-7.70249205
29081716,29081716,"19-06-18","No",596,NA,NA,NA,NA,7.8,7.7,8.35,8.14,34.5,29.9,3.8,"9.5","",13,"103",NA,54.5,"60.1",0.6,"1.1",192.7,"503.9","B34","B34","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",1,"0-20 cm",NA,NA,72,37.19093008,-5.913899227
29081976,29081976,"25-04-18","No",555,NA,NA,NA,NA,4.4,4.6,5.81,4.87,10.43,8.09,3.7,"3.7","",1,NA,NA,7.5,"< LOD",0.4,"0.5",27.6,"48.1","E20","E20","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",1,"0-20 cm",NA,NA,432,39.48983509,-6.476387604
29082210,29082210,"09-08-18","No",110,NA,NA,NA,NA,5.2,5.1,5.74,5.85,6.91,9.58,21.3,"19.6","",0,"1",NA,8.4,"< LOD",2,"1.8",166.4,"161.6","C10","C10","U120","U120","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",1,"0-20 cm",NA,NA,611,41.54891968,-7.031841889
29082220,29082220,"17-08-18","No",336,NA,NA,NA,NA,5.6,5.4,6.01,6.1,7.21,4.87,14.9,"13.1","5.7",0,NA,NA,14.5,"20.3",1.7,"1.3",288.4,"187.1","E10","E30","U111","U112","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",2,"0-20 cm",NA,NA,405,41.636707,-7.056708756
29082238,29082238,"17-08-18","No",270,NA,NA,NA,NA,4.2,4.3,4.92,5.4,2.17,3.13,8.2,"18.6","",0,NA,NA,5,"< LOD",0.9,"1.5",72,"123.4","D10","D10","U120","U120","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",1,"0-20 cm",NA,NA,733,41.79468135,-7.101713074
29082270,29082270,"13-07-18","No",651,39,10,40,50,3.6,3.8,4.27,5.01,4.32,8.55,83.4,"47.7","",1,"3",NA,12.6,"12.1",4.7,"3.6",65.2,"117.8","D20","D20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",2,"0-20 cm",NA,NA,1123,42.0753887,-7.182503372
29082288,29082288,"16-07-18","No",1085,24,6,63,31,4.5,4.2,5.02,5,4.24,6.29,36.9,"89.9","",0,NA,NA,15,"25.8",2.2,"4.4",49.4,"101.3","D20","D20","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",1,"0-20 cm",NA,NA,1222,42.23321012,-7.228393409
29082342,29082342,"25-04-18","No",325,NA,NA,NA,NA,4.3,4.5,4.56,5.06,34.8,29.4,39.5,"59.4","",0,NA,NA,20.2,"< LOD",3.9,"5.6",106,"157.7","D10","C10","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",4,"0-20 cm",NA,NA,731,42.70634398,-7.368023646
29082382,29082382,"29-05-18","No",1332,NA,NA,NA,NA,4.5,4,5.15,4.54,9.87,13.81,58.6,"50.7","",1,NA,NA,10.9,"< LOD",3.6,"3",103,"152.6","C10","C10","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",2,"0-20 cm",NA,NA,599,43.05649378,-7.473387089
29082418,29082418,"27-05-18","No",519,NA,NA,NA,NA,4.5,4.3,5.02,4.6,26.8,29.5,50.5,"83","",1,"1",NA,79.2,"119.7",4.9,"7.4",63.8,"180.7","E20","E20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",2,"0-20 cm",NA,NA,691,43.37139568,-7.569654223
29101954,29101954,"11-07-18","No",791,NA,NA,NA,NA,4.7,5.4,5.14,6.19,11.6,8.87,10.1,"21.2","",0,NA,NA,0,"< LOD",1.5,"2.5",110.9,"247","E20","E20","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",1,"0-20 cm",NA,NA,426,39.29965161,-6.403980721
29102034,29102034,"19-06-18","No",1204,29,19,27,54,4.4,6.3,4.69,6.46,13.84,9.09,13.5,"14.2","",0,"2",NA,9.2,"57.9",1.7,"1.7",70.9,"118.6","B55","B55","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",1,"0-20 cm",NA,NA,332,40.00501396,-6.586578765
29102206,29102206,"09-08-18","No",1134,NA,NA,NA,NA,5.9,5.8,6.24,6.42,9.44,4.01,6.6,"5","2.8",0,NA,NA,33.6,"24.3",0.8,"0.6",56.4,"39.5","B81","B81","U111","U111","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",1,"0-20 cm",0.5,0.4,619,41.51784815,-6.998495697
29102286,29102286,"16-07-18","No",1312,9,12,26,62,4.7,4.1,5.06,4.55,18.49,72.87,73.8,"85.4","",1,NA,NA,33.9,"35.5",7.6,"8.4",195.5,"274.8","E20","E20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",2,"0-20 cm",NA,NA,1095,42.21977986,-7.199600359
29102326,29102326,"02-08-18","No",1418,NA,NA,NA,NA,3.7,3.6,4.27,4.16,7.98,8.64,73,"66.1","",0,NA,NA,13,"< LOD",3.9,"3.5",48.2,"38.9","C22","C22","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,829,42.57033853,-7.302535454
29122050,29122050,"17-06-18","No",1310,15,11,59,30,4.1,4.8,4.71,5.75,3.36,3.95,8.3,"11.2","",0,"1",NA,5.2,"< LOD",0.9,"1.1",30,"52.6","C10","C10","U120","U120","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",3,"0-20 cm",NA,NA,404,40.1498963,-6.600808125
29122076,29122076,"27-06-18","No",1108,NA,NA,NA,NA,4.2,4.8,5.11,5.65,6.21,5.98,17.4,"19","",0,"1",NA,23.4,"17.7",1.8,"2.1",137.6,"184.7","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",1,"0-20 cm",NA,NA,891,40.37884915,-6.661643553
29122112,29122112,"20-05-18","No",1449,NA,NA,NA,NA,5.2,4.9,5.72,5.54,9.35,7.29,14,"12.3","",0,NA,NA,8.6,"< LOD",1.4,"1.4",193.5,"72.1","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",3,"0-20 cm",NA,NA,775,40.69567099,-6.74687852
29122266,29122266,"18-05-18","No",1104,NA,NA,NA,NA,4,3.7,4.52,4.82,4.66,4.75,78.5,"89.5","",1,NA,NA,5.9,"< LOD",3.8,"4.4",72.7,"95.8","D20","D20","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",2,"0-20 cm",5,14.3,1009,42.04848211,-7.125117392
29122288,29122288,"16-07-18","No",1138,NA,NA,NA,NA,4.3,4.5,4.57,5.19,34.7,6.97,42.2,"41.3","",1,NA,NA,21.2,"< LOD",4.2,"3.7",76.3,"70.2","E20","E20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",1,"0-20 cm",NA,NA,869,42.24141281,-7.181021443
29122342,29122342,"25-04-18","No",660,NA,NA,NA,NA,4.1,4.1,4.4,4.42,39.3,32.4,83.5,"99.8","",0,NA,NA,11.3,"11.2",5.3,"6.3",67.2,"67.1","C22","C22","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",3,"0-20 cm",NA,NA,812,42.71462237,-7.3203035
29122396,29122396,"30-05-18","No",1553,NA,NA,NA,NA,4.8,4.5,5.07,4.68,47.2,34.81,26.6,"35.7","",1,NA,NA,10.6,"15.9",2.7,"3.7",233.8,"242.4","E20","E20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,451,43.18733759,-7.462585722
29122450,29122450,"16-06-18","No",358,NA,NA,NA,NA,4.3,4.5,4.67,4.97,31.8,25.41,37.2,"29.6","",0,NA,NA,63.1,"28.5",3.8,"3",74,"74","B71","B71","U113","U113","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,87,43.65955772,-7.607956372
29141956,29141956,"11-07-18","No",1351,10,27,25,49,4.3,5.3,4.74,6.02,10.21,8.03,9.2,"14","",0,NA,NA,9.5,"19.7",1.3,"1.8",49.5,"133.8","E30","B13","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",3,"0-20 cm",NA,NA,454,39.32505941,-6.363106919
29142064,29142064,"27-06-18","No",1277,26,4,72,24,4.1,3.8,4.26,4.72,7.76,4.33,34.1,"62","",0,NA,NA,12.8,"10.6",2.3,"3.3",31.2,"47","C22","C22","U120","U120","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",1,"0-20 cm",NA,NA,1157,40.27713752,-6.610489806
29142088,29142088,"05-07-18","No",1080,NA,NA,NA,NA,5.6,5.3,5.91,5.89,13.27,12.25,31.8,"31.6","",0,NA,NA,10.4,"< LOD",3.3,"3.6",73,"89.2","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",4,"0-20 cm",NA,NA,748,40.48844081,-6.66685274
29142114,29142114,"31-05-18","No",1087,NA,NA,NA,NA,4.5,4.6,5.27,5.12,6.54,16.17,34.2,"32.7","",1,"1",NA,16.7,"< LOD",3.3,"3.5",89.1,"95.2","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",1,"0-20 cm",NA,NA,743,40.71724237,-6.728497886
29142340,29142340,"17-06-18","No",1297,12,15,18,68,4.6,4.6,4.76,5.12,42.4,28.9,24.8,"31.6","",0,"2",NA,7.9,"< LOD",2.5,"2.9",804.8,"140.8","C10","C10","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,937,42.70123429,-7.291233993
29142438,29142438,"06-06-18","No",1291,NA,NA,NA,NA,4.1,3.9,4.22,4.8,46.2,22.5,188.3,"155.5","",0,"1",NA,24.9,"11.2",11.7,"10.4",159.1,"130.1","D20","D20","U111","U415","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",3,"0-20 cm",NA,NA,585,43.55886276,-7.551197859
29161684,29161684,"19-06-18","No",1366,NA,NA,NA,NA,7.8,7.5,8.11,7.96,18.32,23,10.4,"11.9","",123,"73",NA,10.9,"< LOD",1.4,"1.3",531.6,"458.4","B18","E30","U111","U112","ES","ES","ES6","ES6","ES61","ES61","ES612","ES612",3,"0-20 cm",1.5,2.4,173,36.92206541,-5.760540073
29161738,29161738,"13-06-18","No",1062,NA,NA,NA,NA,7.6,7.5,7.8,8.14,88.4,15.26,5.8,"5.2","",92,"130",NA,0,"< LOD",0.5,"0.7",153.5,"195.7","F40","B13","U112","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",3,"0-20 cm",0.7,1,76,37.40091942,-5.871087707
29161918,29161918,"06-08-18","No",446,15,12,62,26,5.1,6.8,5.69,6.95,3.39,17.5,3.6,"12","",0,"1",NA,8.4,"41.8",0.5,"1.1",56,"278.3","B81","B81","U111","U111","ES","ES","ES4","ES4","ES43","ES43","ES431","ES431",1,"0-20 cm",0.4,0.7,365,38.99344449,-6.255847438
29162146,29162146,"28-06-18","No",1281,NA,NA,NA,NA,4.7,5,5.37,5.91,5.6,2.34,8.8,"8.8","",0,NA,NA,0,"10",1.1,"1.1",56.3,"78.7","E10","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",1,"0-20 cm",NA,NA,643,41.00267893,-6.781966353
29162260,29162260,"18-05-18","No",1114,24,10,53,37,4.2,4,4.1,4.19,20.4,25.01,60.3,"54.7","",0,NA,NA,27.9,"29.9",3.7,"3.6",120.3,"107.4","F40","B14","U112","U111","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",1,"0-20 cm",8.5,5.1,1084,42.0039924,-7.062748973
29162278,29162278,"19-05-18","No",1319,NA,NA,NA,NA,3.9,4.4,4.5,5.09,4.43,3.53,20.1,"19.8","",1,"1",NA,28.4,"21.7",2.1,"2",60.3,"87.9","D10","D10","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",1,"0-20 cm",NA,NA,854,42.1618939,-7.108231422
29181638,29181638,"24-07-18","No",349,6,20,43,37,5.3,4.9,5.73,5.85,7.1,7.13,40.7,"34.4","",1,"1",NA,0,"< LOD",3.4,"2.7",384,"338.2","C10","C10","U120","U120","ES","ES","ES6","ES6","ES61","ES61","ES612","ES612",2,"0-20 cm",NA,NA,507,36.51743459,-5.646238452
29181758,29181758,"18-06-18","No",54,NA,NA,NA,NA,7.4,7.3,7.77,7.66,62.9,22.37,14.1,"13.4","",185,"186",NA,13.4,"22.3",1.6,"1.2",726.7,"726.4","B16","B34","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",1,"0-20 cm",0.6,0.6,67,37.58189481,-5.890443596
29181908,29181908,"09-07-18","No",120,NA,NA,NA,NA,5.4,6,5.72,6.32,12.87,11.83,6.6,"8.4","",0,"2",NA,22.4,"17.4",0.8,"1",55.4,"72.4","F40","F40","U111","U112","ES","ES","ES4","ES4","ES43","ES43","ES431","ES431",1,"0-20 cm",NA,NA,304,38.9089554,-6.211235434
29182100,29182100,"01-06-18","No",535,NA,NA,NA,NA,5.6,5.5,6.31,6.14,5.02,8.25,6.3,"3.8","",0,"1",NA,19.7,"14.9",0.7,"0.5",159.6,"51.8","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",2,"0-20 cm",NA,NA,738,40.60197479,-6.649004014
29182186,29182186,"10-08-18","No",881,NA,NA,NA,NA,5.1,5.1,5.51,5.91,5.55,2.93,3.5,"5","3.7",0,NA,NA,12.7,"11.4",0.5,"0.6",118.8,"64","B81","B81","U111","U111","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",1,"0-20 cm",0.9,2,571,41.35827993,-6.855703558
29182286,29182286,"14-07-18","No",202,17,9,49,42,5.1,4.9,5.43,5.46,22,10.72,49.1,"58.5","",0,"2",NA,7.8,"< LOD",4,"4.8",128,"152.8","C22","C22","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",2,"0-20 cm",NA,NA,1173,42.23613532,-7.104859374
29182322,29182322,"03-08-18","No",551,14,8,46,46,3,3.3,3.81,4.33,11.52,8.64,83.7,"97.5","",1,"3",NA,16,"< LOD",4,"4.2",192.9,"64.5","C22","C22","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,1219,42.55175059,-7.196965045
29182358,29182358,"28-04-18","No",1155,NA,NA,NA,NA,5.4,5.9,5.62,6.18,55.7,34.9,28.2,"28","",0,"1",NA,58.8,"52.4",3.2,"2.9",417.8,"192.8","E20","E20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",4,"0-20 cm",NA,NA,547,42.86714733,-7.290385551
29201666,29201666,"28-05-18","No",1188,NA,NA,NA,NA,7.5,7.5,8.15,8.21,11.59,12.49,6.4,"7.1","",16,"21",NA,8.4,"10.7",0.7,"0.7",177.2,"215.8","B31","B12","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES612","ES612",2,"0-20 cm",1.1,1.2,178,36.76972938,-5.68036453
29201738,29201738,"14-06-18","No",1265,NA,NA,NA,NA,7.4,7.3,7.72,7.97,10.68,15.31,5.7,"10.2","",7,"8",NA,9.7,"< LOD",0.7,"1",91.3,"189.8","F40","B11","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",1,"0-20 cm",1.1,2.1,100,37.40839424,-5.826902789
29202138,29202138,"06-07-18","No",460,NA,NA,NA,NA,5.1,5.2,5.62,5.93,4.14,7.38,10.3,"13.3","",0,NA,NA,81.4,"60.8",1.1,"1.5",222.5,"240.7","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",2,"0-20 cm",NA,NA,740,40.94028611,-6.716263901
29202218,29202218,"17-08-18","No",46,32,13,46,41,3.9,4.1,4.35,5.23,12.93,3.07,39.3,"28.6","",0,NA,NA,22.3,"< LOD",3.9,"2.8",64.9,"56.9","E20","E30","U111","U112","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",2,"0-20 cm",NA,NA,1169,41.64340585,-6.910904605
29202350,29202350,"29-04-18","No",500,NA,NA,NA,NA,3.9,3.9,4,3.97,31,31,76.7,"86.9","",0,"1",NA,27.7,"20.8",5.7,"6.1",88.8,"129.5","C10","C10","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",2,"0-20 cm",NA,NA,996,42.80119771,-7.245611181
29221700,29221700,"08-06-18","No",1321,NA,NA,NA,NA,7.5,7.4,7.88,7.75,20.2,17.74,10.4,"15.5","",261,"248",NA,12.2,"15.2",1.3,"1.4",539.2,"598.5","B31","B12","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",4,"0-20 cm",NA,NA,125,37.07514259,-5.727088615
29221704,29221704,"08-06-18","No",459,NA,NA,NA,NA,7.4,7.4,7.74,8.1,33,17.72,13.4,"16.9","",224,"326",NA,14,"43.7",1.6,"1.7",777,"975","B31","B12","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",1,"0-20 cm",NA,NA,91,37.11062615,-5.735218825
29221852,29221852,"23-06-18","No",228,NA,NA,NA,NA,6.4,6,6.62,6.92,8.25,4.35,4.1,"6.8","",1,NA,NA,11.8,"< LOD",0.6,"0.4",92.4,"81.1","B13","F40","U111","U112","ES","ES","ES4","ES4","ES43","ES43","ES431","ES431",3,"0-20 cm",NA,NA,552,38.4215674,-6.044577545
29221982,29221982,"07-05-18","No",1150,24,17,36,47,5.2,5,5.65,5.83,4.92,3.68,15.5,"16.3","",0,"1",NA,26,"12.3",2.1,"2",211.7,"120.3","C10","C10","U120","U120","ES","ES","ES4","ES4","ES43","ES43","ES432","ES432",2,"0-20 cm",NA,NA,397,39.56996583,-6.330673333
29222168,29222168,"18-08-18","No",363,NA,NA,NA,NA,4.4,4.3,4.96,5.41,2.89,3.22,10.2,"21.6","",0,NA,NA,0,"< LOD",0.7,"1.2",36.5,"36.1","D10","E30","U120","U112","PT","PT","PT1","PT1","PT11","PT11","PT11D","PT11D",1,"0-20 cm",NA,NA,862,41.20807248,-6.765225705
29222204,29222204,"28-04-18","No",1196,NA,NA,NA,NA,6.4,6.3,6.5,6.68,10.42,14.29,40,"27.2","26.4",0,NA,NA,13.5,"< LOD",3.7,"2.4",111.7,"80.2","E20","E20","U111","U111","PT","PT","PT1","PT1","PT11","PT11","PT11E","PT11E",3,"0-20 cm",NA,NA,635,41.52445163,-6.852970121
29222266,29222266,"18-05-18","No",1069,19,8,64,28,5.4,5.7,5.64,6.12,72.8,108.76,40.7,"49.1","",0,NA,NA,72.2,"122.6",4,"4.8",1069.2,"1979.2","E20","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES419","ES419",2,"0-20 cm",NA,NA,1299,42.0688161,-7.006988671
29222276,29222276,"19-05-18","No",242,23,5,66,29,4.4,4.5,5.09,5.41,3.43,4.11,51.4,"57","",0,NA,NA,13.6,"< LOD",3.9,"4.2",55.9,"102.3","E20","D20","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",4,"0-20 cm",NA,NA,1244,42.15655632,-7.03218093
29222392,29222392,"04-06-18","No",379,NA,NA,NA,NA,4.2,4.9,4.45,5.1,30.8,44.2,30.7,"39.8","",1,"1",NA,96.1,"65.5",3.2,"3.6",93.7,"181.5","C32","D10","U120","U420","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,557,43.17311481,-7.331767882
29242332,29242332,"03-08-18","No",267,NA,NA,NA,NA,4,4.2,4.54,4.83,5.43,4.23,42.9,"31.3","",0,"1",NA,80.2,"68.4",4,"3.1",57.6,"37.8","D10","C10","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,915,42.65168689,-7.151251635
29242340,29242340,"17-06-18","No",1327,17,20,10,70,4.1,4,3.93,4.17,30.1,27.8,42.3,"48.8","",0,"1",NA,12.9,"25",3.8,"3.9",129.3,"135.6","C10","C10","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",3,"0-20 cm",NA,NA,1268,42.7217973,-7.171900615
29242344,29242344,"29-05-18","No",1392,15,16,23,60,4,4.5,4.08,4.59,92,122.5,46.7,"88.4","",0,NA,NA,82,"91.1",5.5,"9",144.8,"396.9","E20","E20","U111","U111","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,1080,42.75684848,-7.182249589
29261662,29261662,"28-05-18","No",1196,NA,NA,NA,NA,7.6,7.7,8.12,8.15,19.95,22.6,18.1,"16.4","",120,"183",NA,6.8,"< LOD",1.4,"1.2",366.6,"435.3","B31","B12","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES612","ES612",1,"0-10 cm",NA,NA,222,36.74526991,-5.606641389
29261670,29261670,"28-05-18","No",60,26,56,9,35,7.6,7.5,8.01,7.65,30.8,16.28,13.8,"15.4","",68,"65",NA,7.3,"30.9",1.4,"1.8",593.1,"749.4","B31","B12","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES612","ES612",1,"0-20 cm",NA,NA,192,36.81629604,-5.622648575
29261730,29261730,"22-05-18","No",1576,NA,NA,NA,NA,7.4,7.5,7.73,8.02,26.7,15.2,9.2,"7.3","",104,"111",NA,29,"< LOD",1,"0.9",440.7,"362.8","B12","B41","U111","U111","ES","ES","ES6","ES6","ES61","ES61","ES618","ES618",1,"0-20 cm",NA,NA,99,37.34863645,-5.744200879
29261832,29261832,"01-07-18","No",298,NA,NA,NA,NA,5.2,7.3,5.61,7.77,12.16,13.91,11.5,"9.2","",6,"5",NA,40.4,"19.5",1.4,"1",601.2,"163.8","B11","F40","U111","U112","ES","ES","ES4","ES4","ES43","ES43","ES431","ES431",1,"0-20 cm",NA,NA,655,38.25218456,-5.957074641
29262144,29262144,"06-07-18","No",446,NA,NA,NA,NA,4.4,4.5,4.99,5.49,3.4,2.26,7.5,"10.5","",0,NA,NA,30.8,"27.4",0.7,"0.9",25.3,"30.1","B14","E20","U111","U111","ES","ES","ES4","ES4","ES41","ES41","ES415","ES415",1,"0-20 cm",NA,NA,746,41.00496435,-6.660892231
29262270,29262270,"18-05-18","No",760,17,5,67,29,4.1,5,4.29,5.72,22.4,4.39,49.9,"26.1","",0,NA,NA,21.8,"< LOD",4.8,"2.4",83.2,"64.2","D20","D10","U420","U420","ES","ES","ES4","ES4","ES41","ES41","ES419","ES419",1,"0-20 cm",NA,NA,1282,42.1120145,-6.969757339
29262306,29262306,"15-07-18","No",232,NA,NA,NA,NA,4.6,4,5.17,4.65,8.88,6.57,46.9,"64.2","",1,NA,NA,8.5,"< LOD",2.5,"2.6",62.3,"60.4","C32","C32","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES113","ES113",1,"0-20 cm",NA,NA,636,42.427826,-7.06082529
29262336,29262336,"17-06-18","No",212,30,16,19,65,4.1,3.7,4.22,3.83,18.7,25.07,21.5,"27.6","",0,NA,NA,9.6,"13",2.8,"3",46.4,"75.8","D20","D20","U420","U420","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",1,"0-20 cm",NA,NA,1307,42.69083645,-7.137705641
29262342,29262342,"17-06-18","No",1057,13,25,16,60,5.6,4.3,5.82,4.69,31.1,34.1,22.2,"29.2","",1,NA,NA,0,"< LOD",2.7,"3.2",152.4,"101.4","C10","C10","U120","U120","ES","ES","ES1","ES1","ES11","ES11","ES112","ES112",2,"0-20 cm",NA,NA,1181,42.74342044,-7.153191141
