"POINTID","pH_CaCl2","pH_H2O","EC","OC","CaCO3","P","N","K","Ox_Al","Ox_Fe","Elev","LC","LC_0","LU","BDsample_0","coarse_mas","geometry"
40082242,5.5,6.17,6.53,34.9,NA,NA,2.3,99.2,NA,NA,158,"C33","C","U420",0.9595,0.31,c(6.156831985, 43.21372358)
40082404,7,7.5,18.23,37.2,33,NA,3.2,163.9,NA,NA,1203,"C10","C","U120",0.8935,0.47,c(6.05811116, 44.67287949)
40082758,5.9,6.45,11.47,15.3,NA,16.1,1.8,124.9,1.4,3.6,280,"B11","B","U111",1.331,0.06,c(5.817198957, 47.85589543)
40082884,6.7,7.2,23.76,38.4,122,NA,3.5,161.6,NA,NA,292,"E20","E","U111",0.9575,0.1,c(5.72194857, 48.98734744)
40102270,7.3,8.06,14.81,16.5,288,17.8,1.5,493.9,NA,NA,187,"C10","C","U415",0.931,0.06,c(6.16486506, 43.4669772)
40102396,7,7.73,18.01,33.4,44,NA,2.8,115,NA,NA,1302,"C22","C","U120",0.752,0.33,c(6.088260418, 44.6018094)
40102530,6.8,7.23,22.38,26.6,7,34.6,2.9,131,NA,NA,589,"E20","E","U111",1.299,0.06,c(6.002219737, 45.80758126)
40102612,6.4,6.55,42.8,260.9,NA,20.1,15.2,170.7,NA,NA,1117,"C31","C","U120",0.1555,0.46,c(5.947081083, 46.54492913)
40102680,5.6,6.23,12.83,34.6,1,18.8,3.7,207.2,NA,NA,319,"E20","E","U111",1.1265,0.11,c(5.899839703, 47.1561185)
40102842,6.6,6.9,27.1,98.9,10,13.9,5.8,629.3,NA,NA,378,"C10","C","U120",0.837,0.27,c(5.781381382, 48.61130223)
40122406,6.4,6.74,22,37.2,12,NA,3,119.6,NA,NA,1358,"C10","C","U120",0.76,0.38,c(6.107163559, 44.69277209)
40142776,5.8,6.28,9.81,27.4,1,NA,3,113.3,1.2,4,371,"E20","E","U111",1.1535,0.11,c(5.884208323, 48.02060803)
40162700,5,5.77,12.06,27.7,NA,11.9,3.1,125.4,NA,NA,265,"B16","B","U111",1.2155,0.24,c(5.964910581, 47.33880585)
40162726,5.6,5.92,7.85,31.8,NA,NA,2.9,110.9,NA,NA,300,"E20","E","U111",0.817,0.06,c(5.946663272, 47.57242555)
40162748,5.7,6.37,10.62,19.4,1,71.7,2.3,126.2,NA,NA,299,"B11","B","U111",1.2175,0.02,c(5.931057571, 47.77007919)
40162772,7,7.71,15.4,45.3,108,14.5,2.8,297.9,1.4,2.4,355,"B32","B","U111",1.3145,0.19,c(5.913857317, 47.98567633)
40202910,7.1,7.66,35.51,17.9,378,18.6,2.1,225.9,0.7,3.4,251,"B16","B","U111",1.277,0.18,c(5.86608105, 49.22692242)
40222524,7.1,7.27,33.6,87.1,152,17.1,6.2,104.1,NA,NA,1457,"C31","C","U120",0.6105,0.26,c(6.160039567, 45.75929757)
40242526,4.7,5.35,7.41,30.3,NA,NA,2.2,73.5,NA,NA,1052,"C33","C","U120",1.006,0.24,c(6.184426529, 45.77821484)
40242846,5.7,6.26,5.09,14.9,NA,NA,1.7,214.1,NA,NA,363,"B13","B","U111",1.3025,0.02,c(5.968041785, 48.65426394)
40242886,6.3,6.43,28.1,128.3,1,17.4,8,310,NA,NA,366,"C10","C","U120",0.63,0.16,c(5.938749772, 49.01344797)
40243026,3.4,4,13.19,140.3,NA,33.4,9.1,98.8,NA,NA,541,"C10","C","U370",0.5465,0.41,c(5.831858735, 50.27013687)
40262632,7,7.31,30.8,99.5,295,18.4,7.2,126,NA,NA,1126,"C33","C","U120",0.537,0.47,c(6.142211375, 46.73240226)
40262704,4.9,5.6,11.21,11.9,NA,23.4,1.5,161.2,1.5,3.4,302,"B16","B","U111",1.4515,0.05,c(6.094286641, 47.37957462)
40262884,6.6,6.93,20.6,56.5,14,NA,4.2,251.2,NA,NA,400,"C10","C","U120",0.952,0.19,c(5.967516531, 48.99647814)
40283004,5.6,6.28,9.5,25.3,NA,32.8,3.1,212.2,NA,NA,525,"B55","B","U111",1.276,0.14,c(5.904920076, 50.07472065)
40302636,5.9,6.08,27.4,156.4,NA,17.4,10.3,147.8,NA,NA,1099,"C31","C","U120",0.33,0.4,c(6.191852066, 46.77022298)
40303288,7.1,7.84,17.37,13.6,63,136.3,1.4,268.9,NA,NA,0,"B13","B","U111",1.4605,0.16,c(5.700081736, 52.62365077)
40322818,5,5.54,10.56,18.4,NA,14,2.2,169,NA,NA,357,"B16","B","U111",1.051,0.08,c(6.096109921, 48.4066558)
40322908,6.8,7.09,18.155,21.8,112,31.55,2.2,294.7,1.4,2.2,340,"B32","B","U111",0.939,0.09,c(6.032049024, 49.21490462)
40343302,7.2,7.89,14.02,14.2,57,55,1.4,171.2,NA,NA,-4,"B22","B","U111",1.377,0.14,c(5.746898234, 52.75132418)
40383202,7.4,7.99,12.09,7.5,95,10.8,0.6,61.2,NA,NA,11,"E10","E","U420",1.38,0.04,c(5.889929749, 51.8564008)
40383360,6.6,6.95,11.85,11.1,NA,58.2,1.3,116.9,0.2,0.9,0,"B21","B","U111",1.5285,0.03,c(5.755447796, 53.27360116)
40402890,6.4,6.79,23.52,30.5,1,45,3.4,226.7,0.9,1.6,218,"B31","B","U111",1.1355,0.27,c(6.15437098, 49.05708955)
40442268,7.1,7.54,14.95,23.6,269,NA,1.6,167.2,NA,NA,70,"C10","C","U120",1.178,0.03,c(6.584677565, 43.46376133)
40442740,4.7,5.31,9.73,35.7,NA,NA,3.6,108.9,NA,NA,362,"C10","C","U120",0.9905,0.12,c(6.309194773, 47.71140897)
40442880,7.2,7.91,18.15,41.4,165,15.1,2,436.8,NA,NA,275,"E20","E","U111",1.104,0.04,c(6.215918187, 48.96914578)
40443286,5.3,5.51,0.24,198.4,NA,51,14.8,462.8,NA,NA,-3,"H11","H","U420",0.29,0.01,c(5.908205097, 52.6129664)
40462302,7.1,7.41,22.5,99.4,101,20.6,8.3,494.7,NA,NA,1073,"C22","C","U120",0.719,0.51,c(6.591380464, 43.77101034)
40462418,6.9,7.32,18.99,55.1,121,NA,2.7,65.2,NA,NA,1477,"C22","C","U120",0.7955,0.44,c(6.528273084, 44.81590444)
40462544,5.1,5.7,16.27,78.2,NA,12.7,5.2,198.5,NA,NA,1480,"C21","C","U120",0.7675,0.6,c(6.456135047, 45.9499396)
40462680,5.7,6.25,11.37,61.3,NA,22.3,6,180.9,NA,NA,687,"E20","E","U111",0.863,0.03,c(6.373746927, 47.17300398)
40462774,5.3,5.94,17.73,29.5,NA,92.5,3.1,290.3,NA,NA,424,"E20","E","U111",1.246,0.1,c(6.313849192, 48.01783473)
40482646,4.6,5.16,11.01,91.4,1,10.9,5.5,207.2,NA,NA,1153,"C21","C","U120",0.6365,0.2,c(6.420988916, 46.86819714)
40503370,7,7.59,14.11,12,7,75.2,1.5,249.8,0.3,1,-1,"B21","B","U111",1.4865,0.02,c(5.926566539, 53.36946972)
40522348,6.8,7.05,23.1,67.3,33,NA,6.8,107,NA,NA,1569,"C33","C","U111",1.1915,0.41,c(6.641541452, 44.18792233)
40522484,6.5,6.98,24,47.4,19,13.2,2.9,140.2,NA,NA,1549,"C31","C","U120",0.729,0.27,c(6.567436052, 45.41255363)
40522492,6.8,7.21,26.71,48.1,9,15.4,4.5,81.6,NA,NA,1238,"E20","E","U111",0.993,0.21,c(6.562942661, 45.48455614)
40522906,7.3,7.67,21.62,26.1,195,16,2.5,260.9,0.8,2.6,312,"E20","E","U350",0.824,0.02,c(6.307570453, 49.20630316)
40523276,5.5,6.15,10.21,15.9,1,63.2,1.9,62,1.1,7.9,1,"B16","B","U111",1.567,0.01,c(6.034248217, 52.52723861)
40542300,6.5,6.88,39.58,103.6,3,NA,9.1,317,NA,NA,1345,"D10","D","U111",0.5215,0.22,c(6.691460577, 43.75621745)
40542494,7.1,7.35,33.1,103,80,13.9,4.4,165.4,NA,NA,1233,"C31","C","U120",0.727,0.37,c(6.587348671, 45.50338401)
40542512,3.8,4.47,9.65,68.8,NA,17.2,3.4,75.5,NA,NA,1420,"C21","C","U120",0.549,0.45,c(6.577248819, 45.66537706)
40562500,7,7.4,20.1,40.6,104,10.8,4.3,158.7,NA,NA,1248,"C10","C","U120",0.854,0.41,c(6.609548168, 45.55820632)
40562532,5.3,5.84,36.14,37.9,NA,17.1,5.1,134.4,NA,NA,1121,"E20","E","U111",0.949,0.28,c(6.591627118, 45.84617559)
40562852,7.2,7.91,12.8,25.9,60,31.7,3,432,NA,NA,328,"B11","B","U111",1.168,0.2,c(6.397915485, 48.72305328)
40562870,6.7,7.31,17.67,26.7,3,36.5,3.1,244.2,NA,NA,265,"B32","B","U111",1.143,0.06,c(6.386173015, 48.88474551)
40563266,7.1,7.24,43.5,24.6,35,63.8,3,343.8,0.6,3,0,"B16","B","U111",1.453,0.03,c(6.101043702, 52.43946429)
40563284,5.7,6.16,25.8,51.9,1,42.8,5.4,93.4,NA,NA,0,"E20","E","U313",0.967,0.02,c(6.086738866, 52.60095605)
40582782,5.5,5.89,7.82,27,NA,16.4,2.7,242.1,NA,NA,452,"E20","E","U111",1.257,0.05,c(6.469489449, 48.09499291)
40602702,5.5,6.04,14.1,40.4,1,11.1,3.1,192,NA,NA,485,"C21","C","U120",1.0455,0.07,c(6.545020118, 47.37680036)
40602750,4.6,4.35,6.19,38.7,NA,NA,2.3,89.2,NA,NA,494,"C10","C","U120",0.7635,0.35,c(6.515998202, 47.80826326)
40602894,7.2,7.97,15.32,24.1,53,30.5,2.4,648.7,0.7,2.1,329,"B11","B","U111",1.0095,0.14,c(6.425074148, 49.10207622)
40622664,6.9,7.33,37.77,66.2,430,36.4,7,117.1,NA,NA,815,"E20","E","U111",0.8065,0.18,c(6.593831182, 47.03598089)
40622908,5.6,6.14,14.44,37.9,3,25.6,4.1,208,NA,NA,257,"B16","B","U111",0.8605,0.27,c(6.443337356, 49.22869397)
40623226,5.7,6.14,25.4,64.1,1,46.3,6.7,154.5,NA,NA,8,"E20","E","U111",1.0095,0.19,c(6.219800114, 52.08340249)
40642274,4.6,5.43,4.58,21.5,NA,NA,1.4,72.1,NA,NA,259,"C10","C","U420",1.042,0.26,c(6.828074162, 43.52576197)
40662694,6.5,6.89,27.59,87.8,25,14.4,7.3,375.2,NA,NA,702,"E20","E","U111",0.722,0.11,c(6.629014667, 47.30736547)
40682674,4.6,5.22,10.84,39.2,1,13.4,3.2,154.7,NA,NA,1006,"C21","C","U120",0.8245,0.12,c(6.66692896, 47.12835358)
40682902,7.5,7.76,19.37,24.4,102,17.6,2.8,577.1,2,6.7,376,"B13","B","U111",0.8445,0.2,c(6.529433803, 49.17737673)
40682920,7.2,7.41,19.34,27.35,344.5,34.05,2.65,226.1,NA,NA,297,"B55","B","U111",1.002,0.04,c(6.517959871, 49.33905606)
40702664,6.9,7.04,23.18,66.3,6,11.6,6.2,111.7,NA,NA,1149,"E20","E","U111",1.086,0.16,c(6.698917032, 47.03923726)
40702880,7.2,7.87,21.13,31.2,220,24.2,1.7,389.5,NA,NA,327,"B31","B","U111",1.4005,0.11,c(6.570618857, 48.98059391)
40722296,7.2,7.45,28.7,146.1,79,13.6,9,158.1,NA,NA,1147,"C22","C","U120",0.537,0.49,c(6.916208395, 43.72708305)
40722884,5.7,6.2,12.17,10.9,NA,20,1.3,227.5,NA,NA,314,"B31","B","U111",1.4245,0.09,c(6.595433251, 49.01736217)
40723226,5.2,5.94,8.81,30.6,NA,94.9,2.6,42.8,NA,NA,7,"E20","E","U111",1.2675,0.04,c(6.365525391, 52.08797324)
40743266,6.1,6.6,11.78,33.5,1,85.8,2.5,97.3,NA,NA,9,"E20","E","U111",1.2215,0.02,c(6.365454898, 52.44783326)
40782846,6.3,6.73,10.1,16.9,NA,12.2,1.6,278,0.7,1.9,304,"B55","B","U111",1.462,0.03,c(6.700153528, 48.67840811)
40782882,6.3,6.47,14.63,20,NA,17.9,2.1,147.3,NA,NA,301,"B11","B","U111",1.326,0.09,c(6.678578981, 49.00185829)
40783066,7.1,7.78,12.14,28.3,47,117.2,2,489.7,NA,NA,293,"B41","B","U111",1.2615,0.08,c(6.562506423, 50.65437973)
40783218,3.7,4.3,8.17,52.1,NA,126.6,3.9,41.6,NA,NA,16,"C10","C","U361",0.9775,0.02,c(6.458655315, 52.0188295)
40803286,5,5.66,13.33,52.3,2,43.1,3.8,74.9,NA,NA,9,"E20","E","U111",1.215,0.05,c(6.439141755, 52.62997896)
40822300,6.9,7.43,23.42,76.6,19,NA,6.6,303.9,NA,NA,1092,"D20","D","U420",0.742,0.35,c(7.038100441, 43.76677374)
40822302,6.8,7.27,12.51,49,2,NA,3.2,239.7,NA,NA,1079,"C22","C","U120",0.6795,0.53,c(7.037177302, 43.78480189)
40822860,7.1,7.26,21,24.5,3.5,37.5,2.65,192.75,NA,NA,268,"E20","E","U111",0.9425,0.04,c(6.746197623, 48.80580135)
40882330,7.1,7.71,17.78,32.5,393,NA,2,76.3,NA,NA,1187,"C32","C","U120",1.1085,0.16,c(7.098815482, 44.03929002)
40883024,6.4,6.59,18.93,52.7,NA,25.1,5.4,166.3,NA,NA,517,"E20","E","U111",0.8635,0.02,c(6.73005161, 50.28135716)
40902848,4,4.5,8.68,32.3,NA,13.3,2.3,58.7,NA,NA,321,"C10","C","U120",1.2135,0.1,c(6.861797781, 48.70109171)
40903100,6.7,7.38,7.59,15.6,NA,33.8,1.3,132.5,NA,NA,123,"B11","B","U111",1.1605,0.01,c(6.710584991, 50.96460607)
40922518,4.9,5.43,16.16,36.9,NA,10.6,2.6,55.5,NA,NA,1187,"C31","C","U120",0.81,0.12,c(7.061005373, 45.73399391)
40962778,3.3,3.78,13.6,93.7,NA,45.4,6,111.9,NA,NA,1038,"C31","C","U120",0.848,0.6,c(6.981190868, 48.07419212)
40963282,5.5,6.24,5.59,12.9,NA,89.5,1.3,95.5,0.9,3,13,"B21","B","U111",1.5875,0.02,c(6.677943824, 52.60087972)
40982812,5.2,5.58,6.89,23,NA,18.6,2.2,118.1,NA,NA,531,"E20","E","U111",1.265,0.19,c(6.989870231, 48.38054799)
40982890,6.4,6.71,14.61,27.5,5,NA,2.4,317.5,NA,NA,320,"C10","C","U120",1.0545,0.3,c(6.947208545, 49.08152025)
40983280,5.3,5.78,22.6,23.1,1,64.8,2.3,45.6,NA,NA,9,"B55","B","U111",1.351,0.03,c(6.708778371, 52.58374461)
41022358,7.1,7.19,21.5,53.5,247,17.6,4.8,91.8,NA,NA,1343,"C33","C","U120",0.66,0.34,c(7.260941398, 44.29638173)
41042398,6,6.32,23.5,17.1,NA,NA,1.7,489.1,NA,NA,1100,"C10","C","U420",0.7845,0.33,c(7.268621731, 44.65745825)
41062772,5.9,6.1,8.89,21,NA,22.4,2.3,198.3,1.3,1.7,641,"B71","B","U113",1.145,0.19,c(7.118293321, 48.02384419)
41062784,4.5,5.2,7.76,49.4,NA,65.5,4.4,119.5,NA,NA,916,"E20","E","U111",1.1785,0.35,c(7.112170959, 48.13172663)
41062870,5.5,5.76,13.94,43.5,NA,23.7,4.7,131.5,NA,NA,274,"E20","E","U111",1.0725,0.14,c(7.067307164, 48.90472178)
41063212,5.4,5.87,10.25,21.5,NA,77.1,2.2,174.1,NA,NA,47,"E20","E","U111",1.3275,0.03,c(6.869975888, 51.97648288)
41082390,4.5,4.87,20.2,26.9,NA,35.7,2.1,115.1,NA,NA,889,"C10","C","U120",0.8395,0.19,c(7.322354699, 44.58668526)
41082462,5.9,6.18,17.31,27.3,NA,NA,2.8,33.4,NA,NA,1213,"C10","C","U120",0.929,0.33,c(7.291134962, 45.23524934)
41083172,5.8,6.19,22.3,17.3,NA,91.9,1.6,249.2,1.2,4.7,53,"B16","B","U111",1.564,0.05,c(6.923613113, 51.618117)
41102514,7.3,7.91,13.46,16,155,NA,1.3,44.4,NA,NA,1152,"C22","C","U420",0.9395,0.53,c(7.293619533, 45.70412844)
41122308,6.8,7.18,23.4,88.9,14,14.9,5.1,307.1,NA,NA,1128,"C32","C","U120",0.6385,0.43,c(7.40638441, 43.84891483)
41122362,6.4,6.66,11.86,28.3,NA,NA,3.1,145.3,NA,NA,818,"E20","E","U111",0.761,0.1,c(7.384268609, 44.33565357)
41122412,5,5.44,42.18,25.7,NA,19.6,3.3,68,NA,NA,365,"E20","E","U111",0.7455,0.07,c(7.363341271, 44.78617443)
41162386,4.5,5.01,17.47,14.3,NA,NA,1.3,78.4,NA,NA,688,"C10","C","U420",0.7525,0.25,c(7.424497073, 44.55317642)
41182814,3.4,3.9,23.6,240.8,NA,41.9,12.7,132.6,NA,NA,1076,"C21","C","U120",0.3345,0.26,c(7.258626129, 48.40553564)
41183292,4.9,5.4,42.6,122.8,NA,123.9,5.6,203.1,NA,NA,17,"B22","B","U111",0.9405,0.06,c(6.996273843, 52.69924338)
41183328,4.9,5.57,11.71,49.9,NA,74.4,2.5,158.2,NA,NA,1,"B11","B","U111",1.333,0.06,c(6.973939153, 53.02243325)
41222794,3.9,4.59,7.68,68.1,1,81.4,3.5,148,NA,NA,423,"C10","C","U120",1.0455,0.69,c(7.322158833, 48.22705309)
41242442,7.3,7.81,25.35,12.5,32,21.2,1.6,55.8,NA,NA,430,"B11","B","U111",0.9255,0.1,c(7.502591653, 45.0601417)
41242460,5.9,6.36,31.05,28.9,NA,34.8,3.3,114.7,NA,NA,537,"E20","E","U111",0.918,0.08,c(7.495294982, 45.22227313)
41242892,6.9,7.22,23.63,64.3,54,NA,4.5,176.5,NA,NA,382,"E20","E","U111",1.0705,0.3,c(7.30185019, 49.10862433)
41243258,3,3.79,18.66,151.2,NA,49.2,7.3,170.2,NA,NA,19,"C10","C","U120",0.6605,0.04,c(7.105081025, 52.39617052)
41262512,7.1,7.6,37.3,35.6,35,NA,2.1,16.9,NA,NA,1518,"C21","C","U120",0.6055,0.08,c(7.499527798, 45.69115803)
41263244,6.1,6.6,10.03,20.2,NA,70.1,1.7,58.1,0.6,1.3,35,"B55","B","U111",1.361,0.06,c(7.142544955, 52.27117669)
41283342,6.9,7.52,13.29,25.7,4,63,2.5,260.4,NA,NA,0,"B11","B","U111",1.355,0,c(7.114492778, 53.15177734)
41302368,6.2,6.38,25.9,38.5,NA,31.7,3.8,126.5,NA,NA,550,"C10","C","U120",0.785,0.13,c(7.60713585, 44.39515727)
41302764,7.3,8.06,21.27,20.8,75,37.5,2.2,528.3,NA,NA,252,"B16","B","U111",1.184,0.1,c(7.443340415, 47.95985668)
41303178,3.5,3.92,7.09,28,NA,24.6,1.5,27.9,NA,NA,99,"C22","C","U120",1.4605,0.04,c(7.237790706, 51.67990242)
41322778,7.2,7.47,12.86,13.8,2,38.9,1.6,241.5,0.8,1.7,237,"B33","B","U111",1.326,0.29,c(7.463831336, 48.08636703)
41323026,5.6,6.2,13.78,8.2,NA,40.9,1,595.5,6,4.6,205,"B11","B","U111",1.083,0.22,c(7.346000293, 50.3152994)
41342746,7.1,7.85,11.06,14.9,11,39.4,1.6,210.2,1.1,1,271,"B16","B","U111",1.382,0.38,c(7.504755177, 47.7992145)
41342782,7.4,8.12,16.43,18.7,173,11.3,1.8,329.8,1.1,1.2,226,"B16","B","U111",1.2105,0.1,c(7.488873305, 48.12294941)
41342812,6.8,6.96,8.99,22.2,NA,32.2,2.2,425.2,NA,NA,232,"B82","B","U111",1.238,0.08,c(7.475440295, 48.39268971)
41362526,4.8,5.38,14.14,31.4,NA,24.2,3.4,121.1,NA,NA,2023,"E10","E","U111",0.7695,0.1,c(7.622192843, 45.82016273)
41382474,5,5.46,25.91,19.9,1,16.5,2.6,58.1,NA,NA,398,"E20","E","U111",0.813,0.12,c(7.667882458, 45.35245724)
41382834,7.4,8.16,18.5,13.9,122,25.7,1.4,334.9,NA,NA,252,"B16","B","U111",1.197,0.17,c(7.519650364, 48.59170093)
41383284,4.2,4.72,4.94,14.7,NA,16.9,0.8,15.1,NA,NA,8,"C22","C","U120",1.4255,0.04,c(7.296365611, 52.63446537)
41402524,4.7,5.2,28.2,25.9,NA,NA,1.9,55.4,NA,NA,1916,"C21","C","U120",0.6635,0.08,c(7.67434455, 45.80329257)
41403088,3.4,3.77,24.7,56.2,NA,28,3.5,117.9,NA,NA,116,"C10","C","U120",0.851,0.12,c(7.42793796, 50.87483445)
41403316,5.8,6.38,7.91,12,NA,67.8,1.2,190.6,0.5,4,14,"B16","B","U111",1.318,0.02,c(7.308268731, 52.92247142)
41403376,5.7,6.09,22,42.5,NA,37.8,4.6,486,NA,NA,-48,"E20","E","U111",1.233,0.18,c(7.274454427, 53.46121102)
41442404,5.3,5.89,8.14,12.4,1,27.5,1.7,85.6,NA,NA,323,"E30","E","U112",0.83,0.22,c(7.76967777, 44.7234845)
41442462,5.6,6.07,25.32,17.5,NA,37.7,2.1,254.7,NA,NA,278,"B16","B","U111",0.986,0.07,c(7.748707842, 45.24603082)
41462518,6.1,6.37,40.86,33.7,NA,19.6,3.4,110.2,NA,NA,1729,"E20","E","U111",0.739,0.04,c(7.753623569, 45.75092461)
41463292,4.6,5.37,7.42,30.7,NA,102.7,2.4,70.2,NA,NA,25,"B13","B","U111",1.2145,0.23,c(7.410228763, 52.70891902)
41482416,6.5,7.01,29.15,9.6,NA,98.7,1.4,118.5,NA,NA,325,"B16","B","U111",0.8685,0.17,c(7.815856171, 44.8326796)
41502450,7.4,8.14,17.16,10.4,43,NA,1.5,289.6,NA,NA,236,"F40","F","U112",1.042,0.17,c(7.829217718, 45.13953367)
41523334,4,4.56,55.2,510.7,NA,88.3,19.3,234,NA,NA,6,"E20","E","U111",0.335,0.01,c(7.477215484, 53.08797473)
41543076,5.1,5.6,18.74,26.5,NA,23.7,2.9,59.6,NA,NA,185,"E20","E","U111",1.1305,0.04,c(7.632228983, 50.77127831)
41562402,7.5,7.66,37.46,20.4,110,64.8,2.5,260.1,NA,NA,298,"B82","B","U111",0.868,0.07,c(7.921482558, 44.70857892)
41582462,5.7,6.23,20.3,13.2,1,40.5,1.6,129.3,0.1,0.3,265,"B54","B","U111",0.875,0.07,c(7.926693859, 45.24968654)
41582848,6.1,6.79,7.37,11,NA,56.2,1.3,174.9,NA,NA,193,"B16","B","U111",1.417,0.09,c(7.784996972, 48.72329658)
41602484,6.9,7.36,21.54,13.6,1,49.2,1.7,81.2,NA,NA,287,"E20","E","U111",0.8095,0.03,c(7.94476201, 45.44835852)
41603342,4.8,5.2,21.7,152.3,NA,25.9,9,72.4,NA,NA,3,"E20","E","U111",0.754,0.04,c(7.592558458, 53.16225708)
41622476,5.2,5.93,8.63,12.3,NA,18.9,1.7,36.7,NA,NA,276,"E20","E","U111",0.853,0.04,c(7.972933072, 45.37679109)
41642752,3.9,4.44,10.87,51.5,NA,19.4,3.5,116.1,NA,NA,1170,"C31","C","U120",0.888,0.21,c(7.902645817, 47.86156154)
41642978,6.6,6.91,17.6,12.9,NA,61.5,1.5,394.8,0.7,2.8,215,"B82","B","U111",1.2495,0.08,c(7.814925742, 49.89347668)
41643072,3.4,3.78,14.85,103.1,NA,18.6,5,61.9,NA,NA,264,"C21","C","U120",0.743,0.28,c(7.775640238, 50.73815944)
41643396,5.5,5.98,10.51,21.6,NA,83.9,2,172.3,NA,NA,-50,"C10","C","U120",1.2185,0.03,c(7.625612583, 53.64838771)
41663232,4.9,5.57,10.14,26.2,NA,83.7,2.1,131.8,NA,NA,44,"E20","E","U111",0.789,0.08,c(7.733779992, 52.17604985)
41681964,5.7,6.48,11.08,19.3,NA,NA,2.2,305.8,NA,NA,167,"E20","E","U111",1.024,0.35,c(8.196251124, 40.75760047)
41682400,7,7.53,35.03,24.4,186,13.7,2.9,295.4,NA,NA,313,"B82","B","U111",0.8175,0.14,c(8.073204707, 44.6934523)
41683290,3.3,4,5.05,25.9,NA,16.2,1.1,22.9,NA,NA,33,"C23","C","U120",1.159,0.03,c(7.736517091, 52.69755388)
41702430,7.2,7.67,21.45,8.1,79,55.7,1.4,98.5,1.1,2.7,252,"B16","B","U111",0.9825,0.08,c(8.089196733, 44.96426413)
41722428,3.8,4.18,13.91,23.5,NA,NA,1.4,36.9,NA,NA,288,"C10","C","U120",0.7315,0.1,c(8.115103942, 44.94670033)
41722878,6.4,6.66,20.51,13.4,1,72.6,1.4,350.7,NA,NA,214,"F40","F","U111",1.3285,0.13,c(7.964118108, 48.99665223)
41743306,5.6,6.34,8.22,17.9,NA,111.6,1.4,137.3,NA,NA,40,"B16","B","U111",1.4315,0.02,c(7.81807925, 52.84290865)
41762422,7.2,7.83,24.97,10.5,53,NA,1.5,125.7,NA,NA,175,"E20","E","U111",0.953,0.06,c(8.167459137, 44.8935298)
41763118,4.7,5.23,21.6,43.9,NA,40.9,4.6,112.9,1.5,3.7,258,"E20","E","U111",1.119,0.25,c(7.927211251, 51.15462441)
41763334,4.8,5.45,7.46,30.9,NA,127.1,1.9,32.3,NA,NA,11,"E20","E","U111",1.3125,0.01,c(7.835266057, 53.09493419)
41782388,7.3,8.02,24.04,15.2,135,NA,1.5,186.2,NA,NA,400,"B82","B","U111",0.9285,0.26,c(8.202545042, 44.58754073)
41782412,7.3,7.88,29.69,14.4,221,NA,1.2,291.1,0.1,0.7,333,"B82","B","U111",0.912,0.2,c(8.195629309, 44.80385003)
41782754,4.3,4.63,38.1,120.5,NA,32.7,6.3,96.9,NA,NA,751,"C21","C","U120",0.812,0.29,c(8.088921918, 47.88296642)
41783032,6.1,6.51,11.96,18,NA,32.4,1.8,189.5,NA,NA,138,"B32","B","U111",1.4745,0.08,c(7.989317885, 50.38236788)
41783068,4.8,5.43,21,60.4,1,18.5,6.3,247.5,NA,NA,502,"E20","E","U111",0.964,0.15,c(7.975449471, 50.70586968)
41783204,6.1,6.64,8.73,10.5,NA,57.4,1.2,258.2,0.6,2.1,53,"B11","B","U111",1.4725,0.05,c(7.920836837, 51.92774942)
41783356,3.5,4.04,41.3,530.7,NA,31.7,12.5,64.7,NA,NA,6,"H12","H","U140",0.263,0.1,c(7.855312224, 53.29306377)
41822402,6.5,6.6,14.66,26.7,1,49.2,2.9,437.2,NA,NA,239,"B82","B","U111",0.8155,0.29,c(8.248894425, 44.71458206)
41822414,7.2,7.77,45.56,33.1,140,13.4,3.6,328.3,NA,NA,240,"E20","E","U111",0.8075,0.05,c(8.245521829, 44.82273295)
41822870,7.1,7.62,12.97,13.1,NA,22.8,1.6,124.2,0.8,2.5,201,"B51","B","U111",1.4135,0.05,c(8.103457523, 48.92712459)
41823036,6.2,6.59,14.84,22,NA,33.1,2.2,298.8,NA,NA,133,"B11","B","U111",1.475,0.09,c(8.044049601, 50.41928745)
41862472,6.4,6.89,30.25,24.6,NA,25.7,2.9,67.2,NA,NA,201,"B17","B","U111",0.953,0.07,c(8.27992631, 45.34618907)
41881876,7.3,8.04,22.8,19.7,634,10.2,1.7,178.2,NA,NA,73,"E30","E","U111",0.8145,0.11,c(8.451394349, 39.96538979)
41881930,5.5,6,18.89,76.7,1,NA,6.1,474.2,NA,NA,690,"D20","D","U420",0.799,0.24,c(8.439558058, 40.45406647)
41883064,5.1,5.41,46,84.6,NA,24.4,8.3,231.9,NA,NA,594,"E20","E","U111",0.6805,0.06,c(8.118411606, 50.672323)
41883154,3.7,4.18,8.87,31.6,NA,15,2.3,48.2,NA,NA,226,"C10","C","U361",1.0965,0.16,c(8.085234529, 51.481013)
41883208,4.3,5.28,7.78,13.2,NA,75.8,1,513.9,NA,NA,53,"B15","B","U111",1.4305,0.02,c(8.064621866, 51.96615758)
41902400,7,7.67,26.03,17.3,211,NA,1.7,153.1,NA,NA,411,"B82","B","U111",0.948,0.12,c(8.350176829, 44.69819612)
41902558,5.3,5.69,31.9,32,NA,17.4,3,82.4,NA,NA,320,"C10","C","U420",0.7265,0.03,c(8.307033155, 46.12160609)
