"POINTID","SURVEY_DATE","Depth","pH_CaCl2","pH_H2O","EC","OC","OC..20.30.cm.","CaCO3","CaCO3..20.30.cm.","P","N","K","Ox_Al","Ox_Fe","Elev","NUTS_0","NUTS_1","NUTS_2","NUTS_3","TH_LAT","TH_LONG","LC","LU"
51863740,"21-08-18","0-20 cm",7.1,7.58,16.89,"25.2","","55",NA,"11","2.5","187.1",NA,NA,53,"LT","LT0","LT02","LT026",56.00463182,23.95807377,"E20","U111"
51863808,"16-05-18","0-20 cm",5.8,6.33,15.5,"21","",NA,NA,"41.4","2","239.7",NA,NA,17,"LV","LV0","LV00","LV009",56.60215035,24.17858635,"B11","U111"
51863830,"28-04-18","0-20 cm",6.2,6.58,12.4,"20","",NA,NA,"31.6","2.2","363.1",NA,NA,11,"LV","LV0","LV00","LV007",56.79537165,24.25168886,"E30","U415"
51864044,"20-06-18","0-20 cm",6.6,7.25,18.2,"43","","23",NA,"49.7","3.3","194.2",NA,NA,46,"EE","EE0","EE00","EE004",58.67239648,25.01148638,"E20","U111"
51864688,"13-08-18","0-20 cm",4.5,5.57,3.58,"16","","1",NA,"16","1.2","48.6",NA,NA,141,"FI","FI1","FI1D","FI1D8",64.28782985,27.98987748,"C32","U120"
51864706,"08-08-18","0-20 cm",3.6,4.78,2.35,"6.3","","1",NA,"< LOD","0.4","< LOD",NA,NA,173,"FI","FI1","FI1D","FI1D8",64.44387086,28.09248075,"C33","U120"
51864760,"07-08-18","0-20 cm",3.7,4.58,3,"20","","1",NA,"< LOD","1","13.6",NA,NA,252,"FI","FI1","FI1D","FI1D8",64.91161844,28.4081597,"C32","U120"
51882740,"08-06-18","0-20 cm",5.4,6.15,7.17,"16.7","",NA,NA,"14.5","1.8","101.1",NA,NA,94,"HU","HU3","HU32","HU321",47.16736541,21.4786596,"E20","U111"
51882794,"24-08-18","0-20 cm",4.1,4.5,4.54,"9","","1",NA,"14","0.9","86.1",NA,NA,110,"HU","HU3","HU32","HU321",47.64666754,21.58633883,"C10","U120"
51882830,"31-07-18","0-20 cm",7.4,8.32,17.3,"15.3","","33",NA,"< LOD","1.6","106.3",NA,NA,69,"HU","HU3","HU32","HU323",47.96605225,21.65955907,"B16","U111"
51883424,"30-06-18","0-20 cm",5.1,5.57,12.52,"12.2","","1",NA,"13.7","1.3","127.2",NA,NA,161,"PL","PL8","PL84","PL841",53.21920196,23.0602986,"C32","U120"
51883636,"05-06-18","0-20 cm",5.6,5.86,55.4,"424.9","","2",NA,"29.4","20.1","109.6",NA,NA,67,"LT","LT0","LT02","LT022",55.08656684,23.666761,"C10","U120"
51883690,"22-08-18","0-20 cm",7.2,7.56,15.61,"30.4","","16",NA,"31.1","2.7","213",NA,NA,84,"LT","LT0","LT02","LT026",55.56157319,23.83215385,"B32","U111"
51883708,"29-08-18","0-20 cm",7.2,7.74,17.33,"18","","8",NA,"< LOD","1.8","80.8",NA,NA,53,"LT","LT0","LT02","LT026",55.71984936,23.88834128,"B22","U111"
51883720,"21-08-18","0-20 cm",6.6,6.93,20.4,"91.8","",NA,NA,"28.3","6.3","123.7",NA,NA,71,"LT","LT0","LT02","LT026",55.82535021,23.92609935,"B13","U111"
51883828,"12-05-18","0-20 cm",6.5,6.79,33.6,"218.6","","1",NA,"25.5","15.2","78.6",NA,NA,10,"LV","LV0","LV00","LV007",56.77425125,24.27710685,"B53","U111"
51884268,"13-06-18","0-20 cm",6.2,6.76,36.99,"34.8","",NA,NA,"40.4","3.2","319.8",2.9,10.4,35,"FI","FI1","FI1B","FI1B1",60.62784102,25.94992024,"B11","U111"
51884306,"09-06-18","0-20 cm",4.8,5.57,5.9,"28","",NA,NA,"< LOD","2.2","67.5",NA,NA,97,"FI","FI1","FI1C","FI1C4",60.95961153,26.1158999,"E10","U415"
51902554,"08-06-18","0-20 cm",5.4,6.13,7.38,"16.5","",NA,NA,"33.2","1.7","243.5",1,2.8,75,"RO","RO4","RO42","RO424",45.5116368,21.15178685,"B11","U111"
51902590,"06-12-18","0-20 cm",4.7,5.23,22.8,"25.9","",NA,NA,"89.5","2.7","606.9",NA,NA,93,"RO","RO4","RO42","RO424",45.83182204,21.21793185,"E20","U111"
51902618,"08-12-18","0-20 cm",7.2,7.34,26.7,"19.2","","2",NA,"42.3","2","962.5",NA,NA,134,"RO","RO4","RO42","RO421",46.08076765,21.27008173,"F40","U111"
51902636,"09-12-18","0-20 cm",4.9,5.5,16.7,"14.8","","1",NA,"10.1","1.5","155.7",NA,NA,108,"RO","RO4","RO42","RO421",46.24076403,21.30393717,"B13","U111"
51902856,"05-07-18","0-20 cm",6.7,7,16.01,"26.2","","3",NA,"23.2","2.7","410.1",NA,NA,51,"HU","HU3","HU32","HU323",48.19379558,21.73978792,"C10","U120"
51902946,"26-06-18","0-20 cm",5.7,6.1,7.63,"18","","1",NA,"< LOD","1.8","76.3",NA,NA,171,"SK","SK0","SK04","SK041",48.99147355,21.9306687,"C10","U120"
51902950,"26-06-18","0-20 cm",5.9,6.45,7.41,"24","",NA,NA,"< LOD","2.5","133.5",NA,NA,242,"SK","SK0","SK04","SK041",49.02690889,21.93933318,"E20","U111"
51903004,"08-09-18","0-20 cm",6.7,7.39,11.96,"10.1","","36",NA,"19.1","0.8","66.9",NA,NA,571,"PL","PL8","PL82","PL821",49.50514534,22.05785859,"C10","U420"
51903130,"16-09-18","0-20 cm",3.5,4.53,6.96,"23.5","","1",NA,"17","1.6","14.8",NA,NA,192,"PL","PL8","PL81","PL815",50.62002115,22.34613922,"C22","U120"
51903194,"09-06-18","0-20 cm",6.3,6.65,17.66,"9.7","","1",NA,"74.6","1.3","267.8",NA,NA,238,"PL","PL8","PL81","PL814",51.18577117,22.49919824,"B11","U111"
51903238,"20-08-18","0-20 cm",4.3,4.86,11.57,"28.5","",NA,NA,"< LOD","2.7","14.3",NA,NA,177,"PL","PL8","PL81","PL814",51.57451612,22.60715592,"E20","U111"
51903328,"05-10-18","0-20 cm",4.5,4.98,11.28,"7.7","","1",NA,"29.9","1.1","51.3",NA,NA,146,"PL","PL9","PL92","PL925",52.36914923,22.83522552,"B14","U111"
51903342,"05-10-18","0-20 cm",4.5,4.99,12.4,"6.8","",NA,NA,"97.8","0.8","124.1",NA,NA,198,"PL","PL8","PL84","PL842",52.49269522,22.87160823,"B14","U111"
51903360,"06-07-18","0-20 cm",4.5,4.91,12.67,"11.7","",NA,NA,"71.5","1.3","64.2",NA,NA,144,"PL","PL8","PL84","PL842",52.65151489,22.91875437,"B16","U111"
51903592,"10-09-18","0-20 cm",3.6,4.2,4.95,"23.9","",NA,NA,"42.4","1.4","28.3",NA,NA,77,"LT","LT0","LT02","LT024",54.69597203,23.56594086,"C23","U120"
51903736,"17-08-18","0-20 cm",5.8,6.25,14.43,"54.8","","1",NA,"< LOD","4.7","67.3",NA,NA,10047,"LT","LT0","LT02","LT026",55.96251658,24.0082844,"C31","U120"
51904048,"07-08-18","0-20 cm",4.5,4.93,29.7,"53.9","","2",NA,"29.3","4.7","84.6",NA,NA,53,"EE","EE0","EE00","EE004",58.69987733,25.0940441,"C31","U120"
51904062,"01-09-18","0-20 cm",7,7.25,20,"26","","9",NA,"< LOD","2","33.9",1,2.5,50,"EE","EE0","EE00","EE006",58.82247345,25.14738789,"E20","U370"
51904292,"21-06-18","0-20 cm",3.3,4.02,14.13,"175.9","",NA,NA,"10.7","7.8","97.1",NA,NA,107,"FI","FI1","FI1C","FI1C3",60.83334017,26.09006128,"C23","U120"
51904310,"09-06-18","0-20 cm",3.6,4.96,14.12,"52.1","","1",NA,"19.2","3.7","96.5",NA,NA,117,"FI","FI1","FI1C","FI1C4",60.99044029,26.16952503,"C31","U120"
51904336,"06-06-18","0-20 cm",4.7,5.49,6.03,"31.9","","1",NA,"83.8","2.1","94.6",NA,NA,105,"FI","FI1","FI1C","FI1C3",61.21728788,26.28588465,"C31","U120"
51904372,"24-07-18","0-20 cm",4.7,5.63,3.84,"22.8","","1",NA,"25","1.5","73.8",NA,NA,148,"FI","FI1","FI1D","FI1D1",61.53123527,26.45015313,"C33","U120"
51904400,"24-07-18","0-20 cm",3.8,4.56,5.91,"49","","2",NA,"< LOD","2.4","54",NA,NA,105,"FI","FI1","FI1D","FI1D1",61.77529357,26.58052073,"C31","U120"
51922542,"10-12-18","0-20 cm",6.1,6.4,18.36,"14.8","",NA,NA,"13.3","1.6","176.1",NA,NA,82,"RO","RO4","RO42","RO424",45.40219352,21.15524839,"E30","U112"
51922818,"14-08-18","0-20 cm",6.1,6.68,7.54,"10.7","",NA,NA,"18.2","1","169.8",NA,NA,70,"HU","HU3","HU32","HU323",47.85394224,21.68791369,"B16","U111"
51922944,"28-05-18","0-20 cm",5.8,6.45,6.68,"20.9","",NA,NA,"43.7","2.2","250.1",NA,NA,161,"SK","SK0","SK04","SK041",48.9708477,21.95336034,"E20","U111"
51923178,"09-06-18","0-20 cm",6,6.58,6.02,"9.4","",NA,NA,"17.9","1","68.5",NA,NA,256,"PL","PL8","PL81","PL814",51.04131101,22.48866773,"B15","U111"
51923376,"09-07-18","0-20 cm",5.6,6.08,8.73,"8.2","","2",NA,"13.8","1.1","30",NA,NA,123,"PL","PL8","PL84","PL842",52.78946824,22.99025485,"B14","U111"
51923642,"04-06-18","0-20 cm",4.6,5.25,9.34,"31.1","","1",NA,"11.3","2.5","81.7",NA,NA,41,"LT","LT0","LT02","LT022",55.13255269,23.74659675,"C31","U120"
51923710,"29-08-18","0-20 cm",7.2,7.69,20.29,"17.5","","8",NA,"51","1.9","208.2",NA,NA,41,"LT","LT0","LT02","LT026",55.7305107,23.95719291,"B11","U111"
51923724,"28-08-18","0-20 cm",7.2,7.67,19.41,"26.4","","8",NA,"37.2","2.2","195.1",NA,NA,10060,"LT","LT0","LT02","LT026",55.85356645,24.00150047,"B22","U111"
51923832,"07-05-18","0-20 cm",5.9,6.46,9.48,"10.7","",NA,NA,"41.8","1.2","58.9",NA,NA,26,"LV","LV0","LV00","LV007",56.80222983,24.35474595,"E20","U111"
51923930,"25-07-18","0-20 cm",4.6,5.2,8.23,"56","",NA,NA,"18.3","3.9","69.3",NA,NA,63,"LV","LV0","LV00","LV007",57.66207085,24.69386191,"C10","U120"
51923944,"26-07-18","0-20 cm",5,5.55,11.54,"61.1","",NA,NA,"20.6","4.9","59.3",NA,NA,68,"LV","LV0","LV00","LV007",57.78482645,24.74383621,"C31","U120"
51924744,"08-08-18","0-20 cm",4.1,4.52,2.9,"17.6","",NA,NA,"< LOD","0.9","21",NA,NA,178,"FI","FI1","FI1D","FI1D8",64.75897777,28.43437124,"C31","U120"
51924780,"07-08-18","0-20 cm",4.2,4.77,2.74,"23.4","",NA,NA,"< LOD","1.1","19.1",NA,NA,236,"FI","FI1","FI1D","FI1D8",65.0704219,28.6504168,"C32","U120"
51942696,"15-07-18","0-20 cm",7.3,8.28,19.04,"15.4","","7",NA,"80.4","1.6","572",NA,NA,90,"HU","HU3","HU33","HU332",46.76832132,21.47052728,"E20","U111"
51942720,"18-07-18","0-20 cm",5.9,6.61,6.81,"21.6","",NA,NA,"12.8","2.4","227.4",1.5,8.1,85,"HU","HU3","HU32","HU321",46.98143818,21.51747346,"B31","U111"
51942732,"19-07-18","0-20 cm",5.1,6.4,13.68,"37.2","",NA,NA,"< LOD","3.4","217.2",NA,NA,10130,"HU","HU3","HU32","HU321",47.08797612,21.5411306,"E20","U111"
51942742,"18-07-18","0-20 cm",4.5,5.64,10.07,"25.5","",NA,NA,"32.2","2.5","88.2",NA,NA,50,"HU","HU3","HU32","HU321",47.17674733,21.5609395,"E20","U111"
51942886,"02-07-18","0-20 cm",5.6,6.05,8.15,"24","",NA,NA,"< LOD","2.4","137.6",NA,NA,136,"SK","SK0","SK04","SK042",48.4540171,21.8560579,"C10","U420"
51943026,"05-09-18","0-20 cm",5,5.57,10.35,"18.5","",NA,NA,"< LOD","2.3","121.8",NA,NA,352,"PL","PL8","PL82","PL821",49.69398524,22.16180482,"C10","U420"
51943092,"23-08-18","0-20 cm",4.3,5.08,6.56,"5.4","",NA,NA,"3.3","0.5","34.4",NA,NA,247,"PL","PL8","PL82","PL824",50.27793042,22.31287705,"C32","U120"
51943354,"18-06-18","0-20 cm",6.4,6.98,17.05,"7.5","",NA,NA,"50","0.8","84.9",NA,NA,173,"PL","PL8","PL84","PL842",52.59221165,22.96122302,"B16","U111"
51943440,"17-06-18","0-20 cm",5.9,6.1,47.5,"134.2","",NA,NA,"20.2","11.7","72.2",NA,NA,149,"PL","PL8","PL84","PL841",53.35054152,23.1926537,"C10","U120"
51943470,"04-08-18","0-20 cm",5.2,5.7,5.94,"9.9","",NA,NA,"29.1","1.3","22.7",NA,NA,229,"PL","PL8","PL84","PL841",53.61492103,23.27574701,"B15","U111"
51943554,"06-08-18","0-20 cm",6.2,6.75,3.07,"6.3","",NA,NA,"28.7","0.7","78.4",NA,NA,120,"LT","LT0","LT02","LT021",54.35475622,23.5152266,"B41","U111"
51943644,"29-08-18","0-20 cm",7.5,7.91,19.49,"21.6","","13",NA,"17","2.1","162",NA,NA,45,"LT","LT0","LT02","LT022",55.14672989,23.78353416,"F40","U111"
51943654,"04-06-18","0-20 cm",6.8,7.33,15.3,"21.4","","5",NA,"33.8","2.3","88.1",0.8,1.1,52,"LT","LT0","LT02","LT022",55.23468125,23.81412937,"B11","U111"
51943702,"23-08-18","0-20 cm",6.8,7.01,9.81,"13.8","","2",NA,"< LOD","1.4","108.7",0.8,1.6,73,"LT","LT0","LT02","LT026",55.65671893,23.96324933,"B14","U111"
51943738,"10-05-18","0-20 cm",7.1,7.46,22.3,"92","","65",NA,"21.1","6.3","105.4",NA,NA,50,"LT","LT0","LT02","LT025",55.97310596,24.07760677,"B11","U111"
51943752,"21-08-18","0-20 cm",6.8,7.09,9.73,"33.6","","2",NA,"11.6","2.7","191.6",NA,NA,53,"LT","LT0","LT02","LT025",56.09611233,24.1226766,"E20","U111"
51943774,"10-05-18","0-20 cm",6.6,6.93,57,"62.9","","18",NA,"62.5","5.5","228.3",NA,NA,30,"LV","LV0","LV00","LV009",56.28937039,24.19418929,"B11","U111"
51943882,"25-07-18","0-20 cm",5.1,5.85,5,"14.2","",NA,NA,"35.6","1.6","65.9",NA,NA,31,"LV","LV0","LV00","LV007",57.23741185,24.55792917,"B11","U111"
51943936,"20-09-18","0-20 cm",5.8,6.43,14.36,"18.5","",NA,NA,"< LOD","1.9","91.6",NA,NA,63,"LV","LV0","LV00","LV007",57.71099793,24.74809189,"E20","U111"
51943950,"26-07-18","0-20 cm",5.6,5.91,18.03,"142.5","",NA,NA,"15.6","9","85.4",NA,NA,51,"LV","LV0","LV00","LV007",57.83373091,24.79833895,"C10","U120"
51944074,"02-09-18","0-20 cm",5.5,5.77,41.3,"112.2","","2",NA,"< LOD","8.5","75.4",NA,NA,72,"EE","EE0","EE00","EE006",58.91989099,25.26129863,"C10","U120"
51944092,"04-09-18","0-20 cm",6.1,6.26,62.4,"457.7","","2",NA,"10.7","24.9","125.3",NA,NA,75,"EE","EE0","EE00","EE001",59.07742034,25.33129608,"C31","U120"
51944110,"04-09-18","0-20 cm",5.6,6.08,50.52,"199","",NA,NA,"28.3","13.7","49.9",NA,NA,65,"EE","EE0","EE00","EE001",59.23491328,25.40203389,"E20","U111"
51944118,"10-08-18","0-20 cm",3.5,4.66,2.5,"6.7","","1",NA,"< LOD","0.5","25.4",NA,NA,62,"EE","EE0","EE00","EE001",59.30489834,25.43371353,"C22","U120"
51944124,"10-08-18","0-20 cm",3,4.1,6.61,"101.6","","1",NA,"< LOD","4.3","63.9",NA,NA,67,"EE","EE0","EE00","EE001",59.35738234,25.45757132,"C23","U120"
51944376,"24-07-18","0-20 cm",3.9,4.72,5.32,"50.8","","2",NA,"51.5","2.7","79.5",NA,NA,133,"FI","FI1","FI1D","FI1D1",61.55774608,26.54166888,"C22","U120"
51944430,"10-07-18","0-10 cm",3.5,4.34,5.3,"35.1","",NA,NA,"19.4","2","62.9",NA,NA,139,"FI","FI1","FI1D","FI1D1",62.02815838,26.79685449,"C21","U120"
51944466,"11-07-18","0-20 cm",3.9,4.49,5.58,"36.6","",NA,NA,"32.9","1.7","48.5",NA,NA,140,"FI","FI1","FI1D","FI1D1",62.3415302,26.97194508,"C32","U120"
51944542,"23-07-18","0-20 cm",3.9,4.77,4.19,"29.1","","1",NA,"< LOD","1.7","34.7",NA,NA,106,"FI","FI1","FI1D","FI1D2",63.00243851,27.35532304,"C33","U120"
51944554,"17-07-18","0-20 cm",5.7,6.08,17.78,"51.3","",NA,NA,"47.6","4.4","96.6",1.2,35.8,10107,"FI","FI1","FI1D","FI1D2",63.10670792,27.41762913,"B55","U111"
51944682,"13-08-18","0-20 cm",3.9,4.7,4.86,"51.9","","1",NA,"17.7","2.4","49",NA,NA,154,"FI","FI1","FI1D","FI1D8",64.21737001,28.11448099,"C21","U120"
51944754,"07-08-18","0-20 cm",4.5,5.15,2.51,"15.6","","2",NA,"< LOD","0.8","33.6",NA,NA,202,"FI","FI1","FI1D","FI1D8",64.8407773,28.53425445,"C33","U120"
51944802,"12-06-18","0-20 cm",3.6,4.58,3.46,"30.1","","1",NA,"< LOD","1.8","21.3",NA,NA,255,"FI","FI1","FI1D","FI1D8",65.2557945,28.82617599,"C21","U120"
51944808,"15-06-18","0-20 cm",3.4,4.55,2.4,"6.4","","1",NA,"< LOD","0.4","13.5",NA,NA,298,"FI","FI1","FI1D","FI1D8",65.30763695,28.86337488,"C31","U120"
51944826,"15-06-18","0-20 cm",4.2,4.81,3.03,"35","",NA,NA,"< LOD","1.4","38.5",NA,NA,274,"FI","FI1","FI1D","FI1D9",65.46311671,28.97594017,"C32","U120"
51962628,"12-12-18","0-20 cm",5.5,5.78,59.2,"24.1","","1",NA,"13.9","3","376.2",NA,NA,111,"RO","RO4","RO42","RO421",46.16144807,21.36575221,"E20","U111"
51962650,"09-12-18","0-20 cm",6.1,6.3,25.1,"26.1","","1",NA,"23.1","2.8","453.9",NA,NA,104,"RO","RO4","RO42","RO421",46.35693911,21.40761604,"B52","U111"
51962812,"14-08-18","0-20 cm",6.4,6.9,6.25,"9.7","",NA,NA,"< LOD","1.1","109.3",NA,NA,72,"HU","HU3","HU32","HU323",47.79503958,21.72846829,"B16","U111"
51962830,"31-07-18","0-20 cm",6.5,7.1,10.74,"9","",NA,NA,"< LOD","0.9","112.5",NA,NA,78,"HU","HU3","HU32","HU323",47.95467605,21.76554363,"E30","U112"
51963070,"14-08-18","0-20 cm",5.2,5.87,11.61,"9.1","",NA,NA,"49","1.2","175.8",0.7,2,242,"PL","PL8","PL82","PL823",50.08032617,22.28962313,"B32","U111"
51963208,"04-07-18","0-20 cm",6.2,6.85,7.75,"6.8","",NA,NA,"16.8","1","80.4",0.4,1.3,235,"PL","PL8","PL81","PL814",51.30023064,22.61826969,"B15","U111"
51963268,"28-09-18","0-20 cm",6.8,7.05,47.3,"105.1","","13",NA,"45.2","9","79.3",NA,NA,173,"PL","PL8","PL81","PL811",51.83009729,22.76800227,"E20","U111"
51963286,"06-10-18","0-20 cm",6.8,7.35,13.66,"23.1","","4",NA,"65.5","1.9","165.6",NA,NA,172,"PL","PL8","PL81","PL811",51.98899523,22.81377102,"C10","U420"
51963348,"18-06-18","0-20 cm",4.6,5.44,3.63,"6.6","",NA,NA,"79.1","0.8","54.3",NA,NA,161,"PL","PL8","PL84","PL842",52.53609107,22.97451644,"B18","U111"
51963358,"18-06-18","0-20 cm",6.1,6.48,7.3,"18.2","",NA,NA,"15","2.1","70",NA,NA,135,"PL","PL8","PL84","PL842",52.62430048,23.00090225,"E20","U111"
51963602,"05-08-18","0-20 cm",3.7,4.34,4.87,"21.4","","2",NA,"< LOD","1.6","26.5",NA,NA,78,"LT","LT0","LT02","LT022",54.77384595,23.6873446,"C32","U120"
51963688,"22-08-18","0-20 cm",7.1,7.5,12.68,"21.6","","15",NA,"45","2.1","85.5",NA,NA,64,"LT","LT0","LT02","LT025",55.53018536,23.95049507,"B23","U111"
51963732,"17-08-18","0-20 cm",6.2,6.53,64.2,"379","","2",NA,"18.6","25.1","151.6",NA,NA,10040,"LT","LT0","LT02","LT026",55.91688304,24.08981547,"C10","U120"
51963894,"25-07-18","0-20 cm",6.5,7.07,5.62,"15.5","","1",NA,"10.7","1.5","37.1",NA,NA,50,"LV","LV0","LV00","LV007",57.33902718,24.63224182,"B15","U111"
51963940,"25-07-18","0-20 cm",3.7,4.12,9.85,"80.8","",NA,NA,"26.5","5.3","88.9",NA,NA,76,"LV","LV0","LV00","LV007",57.74236956,24.79529183,"C31","U120"
51963982,"16-09-18","0-20 cm",6.8,7.31,12.23,"23","","10",NA,"< LOD","2","55.6",NA,NA,57,"EE","EE0","EE00","EE004",58.11044747,24.94788979,"E20","U111"
51963988,"31-08-18","0-20 cm",5.2,5.41,132.3,"436.6","",NA,NA,"14.7","30.3","87.2",NA,NA,48,"EE","EE0","EE00","EE004",58.16301488,24.96998734,"E20","U111"
51964006,"31-08-18","0-20 cm",4,4.5,87.9,"493.8","","1",NA,"30.1","28.2","117.4",NA,NA,34,"EE","EE0","EE00","EE004",58.32069413,25.03673486,"C33","U120"
51964708,"08-08-18","0-20 cm",3.9,4.5,2.95,"12.9","",NA,NA,"< LOD","0.8","21.6",NA,NA,210,"FI","FI1","FI1D","FI1D8",64.43793273,28.3035261,"C22","U120"
51964834,"15-06-18","0-20 cm",4.2,5.18,2.44,"24","","5",NA,"< LOD","1.2","16.5",NA,NA,255,"FI","FI1","FI1D","FI1D9",65.52730934,29.06778827,"C22","U120"
51964900,"29-05-18","0-20 cm",4.9,5.8,8.26,"26.2","",NA,NA,"72.1","2.5","56.5",NA,NA,278,"FI","FI1","FI1D","FI1D9",66.0965259,29.49666135,"E20","U111"
51981896,"09-05-18","0-20 cm",7.4,8.04,22.09,"26.9","","250",NA,"< LOD","2.7","399.2",NA,NA,36,"EL","EL5","EL54","EL542",39.62581322,20.19177782,"B74","U111"
51982734,"19-07-18","0-20 cm",6.9,7.37,11.64,"17.1","","1",NA,"11.6","1.8","531.8",NA,NA,10135,"HU","HU3","HU32","HU321",47.10012533,21.59722891,"B32","U111"
51982864,"19-07-18","0-20 cm",6.3,6.67,7.83,"17.5","",NA,NA,"16","2","212",NA,NA,90,"HU","HU3","HU31","HU311",48.25324996,21.8630292,"B52","U111"
51982918,"24-07-18","0-20 cm",5.4,6.15,9.5,"22.5","",NA,NA,"34.8","2.7","336.2",1.2,7.7,145,"SK","SK0","SK04","SK042",48.73177846,21.97802527,"B16","U111"
51983080,"15-09-18","0-20 cm",5.3,6,19.28,"8.3","","1",NA,"51.2","1","140.4",NA,NA,268,"PL","PL8","PL82","PL823",50.16576987,22.34039473,"F40","U111"
51983278,"28-09-18","0-20 cm",5.9,6.32,14.29,"10.4","",NA,NA,"17.4","1.1","58.4",1.4,2.7,173,"PL","PL8","PL81","PL811",51.91523143,22.82206788,"B14","U111"
51983310,"06-10-18","0-20 cm",5.1,5.54,11.2,"9.8","",NA,NA,"37.2","1","99.4",1.2,1.5,200,"PL","PL9","PL92","PL925",52.19764568,22.90428181,"B75","U111"
51983328,"05-10-18","0-20 cm",3.7,4.25,3.4,"12.5","",NA,NA,"26.5","0.7","20",NA,NA,158,"PL","PL9","PL92","PL925",52.35646376,22.9510921,"C22","U120"
51983664,"04-06-18","0-20 cm",6.8,7.15,19.91,"19.2","","3",NA,"74.4","2.2","420.7",0.5,1.4,52,"LT","LT0","LT02","LT022",55.31573468,23.90682914,"B21","U111"
51983700,"22-08-18","0-20 cm",7.1,7.69,14.15,"12","","14",NA,"25.7","1.1","135.2",NA,NA,65,"LT","LT0","LT02","LT026",55.63218692,24.01937309,"B11","U111"
51983736,"10-05-18","0-20 cm",6.5,6.78,12.32,"18.6","",NA,NA,"11.7","2","137.4",0.9,1.7,47,"LT","LT0","LT02","LT025",55.94851681,24.13408631,"B11","U111"
51983844,"19-05-18","0-20 cm",5.1,5.56,23.13,"41.8","",NA,NA,"16.2","3.8","59.1",NA,NA,13,"LV","LV0","LV00","LV007",56.89675745,24.49186092,"E20","U111"
51984142,"18-08-18","0-20 cm",3.7,4.82,5.53,"31","","1",NA,"15.3","2.4","32",NA,NA,-4,"EE","EE0","EE00","EE001",59.50697802,25.59856376,"C32","U120"
51984498,"25-06-18","0-20 cm",3.5,4.42,4.91,"42.7","","2",NA,"< LOD","2.4","66.5",NA,NA,135,"FI","FI1","FI1D","FI1D2",62.61119125,27.2063856,"C21","U120"
51984534,"23-07-18","0-20 cm",4,4.95,4.51,"31.5","","2",NA,"58.5","1.5","50.4",NA,NA,108,"FI","FI1","FI1D","FI1D2",62.92408352,27.39012221,"C31","U120"
51984664,"13-08-18","0-20 cm",4.5,5.31,2.69,"25.4","","1",NA,"< LOD","1.3","16",NA,NA,183,"FI","FI1","FI1D","FI1D8",64.05214268,28.09157146,"C22","U120"
51984768,"07-08-18","0-20 cm",3.9,4.85,2.99,"9.6","","1",NA,"< LOD","0.8","12.7",NA,NA,227,"FI","FI1","FI1D","FI1D8",64.95231825,28.69949781,"C22","U120"
52002694,"07-11-18","0-20 cm",6.2,6.53,9.81,"21.1","","1",NA,"14.9","2","299.6",NA,NA,90,"RO","RO1","RO11","RO111",46.74220648,21.54433924,"E20","U111"
52002798,"24-08-18","0-20 cm",6.7,6.87,15.37,"24.4","","1",NA,"30.9","2.4","370.7",NA,NA,97,"HU","HU3","HU32","HU321",47.66516722,21.75252818,"C10","U420"
52002838,"10-08-18","0-20 cm",5.8,6.62,3.93,"9.6","",NA,NA,"< LOD","1.1","106",NA,NA,53,"HU","HU3","HU32","HU323",48.01988036,21.83516412,"B16","U111"
52002852,"10-08-18","0-20 cm",7,7.3,16.14,"33.1","","4",NA,"< LOD","2.9","104.7",NA,NA,45,"HU","HU3","HU32","HU323",48.14399468,21.86443423,"B16","U111"
52002906,"23-07-18","0-20 cm",7,7.47,11.46,"16.3","","3",NA,"11.3","1.9","124.7",NA,NA,145,"SK","SK0","SK04","SK042",48.6225511,21.97905985,"E20","U318"
52003090,"23-08-18","0-20 cm",4.8,5.6,5.98,"6.9","",NA,NA,"48.4","0.9","100.5",NA,NA,258,"PL","PL8","PL82","PL824",50.25118502,22.39136991,"B35","U111"
52003108,"29-09-18","0-20 cm",6.6,6.83,16.79,"8.2","","1",NA,"24.3","0.9","98.4",NA,NA,187,"PL","PL8","PL81","PL812",50.41034353,22.43361132,"B19","U111"
52003302,"06-10-18","0-20 cm",4.4,4.71,17.05,"9.2","",NA,NA,"35.2","0.8","123",NA,NA,199,"PL","PL9","PL92","PL925",52.12388049,22.91242285,"B14","U111"
52003320,"06-10-18","0-20 cm",4.8,5.18,8.43,"6.3","",NA,NA,"24.5","0.9","67.6",NA,NA,191,"PL","PL9","PL92","PL925",52.28269835,22.95914981,"B14","U111"
52003356,"18-06-18","0-20 cm",4.9,5.76,3.15,"7.2","",NA,NA,"57.5","0.8","64.6",NA,NA,153,"PL","PL8","PL84","PL842",52.60024739,23.05384413,"E20","U111"
52003468,"10-05-18","0-20 cm",6.7,7.08,29.2,"18.7","","8",NA,"42.4","1.9","424",NA,NA,175,"PL","PL8","PL84","PL841",53.58743624,23.35944798,"E10","U111"
52003578,"21-08-18","0-20 cm",6,6.47,14.53,"19.9","",NA,NA,"49.6","2.1","72.6",NA,NA,100,"LT","LT0","LT02","LT024",54.55589452,23.6768325,"E20","U111"
52003714,"21-08-18","0-20 cm",7,7.58,8.46,"17.8","","5",NA,"20.8","1.3","110.1",NA,NA,58,"LT","LT0","LT02","LT025",55.75171917,24.09501386,"B52","U111"
