"POINTID","Revisited_point","Coarse","Clay","Sand","Silt","Soil_Stones","Elevation","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3"
51523730,"Yes",NA,NA,NA,NA,1,5,7.2,7.42,21.6,42.5,21,28.4,4.4,132.9,"B11","U111","LT","LT0","LT02","LT026"
51523784,"Yes",NA,NA,NA,NA,2,258,7.3,7.76,12.42,17.3,71,13.9,1.6,43.8,"B11","U111","LV","LV0","LV00","LV009"
51524072,"Yes",NA,NA,NA,NA,3,675,3.6,4.15,87.8,519.5,0,162.1,24.5,51.8,"C31","U120","EE","EE0","EE00","EE006"
51524078,"Yes",NA,NA,NA,NA,2,233,6.9,7.03,14.21,25.3,5,5.9,2.4,91.9,"B32","U111","EE","EE0","EE00","EE006"
51524306,"Yes",NA,NA,NA,NA,1,928,3.7,3.97,42.5,55.2,0,31.5,3.9,85.7,"C10","U120","FI","FI1","FI1C","FI1C3"
51524414,"Yes",NA,NA,NA,NA,1,842,3.5,4.48,10.74,68.7,0,29.7,3.2,104.3,"C21","U120","FI","FI1","FI19","FI193"
51524432,"Yes",NA,NA,NA,NA,1,686,4.7,5.11,16.45,9.3,0,33.4,1.1,56.9,"B54","U111","FI","FI1","FI19","FI193"
51524558,"Yes",NA,NA,NA,NA,1,686,4.4,5.05,4.14,6.2,0,0,0.5,21.7,"C21","U120","FI","FI1","FI1D","FI1D2"
51524828,"Yes",NA,NA,NA,NA,1,763,4.3,4.79,3.72,10.5,0,14.4,0.7,114.7,"C32","U120","FI","FI1","FI1D","FI1D9"
51524864,"Yes",NA,NA,NA,NA,1,867,5,5.36,12.22,20,0,98.2,2,25.2,"B55","U111","FI","FI1","FI1D","FI1D7"
51542582,"Yes",NA,NA,NA,NA,1,1124,7.5,7.79,30.2,28.7,59,9.3,2.7,323.2,"B11","U111","RO","RO4","RO42","RO424"
51542626,"Yes",NA,NA,NA,NA,1,1103,7.6,7.92,22.6,26.6,106,11.8,2.4,174.2,"B11","U111","RO","RO4","RO42","RO421"
51542680,"Yes",NA,NA,NA,NA,1,991,7.7,7.91,18.62,26.1,37,25.5,2.8,331.5,"B18","U111","HU","HU3","HU33","HU332"
51542716,"Yes",NA,NA,NA,NA,1,750,6.4,6.55,10.07,23.7,3,11.9,2.5,271.7,"B31","U111","HU","HU3","HU33","HU332"
51542784,"Yes",NA,NA,NA,NA,1,701,6,6.63,33.7,24.9,1,19.8,2.3,110.2,"E20","U111","HU","HU3","HU32","HU321"
51542798,"Yes",NA,NA,NA,NA,1,1000,5.8,6.02,24.9,44,1,163.2,4.6,844.1,"E20","U111","HU","HU3","HU32","HU321"
51542802,"Yes",NA,NA,NA,NA,1,541,5,5.18,9.53,37.8,1,24.5,3.5,171.5,"B16","U111","HU","HU3","HU32","HU321"
51542842,"Yes",NA,NA,NA,NA,1,601,5.2,5.4,24,53.1,0,58.1,5.7,379.9,"E20","U111","HU","HU3","HU31","HU311"
51542896,"Yes",19,29,17,55,2,573,7,7.3,14.51,14.6,3,9.2,1.8,152.8,"B11","U111","SK","SK0","SK04","SK042"
51542942,"Yes",NA,NA,NA,NA,3,494,4.9,5,22.1,22.9,0,12.3,2.2,75.1,"C10","U120","SK","SK0","SK04","SK041"
51543180,"Yes",NA,NA,NA,NA,1,536,4.6,5.23,3.9,7.2,0,54.8,0.7,30.8,"B21","U111","PL","PL8","PL81","PL815"
51543194,"Yes",NA,NA,NA,NA,3,850,4.7,5.33,4.03,5.8,0,24.2,0.8,227.2,"B71","U111","PL","PL8","PL81","PL815"
51543256,"Yes",NA,NA,NA,NA,2,427,5.2,5.37,162.2,340.4,0,31,28,44.5,"E20","U111","PL","PL8","PL81","PL815"
51543472,"Yes",4,3,83,13,2,774,3.8,4.32,4.11,20.6,0,56.1,1.1,15.7,"C32","U120","PL","PL8","PL84","PL843"
51543482,"Yes",NA,NA,NA,NA,1,813,6.9,7.28,32.5,14.1,10,36.2,1.7,266.8,"B16","U111","PL","PL6","PL62","PL623"
51543736,"Yes",NA,NA,NA,NA,2,768,6.6,6.96,21,13.5,1,10.1,1.5,32,"B55","U111","LT","LT0","LT02","LT026"
51544238,"Yes",NA,NA,NA,NA,2,749,4.2,4.65,26.9,43,0,19.1,4,185.9,"E10","U319","FI","FI1","FI1B","FI1B1"
51544246,"Yes",NA,NA,NA,NA,1,1021,3.5,4.42,14.32,90,0,30.7,4.2,120.1,"C32","U120","FI","FI1","FI1B","FI1B1"
51544350,"Yes",NA,NA,NA,NA,1,495,4.3,5.05,67.4,370.9,0,173,18.4,812.2,"C31","U420","FI","FI1","FI1C","FI1C3"
51544498,"Yes",NA,NA,NA,NA,1,871,4.3,4.23,22.7,54,0,23.3,2.2,92.3,"C33","U120","FI","FI1","FI19","FI193"
51544512,"Yes",NA,NA,NA,NA,2,751,4.3,5.09,60.4,223.6,0,130.5,9.2,734.6,"C31","U120","FI","FI1","FI1D","FI1D2"
51544566,"Yes",NA,NA,NA,NA,1,786,5.3,5.62,5.44,19.5,0,33,1.6,57,"B55","U111","FI","FI1","FI1D","FI1D2"
51544728,"Yes",NA,NA,NA,NA,1,100,3.4,4.26,3.48,55.5,0,13.2,1.5,35.3,"C32","U120","FI","FI1","FI1D","FI1D8"
51544894,"Yes",18,2,83,15,1,464,3.5,4.03,3.67,16.6,0,0,0.6,10.8,"C22","U120","FI","FI1","FI1D","FI1D7"
51562908,"Yes",NA,NA,NA,NA,1,554,6,6.1,17.66,38.1,0,39.4,3.5,337.9,"C10","U120","SK","SK0","SK04","SK042"
51562926,"Yes",NA,NA,NA,NA,1,494,5.7,5.98,17.84,14,0,59.4,1.6,247.5,"B12","U111","SK","SK0","SK04","SK042"
51563088,"Yes",NA,NA,NA,NA,1,517,4,4.23,9.26,9.9,0,34,1.2,35.3,"C10","U120","PL","PL8","PL82","PL823"
51563178,"Yes",NA,NA,NA,NA,1,703,7,7.39,10.29,10.4,3,49,1.1,17.7,"B71","U111","PL","PL8","PL81","PL815"
51563222,"Yes",NA,NA,NA,NA,1,361,4.5,4.99,8.39,9.9,0,70.5,1,51.7,"B16","U111","PL","PL8","PL81","PL815"
51563268,"Yes",NA,NA,NA,NA,1,699,4.6,5.27,3.76,8.7,0,32.1,0.9,48.6,"B18","U111","PL","PL8","PL81","PL815"
51563304,"Yes",NA,NA,NA,NA,2,780,7.1,7.23,63.4,84.8,71,91.4,9.1,49.4,"E20","U111","PL","PL9","PL92","PL925"
51563322,"Yes",NA,NA,NA,NA,2,778,5.9,6.22,5.78,8.9,0,9.6,1,104.4,"B55","U111","PL","PL9","PL92","PL925"
51563670,"Yes",NA,NA,NA,NA,1,718,4.5,4.84,4.07,10.9,0,14.2,1.3,62.3,"B11","U111","LT","LT0","LT02","LT022"
51563688,"Yes",NA,NA,NA,NA,1,929,6.1,6.27,17.5,93.6,0,30,7.3,105.8,"C10","U120","LT","LT0","LT02","LT026"
51563710,"Yes",NA,NA,NA,NA,4,684,7,7.23,15.27,17.3,9,21.8,1.8,151,"B13","U111","LT","LT0","LT02","LT026"
51563778,"Yes",NA,NA,NA,NA,2,731,7.3,7.78,13.19,15,20,23.4,1.6,103.6,"B18","U111","LV","LV0","LV00","LV009"
51564222,"Yes",NA,NA,NA,NA,1,613,3.2,4.41,50.5,336.7,0,72.6,13.7,328.1,"C33","U120","FI","FI1","FI1B","FI1B1"
51564276,"Yes",NA,NA,NA,NA,1,773,4.1,4.3,23.9,26,1,12.3,1.8,69.1,"E10","U120","FI","FI1","FI1B","FI1B1"
51564522,"Yes",NA,NA,NA,NA,1,14,4,4.36,28.1,21.9,0,66.3,1.7,79.9,"C31","U120","FI","FI1","FI1D","FI1D2"
51582652,"Yes",NA,NA,NA,NA,1,38,7.4,7.76,26.98,23.6,64,19.2,2.3,372,"B16","U111","HU","HU3","HU33","HU332"
51582792,"Yes",NA,NA,NA,NA,1,112,5.1,5.51,5.97,31.3,0,5.4,3,218.6,"E20","U111","HU","HU3","HU32","HU321"
51582918,"Yes",NA,NA,NA,NA,2,460,5,5.2,18.38,45.7,0,20.6,4.6,159.8,"C10","U420","SK","SK0","SK04","SK042"
51582930,"Yes",NA,NA,NA,NA,2,204,4.5,4.96,9.19,29.8,0,10,2.2,156.5,"C10","U120","SK","SK0","SK04","SK041"
51582940,"Yes",NA,NA,NA,NA,1,520,5.6,5.74,77,55.9,0,25.1,4.6,268,"C10","U120","SK","SK0","SK04","SK041"
51582966,"Yes",NA,NA,NA,NA,1,43,4.3,4.73,7.93,30.5,0,9.8,2.8,152.2,"C10","U120","SK","SK0","SK04","SK041"
51582994,"Yes",NA,NA,NA,NA,1,67,4.7,5.08,10.8,39.9,0,9.2,4.2,169.7,"E20","U111","PL","PL8","PL82","PL821"
51583080,"Yes",NA,NA,NA,NA,1,112,4.3,4.45,40.6,19.3,0,26.4,2.1,39.4,"E20","U111","PL","PL8","PL82","PL823"
51583590,"Yes",NA,NA,NA,NA,1,496,6.9,7.27,11.85,15.7,7,58,1.6,262.1,"B11","U111","LT","LT0","LT02","LT024"
51583630,"Yes",NA,NA,NA,NA,1,142,6.3,6.52,4.33,10,0,13.3,1,43.5,"C31","U120","LT","LT0","LT02","LT024"
51583644,"Yes",NA,NA,NA,NA,1,75,7.1,7.48,20.7,25.9,49,6,2.3,60.5,"C10","U120","LT","LT0","LT02","LT027"
51583734,"Yes",NA,NA,NA,NA,2,299,7.3,7.65,13.82,15.1,24,9.9,1.5,79.1,"B41","U111","LT","LT0","LT02","LT026"
51583744,"Yes",NA,NA,NA,NA,1,3,7.3,7.6,24.6,48.9,103,31.8,3.6,109.1,"B41","U111","LT","LT0","LT02","LT026"
51584250,"Yes",NA,NA,NA,NA,1,177,4,4.32,94.4,246.5,0,28.1,16,164.6,"C10","U120","FI","FI1","FI1B","FI1B1"
51584284,"Yes",NA,NA,NA,NA,1,712,4.8,5.34,6.84,30.9,0,25.5,2.6,144,"B55","U111","FI","FI1","FI1C","FI1C3"
51584322,"Yes",NA,NA,NA,NA,1,282,4.1,4.65,5.73,44.7,0,82.1,2.7,54.5,"C10","U370","FI","FI1","FI1C","FI1C3"
51584502,"Yes",NA,NA,NA,NA,1,12,4.5,4.88,20,31.3,0,58.5,2.4,132.5,"B32","U111","FI","FI1","FI19","FI193"
51584602,"Yes",NA,NA,NA,NA,1,647,4.2,4.38,95.8,169.5,0,40.8,11.8,176.8,"C10","U120","FI","FI1","FI1D","FI1D2"
51584736,"Yes",NA,NA,NA,NA,1,617,3.2,3.96,21.6,458.5,0,50.9,15.6,252.7,"C23","U120","FI","FI1","FI1D","FI1D8"
51584880,"Yes",2,3,86,11,1,56,4.5,4.61,2.12,9.4,1,5.2,0.4,14.4,"C22","U120","FI","FI1","FI1D","FI1D7"
51602692,"Yes",NA,NA,NA,NA,1,0,7.6,7.83,14.49,21.8,15,51.7,2.3,636.4,"B18","U111","HU","HU3","HU33","HU332"
51602704,"Yes",NA,NA,NA,NA,1,74,7.2,7.39,12.69,19.2,2,120.7,2.3,527.7,"B31","U111","HU","HU3","HU33","HU332"
51602740,"Yes",NA,NA,NA,NA,1,52,7.5,7.77,23.8,20,9,26.7,2.2,290.1,"B32","U111","HU","HU3","HU32","HU321"
51602826,"Yes",NA,NA,NA,NA,1,380,6.9,7.19,24.7,33.8,1,20.3,3.2,232,"B16","U111","HU","HU3","HU32","HU323"
51602980,"Yes",NA,NA,NA,NA,1,74,4.9,5.26,7.34,13.3,0,46.1,1.6,119.1,"E20","U111","SK","SK0","SK04","SK041"
51603118,"Yes",NA,NA,NA,NA,1,115,6.4,6.58,15.27,11,0,46.3,1,102.7,"C10","U120","PL","PL8","PL82","PL824"
51603214,"Yes",NA,NA,NA,NA,1,110,4,4.58,3.65,5.7,0,26.7,0.8,31.6,"E20","U111","PL","PL8","PL81","PL815"
51603268,"Yes",NA,NA,NA,NA,1,10,5,5.63,6.9,24.5,0,75.7,1.9,154.1,"C10","U120","PL","PL8","PL81","PL815"
51603438,"Yes",NA,NA,NA,NA,1,188,7,7.31,12.4,7,5,50,0.7,51.6,"C32","U120","PL","PL8","PL84","PL843"
51603566,"Yes",NA,NA,NA,NA,1,379,7.2,7.69,6.81,3.7,19,31,0.5,197.5,"B18","U111","LT","LT0","LT02","LT024"
51603634,"Yes",NA,NA,NA,NA,1,237,7.2,7.43,16.2,17.5,19,13.7,1.8,63.3,"B11","U111","LT","LT0","LT02","LT027"
51603652,"Yes",NA,NA,NA,NA,1,50,4.4,5.28,4.87,8.8,0,43,0.9,41.2,"C21","U120","LT","LT0","LT02","LT022"
51603688,"Yes",NA,NA,NA,NA,1,55,4.5,5.21,5.04,9.9,0,22.7,1,64.4,"B13","U111","LT","LT0","LT02","LT026"
51603714,"Yes",NA,NA,NA,NA,1,113,5.6,5.87,102.6,387.3,0,41.3,31.3,139.4,"E20","U111","LT","LT0","LT02","LT026"
51603750,"Yes",NA,NA,NA,NA,1,45,7.2,7.5,13.69,24.8,38,8.5,2.2,60.4,"E20","U111","LT","LT0","LT02","LT026"
51604050,"Yes",NA,NA,NA,NA,1,302,5.9,6.23,14.38,18.8,1,24.6,1.7,106.8,"B11","U111","EE","EE0","EE00","EE006"
51604072,"Yes",NA,NA,NA,NA,2,387,4.8,5.08,103.3,39.1,0,23,3.4,65.6,"C10","U120","EE","EE0","EE00","EE006"
51604342,"Yes",NA,NA,NA,NA,1,29,3.6,4.73,9.96,25,0,23.6,1.3,63,"C33","U120","FI","FI1","FI1C","FI1C3"
51622644,"Yes",NA,NA,NA,NA,1,421,5.9,5.95,14.45,26.8,1,23.5,2.7,490.2,"B16","U111","HU","HU3","HU33","HU332"
51622770,"Yes",NA,NA,NA,NA,1,312,6.2,6.42,9.23,28.7,1,98.9,2.7,518,"B16","U111","HU","HU3","HU32","HU321"
51622792,"Yes",NA,NA,NA,NA,1,253,6.2,6.52,12.46,23.1,0,13.7,2.3,192,"E20","U111","HU","HU3","HU32","HU321"
51622806,"Yes",NA,NA,NA,NA,1,465,7.6,7.73,41.7,22.5,12,27.2,2.3,275.7,"B16","U111","HU","HU3","HU32","HU321"
51622914,"Yes",NA,NA,NA,NA,1,10,6,6.25,8.46,17.1,0,34.6,1.8,199.4,"B11","U111","SK","SK0","SK04","SK042"
51623206,"Yes",NA,NA,NA,NA,2,435,6.1,6.4,12.4,9.6,13,69.2,1.2,97,"B75","U111","PL","PL8","PL81","PL815"
51623296,"Yes",NA,NA,NA,NA,2,62,6.4,6.63,24.6,17.6,1,86.4,1.8,156.2,"B18","U111","PL","PL9","PL92","PL925"
51623610,"Yes",NA,NA,NA,NA,2,242,7.1,7.25,11.48,14.7,24,13,1.6,74.4,"B13","U111","LT","LT0","LT02","LT024"
51623628,"Yes",NA,NA,NA,NA,1,140,7.2,7.4,16.63,18.3,16,45.9,2.2,250.3,"B11","U111","LT","LT0","LT02","LT024"
51624084,"Yes",NA,NA,NA,NA,1,40,6.9,7.25,17.31,24.8,31,80.6,2.5,201.8,"E20","U111","EE","EE0","EE00","EE006"
51624232,"Yes",NA,NA,NA,NA,1,381,4.3,5.04,7.04,11.2,0,8.3,0.9,123,"C10","U120","FI","FI1","FI1B","FI1B1"
51624372,"Yes",NA,NA,NA,NA,1,18,4.5,4.79,29.3,23.2,0,23.3,2.1,73.9,"E20","U111","FI","FI1","FI1C","FI1C3"
51624498,"Yes",NA,NA,NA,NA,1,97,3.6,4.46,15.82,39.4,0,32.9,2.1,67.4,"C31","U120","FI","FI1","FI19","FI193"
51624516,"Yes",NA,NA,NA,NA,1,396,3.7,4.47,18.14,29.9,0,21.3,1.5,49.4,"C32","U120","FI","FI1","FI1D","FI1D2"
51624718,"Yes",NA,NA,NA,NA,1,0,4.1,4.65,3.94,11.4,0,10.5,0.6,13,"D10","U120","FI","FI1","FI1D","FI1D8"
51624808,"Yes",NA,NA,NA,NA,2,409,3.8,4.94,92.2,481.4,0,48.5,21.7,152.1,"C32","U120","FI","FI1","FI1D","FI1D9"
51624844,"Yes",25,10,60,30,2,870,3.6,4.03,7.3,63.4,0,6.8,2.5,53.7,"C21","U120","FI","FI1","FI1D","FI1D9"
51642748,"Yes",NA,NA,NA,NA,2,110,7.6,7.96,16.06,25.8,13,27.5,2.6,233,"B31","U111","HU","HU3","HU32","HU321"
51642780,"Yes",NA,NA,NA,NA,1,775,7.5,8.72,64.6,16.7,15,6.5,1.5,246.9,"E20","U111","HU","HU3","HU32","HU321"
51642960,"Yes",NA,NA,NA,NA,1,0,5.3,5.55,18.09,21.2,0,38,2.6,184.5,"E20","U111","SK","SK0","SK04","SK041"
51643018,"Yes",NA,NA,NA,NA,1,113,4.3,4.6,12.88,15.9,0,18.4,1.6,74.2,"F40","U111","PL","PL8","PL82","PL821"
51643090,"Yes",NA,NA,NA,NA,1,26,4.4,4.7,19.6,15,0,16.3,1.7,20.2,"E20","U111","PL","PL8","PL82","PL823"
51643194,"Yes",NA,NA,NA,NA,4,291,6.9,7,47.9,11,2,46.3,1.5,97,"B22","U111","PL","PL8","PL81","PL815"
51643216,"Yes",NA,NA,NA,NA,1,831,3.6,4.21,5.01,18.6,0,33.6,1.3,26.4,"C10","U120","PL","PL8","PL81","PL815"
51643248,"Yes",NA,NA,NA,NA,2,51,3.7,4.17,4.1,12.6,0,17.9,0.9,14.1,"C32","U120","PL","PL8","PL81","PL815"
51643320,"Yes",NA,NA,NA,NA,1,45,5.5,5.84,9.4,13.2,0,45.8,1.5,128.1,"B16","U111","PL","PL9","PL92","PL925"
51643338,"Yes",2,9,69,22,1,262,4.7,5.1,12.86,10.4,0,66.2,1.1,90,"B15","U111","PL","PL9","PL92","PL925"
51643410,"Yes",NA,NA,NA,NA,1,113,4.6,4.73,31.2,7.6,1,53.3,1.1,81,"B16","U111","PL","PL8","PL84","PL842"
51643432,"Yes",NA,NA,NA,NA,1,268,4,4.18,14.86,19.1,1,47.9,1.3,27.5,"C32","U120","PL","PL8","PL84","PL843"
51643504,"Yes",NA,NA,NA,NA,1,315,6.5,6.59,18.17,13.5,2,10.2,1.4,34.3,"E30","U111","PL","PL8","PL84","PL843"
51643668,"Yes",NA,NA,NA,NA,1,179,5.4,5.84,12.5,51.9,0,21.2,4.2,53.9,"C10","U120","LT","LT0","LT02","LT022"
51643776,"Yes",NA,NA,NA,NA,1,24,7.3,7.74,36.2,18,103,31.3,1.8,205.6,"B41","U111","LT","LT0","LT02","LT026"
51643794,"Yes",NA,NA,NA,NA,1,178,7.1,7.55,11.55,19.4,17,33.3,2.2,274.5,"B18","U111","LV","LV0","LV00","LV009"
51644130,"Yes",NA,NA,NA,NA,1,257,5.3,5.72,30.3,111,2,125.4,9.4,50.6,"E20","U111","EE","EE0","EE00","EE001"
51644382,"Yes",NA,NA,NA,NA,2,878,4.4,4.79,22,23,0,49.1,1.9,158.8,"B15","U111","FI","FI1","FI1C","FI1C3"
51644404,"Yes",NA,NA,NA,NA,2,29,3.4,3.95,86.2,534.9,0,63.4,22.9,154.1,"C10","U120","FI","FI1","FI19","FI193"
51644436,"Yes",NA,NA,NA,NA,1,11,3.8,4.27,20,33,0,45.8,2.1,63.6,"C21","U120","FI","FI1","FI1D","FI1D1"
51644458,"Yes",NA,NA,NA,NA,1,248,3.6,4.43,34.4,81,0,46.1,4.5,118.3,"C21","U120","FI","FI1","FI19","FI193"
51644526,"Yes",NA,NA,NA,NA,1,151,3.8,4.52,25.1,88.9,0,31.1,3.4,107.8,"C22","U120","FI","FI1","FI1D","FI1D2"
51644548,"Yes",NA,NA,NA,NA,1,98,3.5,4.22,117,454.4,1,77.5,24.8,137,"C31","U120","FI","FI1","FI1D","FI1D2"
51644724,"Yes",NA,NA,NA,NA,1,96,3.5,4.11,8.27,142.7,0,21.9,4.3,98.4,"C32","U120","FI","FI1","FI1D","FI1D8"
51644800,"Yes",NA,NA,NA,NA,1,106,4.3,4.39,8.77,27,0,5.7,1.3,39.6,"C32","U120","FI","FI1","FI1D","FI1D9"
51644850,"Yes",NA,NA,NA,NA,2,148,4.1,4.79,2.78,17.3,0,11,0.8,45.6,"C22","U120","FI","FI1","FI1D","FI1D9"
51644872,"Yes",16,9,51,40,1,150,4.4,4.89,4.78,42.1,1,5,1.6,48.4,"C32","U120","FI","FI1","FI1D","FI1D9"
51662578,"Yes",NA,NA,NA,NA,1,93,7.4,7.7,25.5,29.4,20,39.9,2.8,914.4,"B11","U111","RO","RO4","RO42","RO424"
51662588,"Yes",NA,NA,NA,NA,1,201,7.6,7.96,21,19,17,7.7,2,156.6,"B11","U111","RO","RO4","RO42","RO424"
51662758,"Yes",NA,NA,NA,NA,2,432,6.5,6.72,16.3,24.5,2,16.3,2.6,287.8,"B31","U111","HU","HU3","HU32","HU321"
51663016,"Yes",NA,NA,NA,NA,1,115,6.3,6.48,22.6,12.5,4,23.9,1.7,174,"B18","U111","PL","PL8","PL82","PL821"
51663088,"Yes",NA,NA,NA,NA,1,120,4.3,4.4,12.22,11.2,0,20.4,1,312,"E20","U111","PL","PL8","PL82","PL823"
51663358,"Yes",NA,NA,NA,NA,1,825,4.7,5.19,5.66,7.8,0,85.1,0.8,142.7,"B21","U111","PL","PL8","PL84","PL842"
51663594,"Yes",NA,NA,NA,NA,2,335,7.3,7.6,11.62,17.6,34,13.6,2,76.4,"B11","U111","LT","LT0","LT02","LT024"
51663638,"Yes",NA,NA,NA,NA,1,804,5.1,5.73,17.23,81.1,0,27.2,6.8,46.6,"C10","U120","LT","LT0","LT02","LT027"
51663648,"Yes",NA,NA,NA,NA,1,724,5.8,5.9,8.3,26,0,12.3,2.5,62.1,"B11","U111","LT","LT0","LT02","LT022"
51663832,"Yes",NA,NA,NA,NA,1,194,2.8,3.71,14.3,422.4,2,66.7,11.4,105,"C22","U420","LV","LV0","LV00","LV007"
51664234,"Yes",NA,NA,NA,NA,1,428,3.5,4.62,51,192.7,0,86.7,9.4,156.4,"C32","U120","FI","FI1","FI1B","FI1B1"
51664262,"Yes",NA,NA,NA,NA,1,400,5.3,5.75,12.16,30.5,0,51.9,3.1,273.8,"F40","U111","FI","FI1","FI1B","FI1B1"
51664288,"Yes",NA,NA,NA,NA,3,956,3.9,4.76,25.1,240.4,0,38.5,14,227.7,"C31","U120","FI","FI1","FI1C","FI1C3"
51664756,"Yes",NA,NA,NA,NA,1,47,4,4.6,10.09,56.6,0,34.1,2.2,45.1,"C32","U120","FI","FI1","FI1D","FI1D8"
51664954,"Yes",12,6,42,52,1,20,3.9,4.07,48,378.8,0,30.9,23.1,23.4,"C32","U120","FI","FI1","FI1D","FI1D7"
51682690,"Yes",NA,NA,NA,NA,3,260,7.4,7.63,13.03,15.8,10,29.9,1.8,236.6,"B18","U111","HU","HU3","HU33","HU332"
51682726,"Yes",NA,NA,NA,NA,1,44,6.5,6.83,13.38,30.5,0,21.8,3,99.4,"E20","U111","HU","HU3","HU33","HU332"
51682754,"Yes",32,33,11,56,1,44,7.3,7.86,19.37,17.9,54,26.7,1.9,506.3,"E20","U420","HU","HU3","HU32","HU321"
51682826,"Yes",NA,NA,NA,NA,1,129,5.3,5.67,10.91,18.6,1,34,2.1,392.3,"B16","U111","HU","HU3","HU32","HU323"
51683216,"Yes",NA,NA,NA,NA,2,656,3.6,3.96,9.41,22.7,0,26.9,1.3,8.4,"C33","U120","PL","PL8","PL81","PL815"
51683234,"Yes",NA,NA,NA,NA,1,117,5,5.27,55.9,112,0,31.6,9.2,20.1,"E20","U111","PL","PL8","PL81","PL814"
51683492,"Yes",NA,NA,NA,NA,3,531,4.6,5.04,15.87,10.9,0,35.7,1.1,81.4,"C10","U410","PL","PL8","PL84","PL843"
51683596,"Yes",NA,NA,NA,NA,2,117,6.9,7.1,14.23,32.2,7,40.6,3.5,136,"B11","U111","LT","LT0","LT02","LT024"
51683776,"Yes",NA,NA,NA,NA,1,631,7.2,7.45,12.21,19,22,20.9,2.2,91.7,"B11","U111","LV","LV0","LV00","LV009"
51684076,"Yes",NA,NA,NA,NA,4,518,7.1,7.49,33.5,16.5,34,51,1.6,150.5,"B15","U111","EE","EE0","EE00","EE006"
51684292,"Yes",NA,NA,NA,NA,1,201,5.9,6.11,14.72,27.9,1,15,2.4,200,"B55","U111","FI","FI1","FI1C","FI1C3"
51684368,"Yes",NA,NA,NA,NA,1,103,4.1,4.49,52,123.6,0,73.3,6.9,105.9,"C10","U120","FI","FI1","FI1C","FI1C3"
51684392,"Yes",NA,NA,NA,NA,2,1398,4.4,5.03,5.16,21.4,0,37.2,1.2,24.3,"C32","U120","FI","FI1","FI19","FI193"
51684494,"Yes",NA,NA,NA,NA,3,148,3.7,4.16,25.5,36.5,0,33,2.5,50.8,"C31","U120","FI","FI1","FI1D","FI1D2"
51684590,"Yes",NA,NA,NA,NA,1,118,5.2,5.63,3.81,14.9,0,34.6,0.9,64.5,"C31","U120","FI","FI1","FI1D","FI1D2"
51684760,"Yes",NA,NA,NA,NA,2,103,4.1,4.56,6.61,47,0,14.5,2,134.9,"C23","U120","FI","FI1","FI1D","FI1D8"
51684782,"Yes",NA,NA,NA,NA,2,43,4.2,4.93,3.72,37.6,0,28.2,1.5,133.9,"C33","U120","FI","FI1","FI1D","FI1D8"
51684850,"Yes",NA,NA,NA,NA,3,65,4.1,5.02,4.08,19.3,0,20.8,1.1,61.6,"C32","U120","FI","FI1","FI1D","FI1D9"
51702740,"Yes",NA,NA,NA,NA,3,568,6.6,6.75,8.86,19.6,1,22,2,347.6,"B11","U111","HU","HU3","HU32","HU321"
51703136,"Yes",5,29,16,55,3,99,5.4,5.56,58.6,32,1,51.4,3.6,811.4,"C10","U120","PL","PL8","PL82","PL824"
51703244,"Yes",NA,NA,NA,NA,2,1113,5.4,5.86,7.26,11.1,0,58.5,1,42.3,"B16","U111","PL","PL8","PL81","PL815"
51703648,"Yes",NA,NA,NA,NA,1,68,5.7,5.92,5.16,15.2,0,9.8,1.6,106.6,"E20","U111","LT","LT0","LT02","LT022"
51703708,"Yes",NA,NA,NA,NA,2,709,3.3,3.95,10.47,30.8,0,17.1,1.8,52.3,"C31","U120","LT","LT0","LT02","LT026"
51704072,"Yes",NA,NA,NA,NA,1,14,6.8,7.02,14.22,22.7,2,25.6,2.5,111.3,"E20","U111","EE","EE0","EE00","EE006"
51704450,"Yes",NA,NA,NA,NA,1,80,3.8,4.17,23.2,33.8,0,37.4,1.8,53.6,"C10","U120","FI","FI1","FI19","FI193"
51704468,"Yes",NA,NA,NA,NA,1,17,4.1,4.43,31.9,58,0,19.6,4.3,74.6,"C21","U120","FI","FI1","FI19","FI193"
51704558,"Yes",NA,NA,NA,NA,1,250,4.2,4.71,3.09,18.6,0,5.7,1,33,"C32","U120","FI","FI1","FI1D","FI1D2"
51722640,"Yes",NA,NA,NA,NA,1,253,7.6,7.79,15.36,24.2,11,17.5,2.6,483.6,"B11","U111","HU","HU3","HU33","HU332"
51722712,"Yes",NA,NA,NA,NA,1,186,7.3,7.35,27.5,24.7,21,66.6,2.7,451.1,"C10","U120","HU","HU3","HU33","HU332"
51722744,"Yes",NA,NA,NA,NA,1,324,7.5,7.69,23.8,21.4,5,20.6,2.3,251.3,"B16","U111","HU","HU3","HU32","HU321"
51722766,"Yes",NA,NA,NA,NA,1,36,7.5,7.72,15.8,26.1,2,41.2,2.5,355.6,"B31","U111","HU","HU3","HU32","HU321"
51722942,"Yes",NA,NA,NA,NA,1,35,7.5,7.7,16.1,17.5,186,7.8,1.8,283.6,"B33","U111","SK","SK0","SK04","SK041"
51722996,"Yes",NA,NA,NA,NA,2,913,4.7,4.85,36.4,24.2,1,10.5,3.2,77.3,"E20","U111","PL","PL8","PL82","PL821"
