"SURVEY_DATE","POINTID_2018","Elev","Depth","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","OC..20.30.cm.","CaCO3_2018","CaCO3..20.30.cm.","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","TH_LAT","TH_LONG","LC_2018","LU_2018","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
"03-06-18",53281774,27,"0-20 cm",NA,NA,NA,NA,1,7.4,8.09,24.6,"23.7","","24",NA,"21.8","2.8","447.7",NA,NA,"EL","EL6","EL63","EL631",38.3654414,21.4926344,"B34","U111",4.683,4.76,NA,4.721,NA,NA,NA,NA
"12-09-18",53281994,852,"0-20 cm",19,24,26,51,1,7.2,7.59,18.92,"50.7","","410",NA,"10","6.1","348.7",NA,NA,"EL","EL5","EL53","EL531",40.33235946,21.84560061,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-06-18",53282678,1025,"0-20 cm",9,19,27,53,1,5,5.42,7.85,"32.1","",NA,NA,"< LOD","3.1","76.6",NA,NA,"RO","RO1","RO12","RO121",46.4092438,23.16104043,"E20","U111",0.876,1.286,NA,1.081,1.081,0.09,1.02195060554359,0.037419230769231
"02-10-18",53282696,1282,"0-20 cm",21,6,56,37,1,3.5,4.15,17.2,"75.7","","1",NA,"23.6","5","143.6",NA,NA,"RO","RO1","RO11","RO113",46.56842453,23.20092803,"C21","U120",0.296,0.313,NA,0.305,0.3045,0.21,0.246620440014116,0.024594230769231
"02-07-18",53283964,255,"0-20 cm",NA,NA,NA,NA,1,6.2,6.53,14.46,"30.5","","1",NA,"18.9","2.6","57.4",NA,NA,"EE","EE0","EE00","EE008",57.68926638,27.04973527,"C31","U120",1.164,1.229,NA,1.197,1.1965,0.17,1.07738145160113,0.078232692307692
"28-04-18",53301722,84,"0-20 cm",NA,NA,NA,NA,1,7.4,8.01,16.69,"16.9","","28",NA,"< LOD","1.7","174.9",NA,NA,"EL","EL6","EL63","EL633",37.89688287,21.43580891,"E30","U112",NA,NA,NA,NA,NA,NA,NA,NA
"01-06-18",53301776,99,"0-20 cm",NA,NA,NA,NA,1,7,7.72,16.43,"12.4","","184",NA,"< LOD","1.4","127.2",1.1,0.9,"EL","EL6","EL63","EL631",38.38062731,21.51827155,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"17-09-18",53301920,192,"0-20 cm",NA,NA,NA,NA,1,7.4,8.33,13.21,"8.6","","320",NA,"15.8","1.3","178.5",NA,NA,"EL","EL6","EL61","EL611",39.66868537,21.74654759,"E30","U112",1.294,1.19,NA,1.242,1.242,0.19,1.10644241588481,0.090761538461538
"24-07-18",53301952,1360,"0-20 cm",12,13,32,55,1,5.7,6.12,7.33,"24","",NA,NA,"< LOD","2.3","133.2",NA,NA,"EL","EL5","EL53","EL531",39.95454742,21.79899504,"C10","U420",1.269,1.295,NA,1.282,1.282,0.12,1.19911044248945,0.059169230769231
"07-08-18",53301974,425,"0-20 cm",NA,NA,NA,NA,1,7.6,8.26,18.09,"17.1","","243",NA,"< LOD","1.7","444",1,0.9,"EL","EL5","EL53","EL531",40.1510002,21.83542771,"B12","U111",1.256,1.183,NA,1.22,1.2195,0.05,1.18634712143441,0.023451923076923
"12-09-18",53301992,703,"0-20 cm",NA,NA,NA,NA,1,7.5,8.08,17.46,"22.2","","255",NA,"< LOD","1.9","281.7",NA,NA,"EL","EL5","EL53","EL531",40.3116877,21.86546637,"F40","U111",NA,NA,NA,NA,NA,NA,NA,NA
"29-08-18",53302384,305,"0-20 cm",NA,NA,NA,NA,1,5.2,6.07,5.88,"23.4","",NA,NA,"29.2","2.2","342",NA,NA,"BG","BG3","BG31","BG311",43.80104964,22.57513336,"B31","U111",1.04,1.315,NA,1.178,1.1775,0,1.1775,0
"05-09-18",53302460,111,"0-20 cm",NA,NA,NA,NA,1,5.4,5.92,4.39,"9.8","",NA,NA,"13.4","0.9","140.3",NA,NA,"RO","RO4","RO41","RO413",44.47541163,22.72613125,"E10","U111",1.339,1.554,NA,1.447,1.4465,0.01,1.44004664411814,0.005563461538462
"28-10-18",53302592,271,"0-20 cm",NA,NA,NA,NA,1,4.7,5.35,14.65,"22.4","","1",NA,"29.9","2.4","183.3",NA,NA,"RO","RO4","RO42","RO423",45.64507793,22.99995078,"A30","U319",NA,NA,NA,NA,NA,NA,NA,NA
"19-09-18",53302618,293,"0-20 cm",NA,NA,NA,NA,1,4.7,5.46,6.71,"22.6","",NA,NA,"< LOD","2.2","136.7",NA,NA,"RO","RO4","RO42","RO423",45.87523123,23.05569396,"C10","U120",0.046,0.06,NA,0.053,NA,NA,NA,NA
"27-09-18",53303718,183,"0-20 cm",NA,NA,NA,NA,1,7.2,7.3,25.04,"35.5","","12",NA,"< LOD","2.8","300.7",NA,NA,"LT","LT0","LT02","LT029",55.5428128,26.13191064,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"27-08-18",53303934,183,"0-20 cm",NA,NA,NA,NA,1,5.7,5.99,45.7,"442.1","",NA,NA,"57.5","32.2","154.7",NA,NA,"LV","LV0","LV00","LV008",57.42421054,26.95951263,"E30","U112",0.35,0.321,NA,0.335,0.3355,0.34,0.231590591850937,0.043873076923077
"09-09-18",53303952,213,"0-20 cm",NA,NA,NA,NA,1,3.8,4.76,8.09,"45.6","","2",NA,"15.6","3.3","51.4",NA,NA,"LV","LV0","LV00","LV008",57.58070342,27.0329707,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"31-08-18",53303968,231,"0-20 cm",NA,NA,NA,NA,1,5.2,5.71,18,"39.7","","1",NA,"22","3.6","51.8",NA,NA,"EE","EE0","EE00","EE008",57.71976896,27.09888556,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"01-09-18",53303986,72,"0-20 cm",NA,NA,NA,NA,1,5.9,6.37,14.54,"20.4","",NA,NA,"24.2","2.2","126.2",NA,NA,"EE","EE0","EE00","EE008",57.8761731,27.1737456,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"16-06-18",53304554,156,"0-20 cm",NA,NA,NA,NA,1,4.2,5.2,3.46,"32.9","","2",NA,"< LOD","2","26",NA,NA,"FI","FI1","FI1D","FI1D3",62.78349862,29.99261045,"C33","U120",NA,NA,NA,NA,NA,NA,NA,NA
"17-09-18",53304598,135,"0-20 cm",NA,NA,NA,NA,1,3.4,4.07,38.1,"526.6","",NA,NA,"18.1","23.7","139.4",NA,NA,"FI","FI1","FI1D","FI1D3",63.16094527,30.2553031,"C32","U120",0.165,0.157,NA,0.161,0.161,0.02,0.157975646762529,0.001238461538462
"27-05-18",53304626,160,"0-20 cm",NA,NA,NA,NA,1,3.2,4.16,10.7,"257.2","",NA,NA,"42.7","7.7","134.1",NA,NA,"FI","FI1","FI1D","FI1D3",63.40089475,30.42646649,"C32","U120",0.216,0.512,NA,0.364,0.364,0.13,0.322550417600326,0.0182
"09-09-18",53321702,116,"0-20 cm",NA,NA,NA,NA,1,7.2,7.65,13.81,"28.8","","141",NA,"< LOD","1.9","106.8",NA,NA,"EL","EL6","EL63","EL633",37.71491751,21.42803223,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"28-05-18",53321804,527,"0-20 cm",33,31,31,38,2,7.3,7.61,36.27,"21.1","","27",NA,"23","2.3","319.5",NA,NA,"EL","EL6","EL63","EL631",38.62855952,21.58433031,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"25-09-18",53321876,1132,"0-20 cm",23,18,36,46,1,6,6.7,4.61,"13.7","","1",NA,NA,"1","117.1",NA,NA,"EL","EL6","EL61","EL611",39.27263283,21.69832286,"C31","U420",NA,NA,NA,NA,NA,NA,NA,NA
"24-09-18",53321886,618,"0-20 cm",28,22,32,46,1,6.4,7.28,4.23,"8","","3",NA,"< LOD","0.9","181.1",NA,NA,"EL","EL6","EL61","EL611",39.36203268,21.71440245,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"22-06-18",53321894,125,"0-20 cm",NA,NA,NA,NA,1,6.4,6.99,8.74,"12.6","","1",NA,"11.8","1.5","120.3",NA,NA,"EL","EL6","EL61","EL611",39.43354302,21.72731022,"E30","U112",NA,NA,NA,NA,NA,NA,NA,NA
"07-09-18",53321936,825,"0-20 cm",NA,NA,NA,NA,1,5.8,6.57,5.96,"20","",NA,NA,"< LOD","1.9","168",NA,NA,"EL","EL6","EL61","EL611",39.80883383,21.79572557,"E10","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-07-18",53321948,872,"0-20 cm",25,9,58,33,1,6.4,6.71,5.89,"16.1","",NA,NA,"< LOD","1.6","101.8",NA,NA,"EL","EL5","EL53","EL531",39.91601728,21.81547537,"E30","U112",NA,NA,NA,NA,NA,NA,NA,NA
"04-06-18",53322372,347,"0-20 cm",NA,NA,NA,NA,1,5.5,6.02,7.61,"21.1","","5",NA,"3.6","1.7","191.8",NA,NA,"BG","BG3","BG31","BG311",43.69149593,22.57620458,"E10","U420",1.159,1.385,NA,1.272,1.272,0,1.272,0
"01-06-18",53322422,72,"0-20 cm",NA,NA,NA,NA,1,6.9,7.6,11.77,"7.3","",NA,NA,"< LOD","1","116.3",NA,NA,"BG","BG3","BG31","BG311",44.1352748,22.67471278,"B16","U111",NA,NA,NA,NA,NA,NA,NA,NA
"26-06-18",53323654,160,"0-20 cm",NA,NA,NA,NA,1,4,4.54,4.39,"21.2","",NA,NA,"27.9","1.1","20.5",NA,NA,"LT","LT0","LT01","LT011",54.98024459,25.93495558,"C22","U120",0.902,1.066,NA,0.984,0.984,0.03,0.965441473965952,0.011353846153846
"27-08-18",53323834,111,"0-20 cm",NA,NA,NA,NA,1,3,3.54,8.52,"454.6","",NA,NA,"34.4","10.6","200.3",NA,NA,"LV","LV0","LV00","LV009",56.54985135,26.59608348,"C22","U120",0.183,0.145,NA,0.164,0.164,0.06,0.154745652778207,0.003784615384615
"13-07-18",53323870,96,"0-20 cm",NA,NA,NA,NA,1,7.1,7.81,15.7,"9.1","","22",NA,"36.7","1","154.8",0.3,1,"LV","LV0","LV00","LV008",56.86325659,26.73610114,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"13-06-18",53323892,109,"0-20 cm",NA,NA,NA,NA,1,4.8,5.2,21.3,"63.7","","1",NA,"12.2","4.8","60.1",NA,NA,"LV","LV0","LV00","LV008",57.05469394,26.82302585,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"05-08-18",53341844,663,"0-20 cm",NA,NA,NA,NA,1,5.1,5.61,4.56,"19.8","","3",NA,"< LOD","1.3","84.8",NA,NA,"EL","EL6","EL64","EL643",38.98369981,21.67003135,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"25-09-18",53341880,798,"0-20 cm",8,30,27,44,1,5.8,6.3,4.98,"24.2","","1",NA,"< LOD","1.8","235.7",NA,NA,"EL","EL6","EL61","EL611",39.30561458,21.72761006,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"30-08-18",53341988,492,"0-20 cm",NA,NA,NA,NA,1,7.3,7.96,16.02,"32.3","","180",NA,"< LOD","2","296.7",NA,NA,"EL","EL5","EL53","EL531",40.27033171,21.90516265,"E10","U111",NA,NA,NA,NA,NA,NA,NA,NA
"12-09-18",53342000,697,"0-20 cm",NA,NA,NA,NA,1,7.7,8.34,16.18,"23.6","","93",NA,"15","1.5","459.1",NA,NA,"EL","EL5","EL53","EL531",40.37742863,21.9253487,"E30","U112",1.299,1.348,NA,1.323,1.3235,0.06,1.28328446911239,0.030542307692308
"02-09-18",53343990,76,"0-20 cm",NA,NA,NA,NA,1,5.2,5.88,11.32,"15.6","",NA,NA,"41.6","1.4","124.3",NA,NA,"EE","EE0","EE00","EE008",57.90231858,27.25606777,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"02-09-18",53344008,52,"0-20 cm",NA,NA,NA,NA,1,5.7,6.32,12.41,"15.7","",NA,NA,"17.7","1.7","92.2",NA,NA,"EE","EE0","EE00","EE008",58.05862224,27.33211584,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"06-07-18",53344166,15,"0-20 cm",NA,NA,NA,NA,1,5.4,5.68,31.6,"119.5","",NA,NA,"53.6","7.9","93.1",NA,NA,"EE","EE0","EE00","EE007",59.42846023,28.03415298,"C31","U120",0.548,0.674,NA,0.611,0.611,0.08,0.57289033836119,0.0188
"09-08-18",53344408,98,"0-20 cm",NA,NA,NA,NA,1,3.2,3.86,13.67,"167.3","",NA,NA,"19.8","8","140.9",NA,NA,"FI","FI1","FI1C","FI1C5",61.51823221,29.24462212,"C32","U120",NA,NA,NA,NA,NA,NA,NA,NA
"02-09-18",53361720,132,"0-20 cm",NA,NA,NA,NA,1,7,7.54,20.9,"31.6","","53",NA,"48.3","3.2","227.3",NA,NA,"EL","EL6","EL63","EL633",37.87082439,21.49997211,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-07-18",53361962,684,"0-20 cm",23,10,69,21,1,6.1,6.57,4.55,"11.7","",NA,NA,"< LOD","1.2","97.9",NA,NA,"EL","EL5","EL53","EL531",40.03540248,21.88485605,"D20","U420",NA,NA,NA,NA,NA,NA,NA,NA
"09-10-18",53361972,773,"0-20 cm",NA,NA,NA,NA,1,6.2,6.6,5.03,"16.7","",NA,NA,"< LOD","1.8","79.7",NA,NA,"EL","EL5","EL53","EL531",40.12468033,21.90153486,"D20","U111",1.267,1.373,NA,1.32,1.32,0.33,1.06239142487525,0.167538461538462
"01-10-18",53362710,11074,"0-20 cm",44,12,41,47,1,3.7,4.74,2.37,"31.8","",NA,NA,"< LOD","2.2","63.8",NA,NA,"RO","RO1","RO11","RO113",46.67936141,23.33532222,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"19-09-18",53362722,10532,"0-20 cm",NA,NA,NA,NA,1,6.3,6.73,11.81,"21.3","",NA,NA,"< LOD","2.2","413.2",NA,NA,"RO","RO1","RO11","RO113",46.785413,23.36244531,"B52","U111",1.424,1.185,NA,1.305,1.3045,0,1.3045,0
"16-06-18",53363562,175,"0-20 cm",NA,NA,NA,NA,1,5.6,6.41,5.16,"8.6","",NA,NA,"25.9","0.9","110.2",NA,NA,"LT","LT0","LT01","LT011",54.1686829,25.68024556,"B15","U111",1.253,1.344,NA,1.298,1.2985,0.06,1.2582953027053,0.029965384615385
"15-09-18",53363818,105,"0-20 cm",NA,NA,NA,NA,3,6,6.7,8.2,"20.4","",NA,NA,"25.9","1.8","144.1",NA,NA,"LV","LV0","LV00","LV005",56.40226519,26.59791516,"F40","U111",1.118,1.129,NA,1.123,1.1235,0.27,0.928482075017798,0.116671153846154
"13-07-18",53363868,98,"0-20 cm",NA,NA,NA,NA,1,6.7,7.2,28.44,"108.3","","21",NA,"23.5","7","346.9",NA,NA,"LV","LV0","LV00","LV008",56.83750414,26.79211459,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"23-09-18",53363876,102,"0-20 cm",NA,NA,NA,NA,1,3.7,4.3,14.63,"169.6","",NA,NA,"18.3","8.3","68.4",NA,NA,"LV","LV0","LV00","LV008",56.90711026,26.82367757,"C21","U120",0.154,0.463,NA,0.309,0.3085,0.16,0.264154878775523,0.018984615384615
"23-09-18",53363894,99,"0-20 cm",NA,NA,NA,NA,1,3.7,4.4,9.95,"82.6","","3",NA,"14.1","4.5","90.2",NA,NA,"LV","LV0","LV00","LV008",57.06369123,26.89519944,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"08-09-18",53381694,83,"0-20 cm",NA,NA,NA,NA,1,7.2,7.58,16.09,"31.4","","144",NA,"10.9","3.3","89.7",NA,NA,"EL","EL6","EL63","EL633",37.6350807,21.48298388,"E20","U350",NA,NA,NA,NA,NA,NA,NA,NA
"02-09-18",53381706,261,"0-20 cm",NA,NA,NA,NA,1,6.5,6.94,7.1,"10.8","",NA,NA,"< LOD","1","100",NA,NA,"EL","EL6","EL63","EL633",37.74264091,21.50111211,"B81","U111",5.017,4.949,NA,4.983,NA,NA,NA,NA
"05-08-18",53381850,657,"0-20 cm",NA,NA,NA,NA,1,7,7.36,22.1,"45","","84",NA,"94.9","5.1","334.7",NA,NA,"EL","EL6","EL64","EL643",39.03181495,21.72511432,"C10","U420",4.571,4.529,NA,4.55,NA,NA,NA,NA
"06-06-18",53381878,802,"0-20 cm",NA,NA,NA,NA,1,5.3,6.22,3.57,"14.1","",NA,NA,"< LOD","1.4","117.9",NA,NA,"EL","EL6","EL61","EL611",39.28216103,21.77009888,"E30","U112",1.44,1.477,NA,1.459,1.4585,0.19,1.32232159577422,0.106582692307692
"27-09-18",53383702,10168,"0-20 cm",NA,NA,NA,NA,1,5.7,5.96,20.61,"15.1","",NA,NA,"15","1.5","125.6",NA,NA,"LT","LT0","LT02","LT029",55.38720532,26.19770636,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"29-06-18",53383842,104,"0-20 cm",NA,NA,NA,NA,1,6.7,7.17,13.43,"16.2","",NA,NA,"29.2","1.7","94.3",NA,NA,"LV","LV0","LV00","LV008",56.60706646,26.72222326,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"09-08-18",53384406,86,"0-20 cm",NA,NA,NA,NA,1,4.5,5.25,9.13,"49.9","","3",NA,"14.8","4.4","237.3",NA,NA,"FI","FI1","FI1C","FI1C5",61.49127493,29.30604682,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"10-08-18",53384412,108,"0-20 cm",NA,NA,NA,NA,1,3.9,4.56,4.62,"49.7","",NA,NA,"14.7","3.1","41.1",NA,NA,"FI","FI1","FI1C","FI1C5",61.54292953,29.33845538,"C10","U120",0.729,0.831,NA,0.78,0.78,0.08,0.735245901639344,0.024
"17-09-18",53384596,10206,"0-20 cm",NA,NA,NA,NA,1,4.1,4.83,3.73,"34.2","","1",NA,"< LOD","1.6","31.1",NA,NA,"FI","FI1","FI1D","FI1D3",63.1231732,30.39462061,"C23","U120",NA,NA,NA,NA,NA,NA,NA,NA
"19-09-18",53384622,181,"0-20 cm",NA,NA,NA,NA,1,4.2,5.03,3.07,"8.6","","3",NA,"15.6","0.5","25.9",NA,NA,"FI","FI1","FI1D","FI1D3",63.34582758,30.55425752,"C33","U120",NA,NA,NA,NA,NA,NA,NA,NA
"23-07-18",53401750,61,"0-20 cm",NA,NA,NA,NA,1,7.4,7.86,13.76,"8.1","","14",NA,"< LOD","1.1","267.8",1.2,1.1,"EL","EL6","EL63","EL632",38.1341172,21.59075568,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"28-07-18",53401828,988,"0-20 cm",NA,NA,NA,NA,1,5.8,6.48,16.76,"29.2","",NA,NA,"< LOD","1.6","193.6",NA,NA,"EL","EL6","EL64","EL643",38.83226751,21.71280512,"C21","U120",4.621,4.727,NA,4.674,NA,NA,NA,NA
"06-10-18",53401876,680,"0-20 cm",20,23,25,52,2,5.9,6.39,10.19,"14.8","",NA,NA,"< LOD","1.6","185",NA,NA,"EL","EL6","EL61","EL611",39.26148849,21.78971544,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"01-08-18",53401926,532,"0-20 cm",26,10,44,46,2,6.1,6.73,8.37,"16.1","","3",NA,"< LOD","1.5","99.1",NA,NA,"EL","EL6","EL61","EL611",39.7082665,21.87133478,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"14-09-18",53402272,789,"0-20 cm",18,24,18,59,1,5.3,5.75,13.5,"18.1","",NA,NA,"< LOD","2.4","56.8",NA,NA,"BG","BG4","BG41","BG414",42.79114521,22.48159553,"B32","U111",NA,NA,NA,NA,NA,NA,NA,NA
"15-09-18",53403840,115,"0-20 cm",NA,NA,NA,NA,4,5.7,6.02,21.2,"65.7","",NA,NA,"< LOD","4.8","65",NA,NA,"LV","LV0","LV00","LV005",56.58549658,26.74617783,"C33","U120",0.757,0.827,NA,0.792,0.792,0.17,0.693260213518513,0.051784615384615
"22-09-18",53403908,104,"0-20 cm",12,19,27,54,1,4.8,5.33,12.96,"15.4","",NA,NA,"22.5","1.4","103.7",NA,NA,"LV","LV0","LV00","LV008",57.17697957,27.01570183,"B11","U111",1.515,1.461,NA,1.488,1.488,0.05,1.45524231865695,0.028615384615385
"27-08-18",53403912,118,"0-20 cm",NA,NA,NA,NA,1,3.6,4.07,7.26,"33","",NA,NA,"15.5","1.7","39.5",NA,NA,"LV","LV0","LV00","LV008",57.21175223,27.03186979,"C21","U120",0.775,0.86,NA,0.818,0.8175,0.04,0.794796089276672,0.012576923076923
"21-09-18",53403940,190,"0-20 cm",NA,NA,NA,NA,1,4.8,5.64,5.67,"14.8","","1",NA,"55.1","1.5","69.5",NA,NA,"LV","LV0","LV00","LV008",57.45509604,27.14604703,"C33","U111",1.193,1.148,NA,1.171,1.1705,0.06,1.130815054333,0.027011538461538
"13-09-18",53404536,95,"0-20 cm",NA,NA,NA,NA,1,4,4.71,5.01,"50.1","",NA,NA,"< LOD","2.7","61",NA,NA,"FI","FI1","FI1D","FI1D3",62.60364449,30.07368178,"C21","U120",0.527,0.858,NA,0.692,0.6925,0.13,0.624083905218179,0.034625
"02-09-18",53421708,202,"0-20 cm",NA,NA,NA,NA,1,7.7,8.3,21.8,"6.8","","194",NA,"< LOD","0.7","192",NA,NA,"EL","EL6","EL63","EL633",37.75511595,21.54885299,"C22","U420",NA,NA,NA,NA,NA,NA,NA,NA
"22-06-18",53421888,114,"0-20 cm",NA,NA,NA,NA,1,6.3,6.89,9.34,"14.5","",NA,NA,"11.9","1.6","116.6",1.1,2.9,"EL","EL6","EL61","EL611",39.36594064,21.83204263,"B15","U111",NA,NA,NA,NA,NA,NA,NA,NA
"20-06-18",53421892,92,"0-20 cm",NA,NA,NA,NA,1,6.5,7.21,8.86,"9.5","",NA,NA,"41.7","1.2","162.4",NA,NA,"EL","EL6","EL61","EL611",39.40168694,21.83855682,"F40","U112",NA,NA,NA,NA,NA,NA,NA,NA
"24-07-18",53421960,997,"0-20 cm",NA,NA,NA,NA,1,7,7.39,15.57,"9.1","","1",NA,"15.5","0.8","87.5",NA,NA,"EL","EL5","EL53","EL531",40.0090496,21.95083226,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"07-10-18",53422396,121,"0-20 cm",NA,NA,NA,NA,1,5.6,5.97,7.49,"34.7","","3",NA,"11.9","3","363.8",NA,NA,"BG","BG3","BG31","BG311",43.88932736,22.74607136,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"29-10-18",53422612,10296,"0-20 cm",NA,NA,NA,NA,1,5.3,5.78,8.76,"30.7","",NA,NA,"6.8","3","101.4",NA,NA,"RO","RO4","RO42","RO423",45.8031421,23.19510386,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"19-09-18",53422720,10423,"0-20 cm",NA,NA,NA,NA,1,6.9,7.27,14.01,"18.3","","5",NA,"< LOD","2","116.8",NA,NA,"RO","RO1","RO11","RO113",46.75802152,23.43537671,"B16","U111",1.07,NA,NA,NA,1.07,0.1,1.0043321299639,0.041153846153846
"18-09-18",53422734,455,"0-20 cm",NA,NA,NA,NA,1,4.8,5.64,9.93,"50.7","",NA,NA,"< LOD","4.3","175",NA,NA,"RO","RO1","RO11","RO113",46.88170457,23.4673445,"E20","U111",1.072,1.209,NA,1.141,1.1405,0.28,0.936139538554629,0.122823076923077
"05-10-18",53422760,444,"0-20 cm",NA,NA,NA,NA,1,5.3,6.21,13.14,"36.1","",NA,NA,"< LOD","3.2","160.2",NA,NA,"RO","RO1","RO11","RO113",47.1113425,23.52722828,"B16","U111",NA,1.167,NA,NA,1.167,0.51,0.741588064823451,0.228911538461538
"12-08-18",53423754,101,"0-20 cm",NA,NA,NA,NA,2,6.1,6.37,11.49,"29.7","","1",NA,"< LOD","2.9","81.2",NA,NA,"LV","LV0","LV00","LV005",55.83245073,26.45031318,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"23-09-18",53423808,115,"0-20 cm",NA,NA,NA,NA,1,6.1,6.37,35.37,"315.6","",NA,NA,"14.3","22.3","99.1",NA,NA,"LV","LV0","LV00","LV005",56.30279316,26.65424335,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"02-09-18",53424012,37,"0-20 cm",NA,NA,NA,NA,1,5.6,6.17,11.77,"11.4","",NA,NA,"15.8","1.3","103.8",NA,NA,"EE","EE0","EE00","EE008",58.07594132,27.48083708,"B32","U111",NA,NA,NA,NA,NA,NA,NA,NA
"23-09-18",53424498,10103,"0-20 cm",NA,NA,NA,NA,1,4,4.92,3.77,"24.3","","1",NA,"< LOD","1.3","49.1",NA,NA,"FI","FI1","FI1D","FI1D3",62.27242221,29.89044715,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"22-09-18",53424516,10101,"0-20 cm",NA,NA,NA,NA,1,3.5,3.99,25.1,"500.7","","1",NA,"61.5","24.6","142.6",NA,NA,"FI","FI1","FI1D","FI1D3",62.4269474,29.99421383,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"08-09-18",53441692,91,"0-20 cm",4,15,63,22,1,6.8,7.26,12.57,"14.8","",NA,NA,"11.3","1.6","188.7",0.8,1.1,"EL","EL6","EL63","EL633",37.60898948,21.54690036,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"09-10-18",53441970,1180,"0-20 cm",21,29,11,60,1,7,7.36,20.14,"75.3","","18",NA,"< LOD","7.7","709",NA,NA,"EL","EL5","EL53","EL531",40.09546891,21.99072003,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-08-18",53441998,897,"0-20 cm",NA,NA,NA,NA,1,7.1,7.64,17.74,"22.8","","6",NA,"121.3","2.6","459",NA,NA,"EL","EL5","EL53","EL531",40.34533337,22.03807662,"E30","U112",NA,NA,NA,NA,NA,NA,NA,NA
"10-07-18",53442006,1347,"0-20 cm",7,13,26,60,1,6.8,7.02,19.5,"178.9","","8",NA,"15.5","15.8","456.4",NA,NA,"EL","EL5","EL53","EL531",40.41670448,22.05170117,"E10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"20-09-18",53442034,155,"0-20 cm",NA,NA,NA,NA,1,6.5,6.9,10.62,"21.7","",NA,NA,"< LOD","2.1","381.1",1.2,2.7,"EL","EL5","EL52","EL521",40.66643809,22.09972008,"B71","U111",1.223,1.226,NA,1.225,1.2245,0.06,1.18450127249627,0.028257692307692
"10-06-18",53442046,94,"0-20 cm",16,35,19,46,1,7.4,7.91,26.72,"26.6","","258",NA,"20.8","2.8","502.7",NA,NA,"EL","EL5","EL52","EL524",40.77343582,22.12045951,"B75","U111",NA,NA,NA,NA,NA,NA,NA,NA
"08-09-18",53442258,1353,"0-20 cm",28,17,29,54,1,5.4,5.9,11.17,"42.2","",NA,NA,"< LOD","4.4","210.1",NA,NA,"BG","BG4","BG41","BG414",42.66072491,22.50339832,"D10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"12-07-18",53442394,205,"0-20 cm",NA,NA,NA,NA,1,5.2,6.12,4.56,"12","",NA,NA,"26.1","1.1","127.5",NA,NA,"BG","BG3","BG31","BG311",43.86852091,22.76665052,"B11","U111",1.476,1.664,NA,1.57,1.57,0,1.57,0
"07-12-18",53442514,182,"0-20 cm",NA,NA,NA,NA,1,4,4.44,36.9,"12.5","",NA,NA,"14.5","1.5","84.2",NA,NA,"RO","RO4","RO41","RO412",44.93238628,23.01137381,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
