"POINTID","Elev","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","CaCO3_2018","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","LC_0","LC_2018","LU_2018","BDsample_0","coarse_mas","geometry"
33863294,388,"1",3.5,4.54,21.72,228.7,NA,52.1,13.7,154.1,NA,NA,"E","E20","U111",0.354,0.02,c(-3.695822833, 51.96185128)
33882026,1298,"1",7.7,8.24,15.38,10,474,18.1,1.3,202.5,NA,NA,"B","B14","U111",1.4105,0.23,c(-1.035461941, 40.71894714)
33882074,1049,"1",6.7,6.99,17.53,13.2,4,NA,1.3,106,NA,NA,"E","E30","U112",1.314,0.43,c(-1.111793609, 41.14786249)
33882116,509,"1",7.6,8.3,16.73,10,157,11.5,1,221,NA,NA,"B","B12","U111",1.5255,0.05,c(-1.179769656, 41.5229378)
33882200,453,"1",7.2,7.73,25.9,16,371,33.1,1.9,129.3,0.4,0.5,"B","B13","U111",1.158,0.11,c(-1.319146618, 42.27246692)
33882218,498,"1",7.5,7.95,48.2,15.8,331,17.8,1.8,201.8,0.7,0.9,"B","B11","U111",1.161,0.06,c(-1.349622767, 42.43297391)
33901978,1265,"2",7.6,8.24,15.35,11.3,264,NA,1.1,156.2,NA,NA,"C","C10","U120",1.486,0.41,c(-0.937309457, 40.29235782)
33902036,1283,"1",7.4,7.95,21,12.4,369,11.9,1.4,366.9,NA,NA,"B","B13","U111",1.4255,0.15,c(-1.027829999, 40.81095697)
33902114,533,"2",7.4,8.38,14.52,5.4,69,NA,0.7,260.2,NA,NA,"B","B12","U111",1.6735,0.04,c(-1.152835104, 41.50774582)
33902140,323,"1",7.5,8.05,22.2,17.8,408,15.7,1.7,82.5,NA,NA,"F","F40","U112",1.5105,0.27,c(-1.195361301, 41.73984873)
33902280,1123,"2",5.3,5.86,12.95,62.1,NA,NA,4.4,139.6,NA,NA,"C","C10","U120",0.5665,0.27,c(-1.432051886, 42.98828912)
33902770,80,"4",6.1,6.65,11.39,25.5,NA,46.2,2.6,293,NA,NA,"E","E20","U111",1.5405,0.06,c(-2.376416412, 47.34093071)
33903630,73,"1",3.7,4.52,38.59,536.9,NA,59.1,23,401.3,NA,NA,"D","D20","U111",0.193,0,c(-4.630917571, 54.92160253)
33921980,1325,"4",7.8,8.37,14.95,7.9,85,NA,0.9,182.2,1,0.7,"B","B15","U111",1.7075,0.11,c(-0.917157381, 40.31284744)
33922020,1271,"3",7.5,8.14,21.1,15.7,295,14.2,1.9,125.4,1.9,0.8,"B","B14","U111",1.5315,0.38,c(-0.979287947, 40.67055305)
33922038,1226,"1",7.5,8.02,17.85,11.5,105,12.2,1.2,486.8,NA,NA,"B","B11","U111",1.587,0.33,c(-1.007562889, 40.83145737)
33922196,511,"1",7.4,7.78,27.4,17,295,26,2.1,247.1,NA,NA,"F","F40","U112",1.208,0.25,c(-1.264504585, 42.24219067)
33923916,61,"1",3.9,5.04,17.29,97.6,NA,11.1,6.6,121.9,NA,NA,"D","D20","U111",0.4665,0.11,c(-5.590478094, 57.42975254)
33941950,1048,"1",7.2,7.81,33.5,29.4,152,18.9,2.1,195,NA,NA,"E","E30","U111",1.099,0.2,c(-0.848038706, 40.04702197)
33941964,1089,"1",7.7,8.29,19.67,12.5,352,10.9,1.3,285,NA,NA,"E","E30","U112",1.273,0.59,c(-0.869382064, 40.1722984)
33942022,1275,"1",7.4,7.91,20.1,7.5,2,23.8,1.1,311.4,NA,NA,"F","F40","U112",1.674,0.14,c(-0.959044636, 40.69104573)
33942180,364,"1",7.3,7.57,35.3,18,434,60,2.2,369.4,NA,NA,"B","B11","U111",1.193,0.16,c(-1.21385183, 42.10214695)
33942216,652,"1",7.5,8.07,19.01,13.9,444,11.2,1.8,165.7,NA,NA,"E","E30","U112",1.4455,0.08,c(-1.274167718, 42.42325652)
33943296,239,"1",4.3,5.1,20.93,46.6,NA,36.4,5.1,121.7,NA,NA,"E","E20","U111",1.0585,0.07,c(-3.586557051, 51.99286141)
33961792,912,"1",7.5,8.18,14.41,7.4,396,NA,1,218.8,NA,NA,"E","E30","U112",0.9525,0.05,c(-0.59225376, 38.63400269)
33961984,1303,"1",7.8,8.36,16.39,5,121,NA,0.8,98,NA,NA,"E","E30","U112",1.726,0.24,c(-0.876817451, 40.35381382)
33962088,836,"1",7.3,7.7,20.6,6.9,3,NA,1,169,NA,NA,"F","F40","U112",1.557,0.32,c(-1.039972574, 41.28348703)
33962116,663,"1",7.4,8.02,21,20.7,563,17.5,2.3,110,NA,NA,"B","B12","U111",1.0605,0.13,c(-1.085043834, 41.53356376)
33962134,312,"1",7.3,7.78,59.8,13.5,413,17.1,1.9,108.3,NA,NA,"B","B52","U111",1.1525,0.33,c(-1.114281576, 41.69427881)
33962182,386,"1",7.2,7.57,31.2,18.3,293,50.1,2,278.7,NA,NA,"B","B12","U111",1.2625,0.29,c(-1.193273631, 42.12266816)
33981990,1369,"1",7.4,7.98,17.31,9.3,127,NA,1.4,121,NA,NA,"E","E20","U420",1.6015,0.39,c(-0.862775694, 40.41007205)
33982022,1358,"1",7.6,8.23,17.54,13.4,336,NA,1.4,353.7,NA,NA,"B","B41","U111",1.5225,0.16,c(-0.912289123, 40.69625413)
33982230,472,"1",7.6,8.19,14.86,11.2,381,17.6,1.5,238.4,0.4,0.5,"B","B11","U111",1.2845,0.08,c(-1.249713622, 42.55348687)
33983292,277,"2",5,5.76,8.72,36.5,NA,21.7,3.7,92.7,NA,NA,"E","E20","U111",1.0495,0.16,c(-3.518399276, 51.96428635)
34002034,1223,"1",7.6,8.33,20.4,6.3,438,12.1,1,281.7,NA,NA,"F","F40","U112",1.5755,0.21,c(-0.907596901, 40.80614165)
34002136,271,"1",7.5,7.8,45.3,13,324,46.2,2,316,NA,NA,"B","B16","U111",1.311,0.32,c(-1.070035724, 41.71743086)
34003176,269,"1",5.2,5.92,8.64,36,NA,NA,3.6,89.9,NA,NA,"E","E20","U111",0.9945,0.07,c(-3.186693641, 50.94504632)
34003734,177,"1",5.3,5.66,22.87,45.1,NA,NA,4,164.8,NA,NA,"E","E20","U111",0.6955,0.03,c(-4.817761869, 55.85178887)
34021832,198,"2",7.4,8.05,15.62,10.5,228,25.9,1,514.3,NA,NA,"B","B76","U111",1.378,0.05,c(-0.581462147, 39.00023288)
34022002,1411,"1",7.3,7.92,15.09,11,11,NA,1.2,208.8,NA,NA,"B","B14","U111",1.648,0.23,c(-0.834637077, 40.5225741)
34022030,1397,"1",7.5,7.74,39.5,29.8,231,NA,3.9,246.3,NA,NA,"E","E20","U420",1.1595,0.12,c(-0.877950102, 40.77297349)
34022044,1229,"2",7.6,8.17,16.41,12.6,293,NA,0.9,320.3,0.7,1.8,"B","B11","U111",1.461,0.62,c(-0.899784123, 40.89813797)
34022174,431,"1",7.6,8.04,31,14.3,336,13,1.9,195.4,NA,NA,"B","B11","U111",1.3495,0.38,c(-1.108354909, 42.05927712)
34022278,937,"1",6.7,6.98,25.5,64.5,4,NA,5.6,165.3,1.7,3.6,"E","E20","U111",0.695,0.11,c(-1.283131048, 42.98678893)
34041970,1072,"1",7.2,7.76,18.84,9.7,5,NA,1.2,213,NA,NA,"C","C10","U420",1.625,0.11,c(-0.762490596, 40.23885047)
34041988,1626,"1",7.2,7.75,16.24,21.1,680,NA,1.4,127.2,NA,NA,"C","C22","U120",1.2885,0.12,c(-0.789881314, 40.39990946)
34042006,1373,"2",7.5,8.33,14.11,6.4,62,NA,0.7,129.7,NA,NA,"D","D20","U420",1.8425,0.43,c(-0.817463487, 40.56092927)
34042024,1321,"1",7.7,8.23,18.61,11.5,341,NA,1.4,229.1,NA,NA,"B","B11","U111",1.4785,0.23,c(-0.845238922, 40.72191009)
34062008,1314,"1",7.4,7.92,24.4,13.8,258,NA,1.7,231.5,NA,NA,"B","B11","U111",1.4665,0.07,c(-0.797199627, 40.58139133)
34082060,857,"1",7.5,8.15,16.05,15.2,698,21.8,1.1,160.4,NA,NA,"B","B11","U111",1.5065,0.25,c(-0.854358294, 41.04894123)
34082176,421,"1",7.4,7.82,23.3,11.8,388,18.9,1.5,202.7,0.4,1.6,"B","B13","U111",1.2565,0.18,c(-1.039962153, 42.08506588)
34082784,85,"1",4.8,5.53,5.28,24.6,NA,NA,2.2,86.4,NA,NA,"E","E20","U111",1.4135,0.1,c(-2.170370839, 47.49173388)
34083428,301,"1",3.1,3.87,20.6,233,NA,18.7,9.8,111.6,NA,NA,"C","C21","U120",0.2075,0.47,c(-3.749583449, 53.1784178)
34102020,1326,"1",7.6,8.29,14.56,10.9,604,NA,1.2,119,NA,NA,"D","D20","U420",1.4955,0.38,c(-0.768907994, 40.69385872)
34102106,639,"2",7.3,7.42,235,15.4,313,NA,1.5,166.9,NA,NA,"E","E30","U112",0.9615,0.11,c(-0.903283534, 41.46260968)
34102872,162,"1",6.3,6.55,12.05,15.7,NA,24.2,1.7,237.9,NA,NA,"B","B11","U111",1.366,0.13,c(-2.332989127, 48.27414434)
34102908,120,"1",6.3,6.79,11.78,11.7,NA,46.1,1.4,132.4,0.7,0.3,"B","B16","U111",1.3985,0.13,c(-2.412400845, 48.59279862)
34121886,159,"1",7.6,8.22,15.64,11,210,39.8,1.2,552.7,1.2,1,"B","B77","U111",1.411,0.07,c(-0.545302656, 39.49677715)
34122012,1463,"1",7.2,7.44,13.41,27.7,26,NA,3,251.7,NA,NA,"C","C22","U120",1.347,0.4,c(-0.733277388, 40.624861)
34122850,130,"1",5.3,5.9,9.58,14.6,NA,33.3,1.7,297.3,0.8,2,"B","B11","U111",1.4645,0.06,c(-2.258551691, 48.08232947)
34122882,131,"1",6.2,6.63,27.91,19.6,1,55.2,2.4,385,NA,NA,"B","B16","U111",1.3155,0.09,c(-2.328244768, 48.36567145)
34123300,280,"1",5.1,5.56,5.96,33.4,NA,11.3,3.7,139.5,NA,NA,"E","E20","U111",1.1445,0.13,c(-3.338852794, 52.05786309)
34141774,318,"2",7.6,8.22,18.81,16.8,614,NA,1.3,176,NA,NA,"E","E10","U420",0.9345,0.14,c(-0.363017902, 38.49484144)
34143322,203,"1",5,5.78,14.51,53.8,NA,21.5,5.8,364,NA,NA,"E","E20","U111",0.959,0.08,c(-3.368899204, 52.25502145)
34161996,1533,"2",6.8,7.29,31.6,36.9,25,NA,4.1,375.1,NA,NA,"D","D20","U420",1.342,0.27,c(-0.6622788, 40.48680592)
34162018,1155,"2",7.6,7.95,25.6,15.5,92,NA,1.3,204.9,NA,NA,"E","E20","U111",1.523,0.2,c(-0.695698774, 40.68363686)
34162032,1092,"4",7.5,8.07,19.53,8.7,158,13.8,1.4,161.2,NA,NA,"F","F40","U112",1.468,0.18,c(-0.717115276, 40.80886294)
34162184,565,"1",7.4,7.86,15.04,11.3,359,30.8,1.3,108.8,NA,NA,"B","B11","U111",1.2965,0.03,c(-0.95736262, 42.16698777)
34182024,1210,"1",7.4,8.04,13.49,11,371,NA,1.3,61.7,NA,NA,"D","D10","U420",1.609,0.34,c(-0.681461154, 40.73985498)
34182132,269,"1",7.4,7.77,24.8,18.1,356,12.7,2.2,191.5,NA,NA,"E","E20","U420",1.717,0.07,c(-0.849790867, 41.70525946)
34182178,499,"1",7.6,8.24,24.8,7.6,379,NA,1.2,140.4,NA,NA,"F","F40","U112",1.4965,0.05,c(-0.923690087, 42.11604157)
34182744,68,"1",5.4,5.75,10.13,39.1,NA,NA,3.1,160.4,NA,NA,"E","E20","U420",1.1095,0.14,c(-1.956380575, 47.15176337)
34201876,83,"2",7.4,7.99,31.6,11.1,126,29.7,1.3,388.9,NA,NA,"B","B77","U111",1.4425,0.07,c(-0.439023333, 39.41712046)
34201972,1515,"1",6.9,7.16,38,72.7,7,54.1,6.9,655.2,NA,NA,"F","F40","U111",1.041,0.28,c(-0.579671058, 40.27706036)
34202062,909,"1",7.6,8.12,16.03,13,567,44.4,1.6,209.7,NA,NA,"B","B11","U111",1.3265,0.1,c(-0.716350984, 41.08224704)
34202146,378,"1",7.4,7.49,242,17.1,306,20.1,1.8,257.1,NA,NA,"D","D20","U420",1.2695,0.06,c(-0.848333326, 41.83289944)
34202854,102,"1",5.6,6.2,12.48,19.4,1,15.2,2.3,182.6,1,3.3,"B","B16","U111",1.2925,0.06,c(-2.160982991, 48.12961889)
34202866,151,"1",6.9,7.12,18.64,12.6,NA,116.2,1.5,359,NA,NA,"B","B16","U111",1.358,0.07,c(-2.186832906, 48.23590788)
34222096,430,"1",7.6,7.72,197.8,11.9,408,13.3,1.4,204.4,NA,NA,"E","E30","U112",1.08,0.06,c(-0.745606977, 41.38874717)
34222150,405,"2",7.6,7.84,246,20.6,331,NA,2.1,367.1,0.4,0.7,"B","B12","U111",1.203,0.03,c(-0.830906383, 41.87121449)
34222730,83,"1",4.6,5.36,11.37,16.4,NA,62.2,1.6,75.8,NA,NA,"B","B55","U111",1.191,0.15,c(-1.875707733, 47.03336468)
34242002,1330,"1",7.5,8.04,17.72,70.9,454,NA,1.8,88,NA,NA,"D","D20","U415",1.3685,0.2,c(-0.578030528, 40.55061069)
34242074,544,"1",7.7,7.79,238,10.5,286,13.1,1.3,433.1,NA,NA,"F","F40","U112",1.1605,0.09,c(-0.687802175, 41.19464152)
34242272,1462,"3",5.5,6.05,12.34,60.5,1,NA,6,202.4,NA,NA,"E","E20","U111",0.6685,0.21,c(-1.006249017, 42.96265997)
34261794,695,"1",7.3,7.75,35,13.5,369,27.4,1.5,798,NA,NA,"B","B81","U111",1.0615,0.17,c(-0.254817144, 38.68900137)
34261924,457,"1",7.3,7.45,201,5.8,493,NA,0.5,70.5,0.3,0.2,"B","B74","U111",1.3715,0.2,c(-0.439429378, 39.85469924)
34262082,443,"3",7.6,8.37,16.36,6.5,343,11.4,0.9,92.8,NA,NA,"F","F40","U112",1.3355,0.11,c(-0.676592957, 41.26871232)
34262824,103,"1",4.7,5.36,9.84,23.1,NA,27.1,2.6,155.6,NA,NA,"E","E20","U111",1.3225,0.24,c(-2.017658404, 47.87261547)
34282152,342,"1",7.7,8.19,62.8,15.1,402,31.2,1.9,426.1,NA,NA,"B","B16","U111",1.286,0.19,c(-0.762605094, 41.89681574)
34282836,173,"1",6,6.31,17.31,28.5,NA,31.7,2.7,138.9,NA,NA,"B","B11","U111",1.259,0.04,c(-2.01651553, 47.98188099)
34302328,82,"2",5.4,5.73,19.56,23.3,1,91.4,2.5,398.4,NA,NA,"B","B32","U111",1.042,0.19,c(-1.027640165, 43.46987701)
34302720,62,"1",5.1,5.54,11.6,8,NA,30.6,0.8,118.4,NA,NA,"B","B55","U111",1.647,0.14,c(-1.751502098, 46.95608457)
34322080,377,"1",7.6,8.25,26,7.3,324,12,0.9,291.2,NA,NA,"F","F40","U112",1.3115,0.04,c(-0.602714945, 41.25844336)
34322776,76,"3",5.6,5.99,8.02,19.5,NA,34.9,1.9,197.5,NA,NA,"E","E30","U112",1.322,0.11,c(-1.838901995, 47.45573814)
34342040,877,"1",7.6,8.16,19.07,11.2,282,22.2,1.1,150.1,NA,NA,"B","B54","U111",1.514,0.09,c(-0.518263328, 40.90319354)
34342302,215,"1",5.9,6.59,15.4,18.1,NA,41.4,2.4,203.5,NA,NA,"B","B16","U111",1.4435,0.29,c(-0.934942756, 43.24333961)
34342702,83,"4",4.7,5.27,12.34,18.2,NA,61.1,1.7,79,0.7,2.5,"B","B55","U111",1.1265,0.12,c(-1.663724442, 46.80199878)
34362082,347,"3",7.5,8.28,22.8,13.8,255,18.2,1.3,111.3,NA,NA,"B","B13","U111",1.429,0.26,c(-0.558578425, 41.28137458)
34362150,465,"2",7.6,8.41,18.56,14.6,381,18.1,1.6,196.2,NA,NA,"B","B14","U111",1.397,0.23,c(-0.664105867, 41.88918569)
34362178,475,"1",7.4,7.81,34.4,15.5,340,32,1.7,206.6,NA,NA,"B","B13","U111",1.2335,0.06,c(-0.708390263, 42.13930909)
34362268,1302,"1",5,5.31,35.4,50.5,NA,NA,4,144,NA,NA,"C","C10","U120",0.4335,0.19,c(-0.854132369, 42.94268891)
34381810,128,"2",7.4,7.74,16.81,24.4,62,71.1,2.7,512.8,NA,NA,"E","E30","U112",0.8965,0.22,c(-0.140554363, 38.84710909)
34382138,447,"3",7.9,8.47,29.6,18.1,456,77.2,1.7,793.8,NA,NA,"B","B13","U111",1.343,0.06,c(-0.621481788, 41.78450251)
34382156,453,"3",7.6,8.19,23.5,14.1,308,NA,1.7,270.9,NA,NA,"E","E30","U112",1.436,0.14,c(-0.649697887, 41.94533825)
34382818,82,"4",6.2,6.56,20.54,16.2,NA,41.6,2.2,185.8,NA,NA,"B","B32","U111",1.32,0.06,c(-1.846522451, 47.83680449)
34383700,256,"1",5.1,5.27,75.43,174,NA,22.9,10,162.2,NA,NA,"E","E20","U111",0.491,0.06,c(-4.112954364, 55.62170255)
34402006,1233,"1",7.3,7.89,15.18,17.9,603,NA,1.5,174.7,NA,NA,"D","D20","U111",1.5245,0.42,c(-0.39719876, 40.60639003)
34402118,330,"1",7.6,7.69,238,15.5,369,15.1,1.7,393.5,NA,NA,"F","F40","U112",1.0605,0.04,c(-0.566635819, 41.60827862)
34402168,427,"1",7.5,7.73,48.9,24.2,341,76.9,2.6,564.6,0.5,2.5,"B","B16","U111",1.1,0.04,c(-0.64472208, 42.05508873)
34402178,477,"1",7.6,7.81,130.5,8.8,423,24.1,1.2,197.3,NA,NA,"B","B11","U111",1.358,0.07,c(-0.660526059, 42.14441717)
34402298,342,"1",5.6,6.2,11.02,20.7,NA,23.5,2.6,76.8,NA,NA,"B","B55","U111",1.294,0.08,c(-0.855190638, 43.21550139)
34402352,93,"1",5,5.68,5.97,19.4,NA,32.1,1.5,118.8,NA,NA,"C","C22","U120",1.2215,0.03,c(-0.945915612, 43.69698255)
34402712,73,"1",5.8,6.38,14.08,19.8,NA,42.6,1.9,214.1,1.1,3.6,"B","B32","U111",1.2365,0.1,c(-1.605672448, 46.89921693)
34403276,218,"1",5.9,6.2,19.18,31.9,NA,27.5,3.1,94.7,NA,NA,"E","E20","U111",1.4415,0.05,c(-2.874314396, 51.89126741)
34403672,176,"2",4.3,5.54,7.78,54.6,NA,NA,4,110,NA,NA,"E","E20","U361",1.0575,0.14,c(-3.993681752, 55.37913502)
34421810,66,"1",7.5,7.8,30.6,21.8,217,52.9,2.5,682.2,NA,NA,"F","F40","U112",0.9545,0.22,c(-0.095044469, 38.85190733)
34422080,322,"2",7.3,7.66,237,12.5,434,24.2,1.1,112.5,0.4,0.2,"B","B13","U111",1.2965,0.32,c(-0.48470806, 41.2710175)
34442320,208,"1",5.3,5.67,5.76,22.9,NA,NA,2.2,343,NA,NA,"E","E20","U111",1.2085,0.1,c(-0.843039395, 43.4169105)
34442708,102,"1",6,6.47,12.71,13.3,NA,26.8,1.5,131.2,0.8,2.8,"B","B16","U111",1.4125,0.25,c(-1.545861418, 46.86930922)
34443266,40,"1",4.7,5.5,8.61,36.1,NA,24.5,3.8,119.5,NA,NA,"E","E20","U111",1.2225,0.01,c(-2.791564372, 51.80930265)
34461998,1326,"1",7.2,7.45,52.9,56.1,506,NA,5.6,318.8,NA,NA,"E","E10","U420",1.071,0.19,c(-0.315359012, 40.54216387)
34462890,90,"1",6,6.51,10.42,15.6,NA,35.1,1.7,190.7,NA,NA,"B","B16","U111",1.359,0.04,c(-1.891290633, 48.48658099)
34482148,500,"2",8,8.07,421,10.3,316,NA,1.3,151.2,NA,NA,"E","E30","U321",1.403,0.09,c(-0.51796161, 41.8864945)
34482192,694,"2",7.4,7.9,19.43,13.3,314,30.4,1.6,328.7,0.6,0.8,"B","B13","U111",1.269,0.11,c(-0.586815086, 42.27963068)
34482660,59,"1",6.8,7.37,13.25,15,3,110,2.1,309.5,NA,NA,"B","B32","U111",1.359,0.08,c(-1.401014983, 46.44854298)
34483296,77,"1",6.7,6.89,31.26,51.5,7,122.2,5.6,951.2,NA,NA,"E","E20","U111",1.2895,0.07,c(-2.810581784, 52.08041134)
34483786,131,"1",4.8,5.03,9.93,66.2,NA,14.5,6,141.6,2,6,"D","D20","U111",0.661,0.4,c(-4.233555411, 56.39476436)
34502098,245,"1",7.5,8.02,56.3,38.9,323,229.3,4.1,571.5,1,1.3,"B","B52","U111",1.172,0.03,c(-0.417491611, 41.44197549)
34502224,821,"3",7.4,7.68,24.4,22.9,95,40.7,2.8,521.5,NA,NA,"E","E30","U112",0.9875,0.29,c(-0.613553348, 42.56795691)
34503420,150,"1",6.7,7.14,21.99,24.4,9,15.6,2.2,112.7,NA,NA,"E","E20","U111",1.0195,0.09,c(-3.108459156, 53.17748012)
34503730,122,"1",5.1,5.74,33.8,46.9,NA,70.2,4.1,592.7,NA,NA,"E","E20","U111",0.909,0.06,c(-4.020590928, 55.90629901)
34522098,270,"1",7.6,8.33,43,18,412,30.7,2.5,401.5,NA,NA,"B","B12","U111",1.177,0.25,c(-0.393818715, 41.44445863)
34522176,518,"1",7.5,8.44,20,7.7,319,13.1,1.2,68.6,0.3,0.3,"B","B11","U111",1.6145,0.09,c(-0.513766104, 42.14173499)
34522698,118,"1",5.8,6.36,6.16,11.2,NA,36.9,1.2,112,NA,NA,"E","E30","U350",1.4855,0.05,c(-1.422573404, 46.7916248)
34523724,128,"1",6.2,6.53,23.28,53.7,3,NA,3,121,NA,NA,"E","E20","U361",0.9085,0.26,c(-3.970122374, 55.85704417)
34542034,628,"1",7.5,7.52,234,6.5,239,NA,0.8,108,NA,NA,"F","F40","U112",1.2475,0.06,c(-0.274652808, 40.87427331)
34542106,353,"1",7.9,7.98,323,17.9,272,23.5,1.8,364.9,NA,NA,"B","B12","U111",1.141,0.09,c(-0.382250198, 41.51848635)
34542712,109,"1",5.9,6.4,12.56,13.1,NA,80.2,1.7,71.3,1.1,3.3,"B","B55","U111",1.316,0.1,c(-1.423817819, 46.91873112)
34543662,163,"1",5.3,5.82,30.7,63.6,NA,107.2,5.4,376.3,NA,NA,"C","C10","U420",0.218,0.29,c(-3.74580804, 55.31530676)
34562164,427,"1",7.8,8.06,204,14.1,269,30.9,1.9,291.6,0.5,2.5,"B","B13","U111",1.5215,0.13,c(-0.447273818, 42.03951085)
34562704,121,"1",5.1,5.46,23.19,20.6,NA,64.5,2,156.9,NA,NA,"B","B16","U111",1.4615,0.09,c(-1.382315673, 46.85043769)
34562818,83,"1",3.8,4.29,19.14,41.8,1,46.8,4.3,157.6,4.7,8.4,"B","B12","U111",1.386,0.24,c(-1.608573356, 47.86242525)
34562872,117,"2",6.8,7.05,20.56,14.5,4,30.4,1.7,142.3,NA,NA,"B","B52","U111",1.3445,0.07,c(-1.719781084, 48.34136969)
34582042,528,"1",7.6,8.06,36.3,13.2,311,16.4,1.2,453.5,NA,NA,"B","B74","U111",1.494,0.14,c(-0.239474296, 40.950774)
34582172,497,"1",7.7,8.09,117.2,8.5,293,28.9,1.4,163.4,NA,NA,"B","B11","U111",1.658,0.07,c(-0.435744605, 42.11350309)
34582178,564,"1",7.5,8.25,16.44,11.9,343,13.6,1.4,188.5,0.5,0.7,"B","B13","U111",1.496,0.05,c(-0.445049253, 42.16712213)
34582186,691,"1",7.4,8.05,16.42,16.3,244,44.6,1.8,546.6,NA,NA,"B","B11","U111",1.2295,0.18,c(-0.4574901, 42.23860805)
34582352,102,"1",6.8,7.3,26.11,32.8,54,13.2,3.2,163.9,NA,NA,"E","E20","U111",1.1415,0.16,c(-0.724875434, 43.72038919)
34582676,112,"1",6,6.53,6.31,16.1,NA,31.9,1.7,49.8,4.1,3.6,"B","B55","U111",1.648,0.01,c(-1.302601537, 46.60443069)
34602092,383,"2",7.6,7.89,50.8,16,483,12.5,1.4,199.9,NA,NA,"B","B13","U111",1.351,0.18,c(-0.290115823, 41.40066024)
34602152,364,"1",7.1,7.67,26,17.1,289,13.8,2.2,286.3,NA,NA,"B","B11","U111",1.329,0.08,c(-0.381027338, 41.93722767)
34602236,1330,"1",5.7,6.01,13.78,97.6,3,16.5,4.3,273.8,NA,NA,"C","C22","U120",0.752,0.33,c(-0.512000666, 42.68775677)
34602380,114,"2",4.3,5.11,5.06,13.7,NA,NA,1.2,49.1,NA,NA,"C","C22","U120",1.209,0.03,c(-0.747106693, 43.97262688)
34621956,321,"1",7.4,8.02,21.6,17.9,220,81.3,1.7,532.6,NA,NA,"B","B74","U111",1.2365,0.04,c(-0.068580307, 40.18532716)
34622132,405,"3",7.6,8.08,29.5,17.8,276,27.9,2.2,124.3,NA,NA,"F","F40","U112",1.2705,0.1,c(-0.326688059, 41.76088556)
34622806,131,"1",4.9,5.55,12.25,14.3,1,29.3,1.7,137.9,NA,NA,"B","B13","U111",1.3925,0.1,c(-1.505015471, 47.76436245)
34622842,109,"1",5.5,6.15,14.58,15.8,NA,27.7,2.1,114.5,NA,NA,"B","B53","U111",1.3505,0.22,c(-1.57798415, 48.08378878)
34623626,8,"1",3.9,4.27,41.64,501.3,NA,74.4,22.1,224,NA,NA,"E","E20","U111",0.169,0.03,c(-3.513616013, 55.01204085)
34642044,428,"1",7.7,8.33,17.34,23.5,441,NA,0.6,85.7,NA,NA,"B","B13","U111",1.4975,0.04,c(-0.171910065, 40.97597562)
34642088,394,"1",7.7,8.26,20.4,16.9,387,11.1,1,250.1,NA,NA,"F","F40","U112",1.2505,0.11,c(-0.236833723, 41.36977106)
34642160,472,"1",7.5,8.35,13.15,9.7,290,NA,1.2,110.2,0.4,0.3,"B","B13","U111",1.214,0.05,c(-0.345529772, 42.01369614)
34662148,383,"2",7.6,8.11,19.52,11.8,201,NA,1.4,161.5,0.5,0.5,"B","B13","U111",1.536,0.09,c(-0.303344771, 41.90887973)
34662634,65,"1",7.1,7.89,19.95,24.8,414,52.2,2.8,398.2,1.4,1.1,"B","B11","U111",1.199,0.1,c(-1.120488658, 46.24195228)
34662858,109,"1",4.6,5.2,8.21,31.6,NA,64.9,3.2,76.7,NA,NA,"E","E20","U111",1.2905,0.21,c(-1.557509539, 48.23134885)
34663314,183,"1",6.6,5.98,13.18,16,NA,48.5,1.9,213.9,1.9,5.3,"B","B11","U111",1.6785,0.04,c(-2.596720332, 52.26744449)
34682152,413,"1",7.4,7.97,16.31,10.3,242,NA,1.5,144.4,NA,NA,"B","B52","U111",1.463,0.02,c(-0.285563527, 41.94710412)
34682394,133,"1",3.5,4.32,4.66,21,NA,23.8,1.2,16.3,NA,NA,"C","C22","U120",1.2635,0,c(-0.671787183, 44.10773452)
34702166,533,"1",7.5,8.3,17.21,12.8,317,81.6,1.6,320.6,NA,NA,"B","B11","U111",1.5845,0.06,c(-0.282979323, 42.07473022)
34702666,65,"1",7.1,7.43,16.83,11.9,2,74.7,1.5,205.6,NA,NA,"F","F40","U111",1.319,0.07,c(-1.128722144, 46.53183252)
34703724,174,"2",4.4,5.13,20.51,74.6,NA,15.9,4.7,123.7,NA,NA,"E","E20","U111",0.835,0.07,c(-3.687489375, 55.88799744)
34722748,127,"1",5.4,6.18,8.01,15.7,NA,51.9,1.9,229.6,NA,NA,"B","B51","U111",0.122,0.03,c(-1.259072768, 47.26320526)
34723000,130,"1",5.1,5.53,8.08,13.9,NA,15.2,1.6,135.4,NA,NA,"B","B11","U111",1.372,0.09,c(-1.775983796, 49.49878444)
34723198,63,"1",6.4,6.69,29.79,26.9,NA,22.2,2.7,131.5,1,3.2,"B","B11","U111",0.813,0.07,c(-2.225996377, 51.25143969)
34742632,61,"1",7.2,7.61,18.93,29.1,87,23,3.4,493.9,NA,NA,"B","B31","U111",1.0335,0.2,c(-1.01408607, 46.23486591)
34742674,124,"1",6.2,6.71,11.44,16.8,1,58.1,2,120.8,NA,NA,"B","B11","U111",1.3475,0.16,c(-1.092049797, 46.60832642)
